assay_chembl_id,assay_type,assay_description,assay_organism,assay_tax_id,assay_test_type,assay_category,bao_format,bao_label,confidence_score,relationship_type,target_chembl_id,document_chembl_id,assay_metadata_status
CHEMBL3991866,B,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",Homo sapiens,9606,In vitro,,BAO_0000220,subcellular format,9,D,CHEMBL1741190,CHEMBL3991601,filtered_endpoint
