candidate_name,molecule_chembl_id,activity_id,target_chembl_id,target_pref_name,target_organism,assay_chembl_id,document_chembl_id,standard_type,standard_relation,standard_value,standard_units,pchembl_value,data_validity_comment,potential_duplicate,matched_network_proteins,target_evidence_class
nilotinib,CHEMBL255863,24243840,CHEMBL615023,U2OS,Homo sapiens,CHEMBL4689853,CHEMBL4689842,Control DMSO Pyknosed Nuclei (%),=,10,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243841,CHEMBL615023,U2OS,Homo sapiens,CHEMBL4689853,CHEMBL4689842,Control DMSO Mitotic Cells (%),=,73,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243842,CHEMBL615023,U2OS,Homo sapiens,CHEMBL4689853,CHEMBL4689842,Control DMSO Tubulin Phenotype Different Cells (%),=,9,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243843,CHEMBL615023,U2OS,Homo sapiens,CHEMBL4689853,CHEMBL4689842,Control DMSO Mitochondria Different-Phenotype Cells (%),=,15,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243844,CHEMBL615023,U2OS,Homo sapiens,CHEMBL4689853,CHEMBL4689842,Control DMSO Membrane Permeable-Phenotype Cells (%),=,2,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243845,CHEMBL615023,U2OS,Homo sapiens,CHEMBL4689853,CHEMBL4689842,Control DMSO Growth Rate,=,0,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243846,CHEMBL615023,U2OS,Homo sapiens,CHEMBL4689853,CHEMBL4689842,Population Hoechst High Intensity Objects (%),=,9,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243847,CHEMBL615023,U2OS,Homo sapiens,CHEMBL4689853,CHEMBL4689842,Population Normal (%),=,90,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243848,CHEMBL615023,U2OS,Homo sapiens,CHEMBL4689853,CHEMBL4689842,Population Apoptotic (%),=,20,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243849,CHEMBL615023,U2OS,Homo sapiens,CHEMBL4689853,CHEMBL4689842,Population Healthy Nuclei (%),=,78,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243850,CHEMBL615023,U2OS,Homo sapiens,CHEMBL4689853,CHEMBL4689842,Population Fragmented Nuclei (%),=,6,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243851,CHEMBL615023,U2OS,Homo sapiens,CHEMBL4689853,CHEMBL4689842,Population Pyknosed Nuclei (%),=,15,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243852,CHEMBL615023,U2OS,Homo sapiens,CHEMBL4689853,CHEMBL4689842,Population Mitotic Cells (%),=,80,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243853,CHEMBL615023,U2OS,Homo sapiens,CHEMBL4689853,CHEMBL4689842,Population Tubulin-Different-Phenotype (%),=,9,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243854,CHEMBL615023,U2OS,Homo sapiens,CHEMBL4689853,CHEMBL4689842,Population Mitochondria Different-Phenotype (%),=,19,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243855,CHEMBL615023,U2OS,Homo sapiens,CHEMBL4689853,CHEMBL4689842,Population Membrane Permeable-Phenotype (%),=,0,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243856,CHEMBL615023,U2OS,Homo sapiens,CHEMBL4689853,CHEMBL4689842,Control DMSO Total Cells,=,70,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243857,CHEMBL615023,U2OS,Homo sapiens,CHEMBL4689853,CHEMBL4689842,Control DMSO Apoptotic Cells (%),=,26,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243858,CHEMBL615023,U2OS,Homo sapiens,CHEMBL4689853,CHEMBL4689842,Control DMSO Healthy Nuclei (%),=,81,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243859,CHEMBL5314315,Fibroblast,Homo sapiens,CHEMBL4689845,CHEMBL4689842,Total Cell Count,=,51,,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243860,CHEMBL5314315,Fibroblast,Homo sapiens,CHEMBL4689845,CHEMBL4689842,Control DMSO Fragmented Nuclei %,=,24,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243861,CHEMBL5314315,Fibroblast,Homo sapiens,CHEMBL4689845,CHEMBL4689842,Control DMSO Pyknosed Nuclei (%),=,11,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243862,CHEMBL5314315,Fibroblast,Homo sapiens,CHEMBL4689845,CHEMBL4689842,Control DMSO Mitotic Cells (%),=,31,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243863,CHEMBL5314315,Fibroblast,Homo sapiens,CHEMBL4689845,CHEMBL4689842,Control DMSO Tubulin Phenotype Different Cells (%),=,20,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243864,CHEMBL5314315,Fibroblast,Homo sapiens,CHEMBL4689845,CHEMBL4689842,Control DMSO Mitochondria Different-Phenotype Cells (%),=,24,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243865,CHEMBL5314315,Fibroblast,Homo sapiens,CHEMBL4689845,CHEMBL4689842,Control DMSO Membrane Permeable-Phenotype Cells (%),=,5,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243866,CHEMBL5314315,Fibroblast,Homo sapiens,CHEMBL4689845,CHEMBL4689842,Control DMSO Growth Rate,=,0,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243867,CHEMBL5314315,Fibroblast,Homo sapiens,CHEMBL4689845,CHEMBL4689842,Population Hoechst High Intensity Objects (%),=,27,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243868,CHEMBL5314315,Fibroblast,Homo sapiens,CHEMBL4689845,CHEMBL4689842,Population Normal (%),=,72,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243869,CHEMBL5314315,Fibroblast,Homo sapiens,CHEMBL4689845,CHEMBL4689842,Population Apoptotic (%),=,80,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243870,CHEMBL5314315,Fibroblast,Homo sapiens,CHEMBL4689845,CHEMBL4689842,Population Healthy Nuclei (%),=,78,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243871,CHEMBL5314315,Fibroblast,Homo sapiens,CHEMBL4689845,CHEMBL4689842,Population Fragmented Nuclei (%),=,8,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243872,CHEMBL5314315,Fibroblast,Homo sapiens,CHEMBL4689845,CHEMBL4689842,Population Pyknosed Nuclei (%),=,13,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243873,CHEMBL5314315,Fibroblast,Homo sapiens,CHEMBL4689845,CHEMBL4689842,Population Mitotic Cells (%),=,20,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243874,CHEMBL5314315,Fibroblast,Homo sapiens,CHEMBL4689845,CHEMBL4689842,Population Tubulin-Different-Phenotype (%),=,20,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243875,CHEMBL5314315,Fibroblast,Homo sapiens,CHEMBL4689845,CHEMBL4689842,Population Mitochondria Different-Phenotype (%),=,13,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243876,CHEMBL5314315,Fibroblast,Homo sapiens,CHEMBL4689845,CHEMBL4689842,Population Membrane Permeable-Phenotype (%),=,0,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243877,CHEMBL5314315,Fibroblast,Homo sapiens,CHEMBL4689845,CHEMBL4689842,Control DMSO Total Cells,=,101,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243878,CHEMBL5314315,Fibroblast,Homo sapiens,CHEMBL4689845,CHEMBL4689842,Control DMSO Apoptotic Cells (%),=,68,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24243879,CHEMBL5314315,Fibroblast,Homo sapiens,CHEMBL4689845,CHEMBL4689842,Control DMSO Healthy Nuclei (%),=,64,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24381256,CHEMBL5976,Heat shock protein beta-1,Homo sapiens,CHEMBL5038351,CHEMBL5036371,Activity,=,3.69,,,,FALSE,,other_target
nilotinib,CHEMBL255863,24381281,CHEMBL5976,Heat shock protein beta-1,Homo sapiens,CHEMBL5038355,CHEMBL5036371,Activity,=,7.5,um2,,,FALSE,,other_target
nilotinib,CHEMBL255863,24385016,CHEMBL614524,BaF3,Mus musculus,CHEMBL5039652,CHEMBL5038588,IC50,=,11.8,nM,7.93,,FALSE,,other_target
nilotinib,CHEMBL255863,24385064,CHEMBL614524,BaF3,Mus musculus,CHEMBL5039655,CHEMBL5038588,IC50,>,100,nM,,,FALSE,,other_target
nilotinib,CHEMBL255863,24385074,CHEMBL385,K562,Homo sapiens,CHEMBL5039656,CHEMBL5038588,IC50,=,1.8,nM,8.74,,FALSE,,other_target
nilotinib,CHEMBL255863,24385084,CHEMBL613997,KU812 cell line,Homo sapiens,CHEMBL5039657,CHEMBL5038588,IC50,=,1.8,nM,8.74,,FALSE,,other_target
nilotinib,CHEMBL255863,24385094,CHEMBL612794,U-937,Homo sapiens,CHEMBL5039658,CHEMBL5038588,IC50,>,1000,nM,,,FALSE,,other_target
nilotinib,CHEMBL255863,24385104,CHEMBL397,Jurkat,Homo sapiens,CHEMBL5039659,CHEMBL5038588,IC50,>,1000,nM,,,FALSE,,other_target
nilotinib,CHEMBL255863,24662288,CHEMBL612519,Daoy,Homo sapiens,CHEMBL5096995,CHEMBL5096161,IC50,=,6000,nM,5.22,,FALSE,,other_target
nilotinib,CHEMBL255863,24662290,CHEMBL612545,Unchecked,,CHEMBL5096997,CHEMBL5096161,IC50,=,5000,nM,5.3,,FALSE,,other_target
nilotinib,CHEMBL255863,24662366,CHEMBL612545,Unchecked,,CHEMBL5097069,CHEMBL5096161,IC50,=,374,nM,6.43,,FALSE,,other_target
nilotinib,CHEMBL255863,24707069,CHEMBL2096618,Bcr/Abl fusion protein,Homo sapiens,CHEMBL5108965,CHEMBL5107965,IC50,=,1,nM,9,,FALSE,,other_target
nilotinib,CHEMBL255863,24748677,CHEMBL614245,THP-1,Homo sapiens,CHEMBL5120253,CHEMBL5113533,Activity,,,,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748679,CHEMBL614245,THP-1,Homo sapiens,CHEMBL5120254,CHEMBL5113533,Activity,,,,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748681,CHEMBL614245,THP-1,Homo sapiens,CHEMBL5120255,CHEMBL5113533,Activity,,,,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748683,CHEMBL614245,THP-1,Homo sapiens,CHEMBL5120256,CHEMBL5113533,Activity,,,,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748685,CHEMBL614245,THP-1,Homo sapiens,CHEMBL5120257,CHEMBL5113533,IC50,=,400,nM,6.4,,FALSE,,other_target
nilotinib,CHEMBL255863,24748686,CHEMBL260,Mitogen-activated protein kinase 14,Homo sapiens,CHEMBL5120258,CHEMBL5113533,Tm,=,55.1,degrees C,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748688,CHEMBL4674,Mitogen-activated protein kinase 12,Homo sapiens,CHEMBL5120259,CHEMBL5113533,Activity,,,,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748689,CHEMBL260,Mitogen-activated protein kinase 14,Homo sapiens,CHEMBL5120260,CHEMBL5113533,Tm,=,60.7,degrees C,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748691,CHEMBL260,Mitogen-activated protein kinase 14,Homo sapiens,CHEMBL5120261,CHEMBL5113533,EC50,=,4600,nM,5.34,,FALSE,,other_target
nilotinib,CHEMBL255863,24748692,CHEMBL2094115,MAP kinase p38,Homo sapiens,CHEMBL5120262,CHEMBL5113533,Activity,,,,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748693,CHEMBL614245,THP-1,Homo sapiens,CHEMBL5120263,CHEMBL5113533,Activity,,,,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748695,CHEMBL2109,Dual specificity mitogen-activated protein kinase kinase 3,Homo sapiens,CHEMBL5120264,CHEMBL5113533,Activity,,,,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748697,CHEMBL2897,Dual specificity mitogen-activated protein kinase kinase 4,Homo sapiens,CHEMBL5120265,CHEMBL5113533,Activity,,,,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748699,CHEMBL2171,Dual specificity mitogen-activated protein kinase kinase 6,Homo sapiens,CHEMBL5120266,CHEMBL5113533,Activity,,,,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748703,CHEMBL612545,Unchecked,,CHEMBL5120268,CHEMBL5113533,Inhibition,,,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748705,CHEMBL260,Mitogen-activated protein kinase 14,Homo sapiens,CHEMBL5120269,CHEMBL5113533,Inhibition,,,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748707,CHEMBL612545,Unchecked,,CHEMBL5120271,CHEMBL5113533,Inhibition,,,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748709,CHEMBL612545,Unchecked,,CHEMBL5120272,CHEMBL5113533,Inhibition,,,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748711,CHEMBL612545,Unchecked,,CHEMBL5120273,CHEMBL5113533,Inhibition,,,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748713,CHEMBL612545,Unchecked,,CHEMBL5120275,CHEMBL5113533,Inhibition,,,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748714,CHEMBL612545,Unchecked,,CHEMBL5120276,CHEMBL5113533,Inhibition,,,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748715,CHEMBL612545,Unchecked,,CHEMBL5120277,CHEMBL5113533,Inhibition,,,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748716,CHEMBL612545,Unchecked,,CHEMBL5120278,CHEMBL5113533,Inhibition,,,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748717,CHEMBL612545,Unchecked,,CHEMBL5120279,CHEMBL5113533,Inhibition,,,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748718,CHEMBL612545,Unchecked,,CHEMBL5120280,CHEMBL5113533,Inhibition,,,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748719,CHEMBL612545,Unchecked,,CHEMBL5120281,CHEMBL5113533,Inhibition,,,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748720,CHEMBL612545,Unchecked,,CHEMBL5120282,CHEMBL5113533,Inhibition,,,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748721,CHEMBL612545,Unchecked,,CHEMBL5120283,CHEMBL5113533,Inhibition,,,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748723,CHEMBL612545,Unchecked,,CHEMBL5120284,CHEMBL5113533,Inhibition,,,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748725,CHEMBL612545,Unchecked,,CHEMBL5120285,CHEMBL5113533,Inhibition,,,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748727,CHEMBL612545,Unchecked,,CHEMBL5120286,CHEMBL5113533,Inhibition,,,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748729,CHEMBL612545,Unchecked,,CHEMBL5120287,CHEMBL5113533,Inhibition,,,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748731,CHEMBL612545,Unchecked,,CHEMBL5120288,CHEMBL5113533,Inhibition,,,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748733,CHEMBL614245,THP-1,Homo sapiens,CHEMBL5120289,CHEMBL5113533,Inhibition,,,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748735,CHEMBL2094115,MAP kinase p38,Homo sapiens,CHEMBL5120290,CHEMBL5113533,Inhibition,,,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748736,CHEMBL2094115,MAP kinase p38,Homo sapiens,CHEMBL5120291,CHEMBL5113533,Inhibition,,,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748737,CHEMBL2366220,OCI-AML2,Homo sapiens,CHEMBL5120292,CHEMBL5113533,Activity,,,,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748738,CHEMBL2366220,OCI-AML2,Homo sapiens,CHEMBL5120293,CHEMBL5113533,Activity,,,,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748739,CHEMBL2366220,OCI-AML2,Homo sapiens,CHEMBL5120294,CHEMBL5113533,Activity,,,,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748740,CHEMBL614076,Monocyte,Homo sapiens,CHEMBL5120295,CHEMBL5113533,Activity,,,,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748745,CHEMBL2208,MAP kinase-activated protein kinase 2,Homo sapiens,CHEMBL5120300,CHEMBL5113533,Inhibition,,,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748747,CHEMBL260,Mitogen-activated protein kinase 14,Homo sapiens,CHEMBL5120302,CHEMBL5113533,Inhibition,,,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748748,CHEMBL260,Mitogen-activated protein kinase 14,Homo sapiens,CHEMBL5120303,CHEMBL5113533,Activity,,,,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748752,CHEMBL612545,Unchecked,,CHEMBL5120305,CHEMBL5113533,Inhibition,,,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748753,CHEMBL612545,Unchecked,,CHEMBL5120306,CHEMBL5113533,Inhibition,,,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24748754,CHEMBL612545,Unchecked,,CHEMBL5120307,CHEMBL5113533,Activity,,,,,,FALSE,,other_target
nilotinib,CHEMBL255863,24777471,CHEMBL5393,Broad substrate specificity ATP-binding cassette transporter ABCG2,Homo sapiens,CHEMBL5128716,CHEMBL5126555,IC50,=,2500,nM,5.6,,FALSE,,other_target
nilotinib,CHEMBL255863,24788403,CHEMBL4303835,SARS-CoV-2,Severe acute respiratory syndrome coronavirus 2,CHEMBL5131578,CHEMBL5131375,EC50,=,80,nM,7.1,,FALSE,,other_target
nilotinib,CHEMBL255863,24788411,CHEMBL612558,ADMET,,CHEMBL5131580,CHEMBL5131375,Vdss,=,0.55,L.kg-1,,,FALSE,,other_target
nilotinib,CHEMBL255863,24788412,CHEMBL612558,ADMET,,CHEMBL5131581,CHEMBL5131375,Vdss,=,0.55,L.kg-1,,,FALSE,,other_target
nilotinib,CHEMBL255863,24788413,CHEMBL612558,ADMET,,CHEMBL5131582,CHEMBL5131375,Vdss,=,0.55,L.kg-1,,,FALSE,,other_target
nilotinib,CHEMBL255863,24788414,CHEMBL612558,ADMET,,CHEMBL5131583,CHEMBL5131375,Vdss,=,0.55,L.kg-1,,,FALSE,,other_target
nilotinib,CHEMBL255863,24788430,CHEMBL4303835,SARS-CoV-2,Severe acute respiratory syndrome coronavirus 2,CHEMBL5131593,CHEMBL5131375,IC50,<,30,nM,,,FALSE,,other_target
nilotinib,CHEMBL255863,24788707,CHEMBL2096618,Bcr/Abl fusion protein,Homo sapiens,CHEMBL5131761,CHEMBL5131375,IC50,<,30,nM,,,FALSE,,other_target
nilotinib,CHEMBL255863,24788876,CHEMBL4303840,Vero C1008,Chlorocebus sabaeus,CHEMBL5131840,CHEMBL5131375,Activity,,,,,,FALSE,,other_target
nilotinib,CHEMBL255863,24789036,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus,CHEMBL5131955,CHEMBL5131376,EC50,=,2100,nM,5.68,,FALSE,,other_target
nilotinib,CHEMBL255863,24789039,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,CHEMBL5131956,CHEMBL5131376,IC50,=,30,nM,7.52,,TRUE,,other_target
nilotinib,CHEMBL255863,24828737,CHEMBL385,K562,Homo sapiens,CHEMBL5142398,CHEMBL5137090,GI50,=,26,nM,,,FALSE,,other_target
nilotinib,CHEMBL255863,24828771,CHEMBL385,K562,Homo sapiens,CHEMBL5142399,CHEMBL5137090,GI50,>,1000,nM,,,FALSE,,other_target
nilotinib,CHEMBL255863,24828819,CHEMBL612545,Unchecked,,CHEMBL5142402,CHEMBL5137090,MTC,=,0.49,uM,,,FALSE,,other_target
nilotinib,CHEMBL255863,24828869,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,CHEMBL5142405,CHEMBL5137090,IC50,=,18.5,nM,7.73,,TRUE,,other_target
nilotinib,CHEMBL255863,24828872,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,CHEMBL5142406,CHEMBL5137090,IC50,=,9170,nM,5.04,,FALSE,,other_target
nilotinib,CHEMBL255863,24828890,CHEMBL612558,ADMET,,CHEMBL5142407,CHEMBL5137090,AUC,,,,,,FALSE,,other_target
nilotinib,CHEMBL255863,24828911,CHEMBL614818,HEK293,Homo sapiens,CHEMBL5142408,CHEMBL5137090,IC50,=,8300,nM,5.08,,FALSE,,other_target
nilotinib,CHEMBL255863,24828925,CHEMBL612545,Unchecked,,CHEMBL5142409,CHEMBL5137090,Activity,,,,,,FALSE,,other_target
nilotinib,CHEMBL255863,24930912,CHEMBL2073673,Solute carrier family 22 member 3,Homo sapiens,CHEMBL5209618,CHEMBL5209592,IC50,=,500,nM,6.3,,FALSE,,other_target
nilotinib,CHEMBL255863,24963520,CHEMBL614818,HEK293,Homo sapiens,CHEMBL5216505,CHEMBL5214929,IC50,=,128,nM,6.89,,FALSE,,other_target
nilotinib,CHEMBL255863,24963523,CHEMBL614818,HEK293,Homo sapiens,CHEMBL5216506,CHEMBL5214929,IC50,=,147,nM,6.83,,FALSE,,other_target
nilotinib,CHEMBL255863,24970077,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,CHEMBL5217919,CHEMBL5214991,Inhibition,=,96,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,24970103,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,CHEMBL5217920,CHEMBL5214991,IC50,=,30,nM,7.52,,TRUE,,other_target
nilotinib,CHEMBL255863,24970118,CHEMBL614910,SH-SY5Y,Homo sapiens,CHEMBL5217921,CHEMBL5214991,IC50,=,38510,nM,4.41,,FALSE,,other_target
nilotinib,CHEMBL255863,24970124,CHEMBL614576,H9c2,Rattus norvegicus,CHEMBL5217922,CHEMBL5214991,IC50,=,21330,nM,4.67,,FALSE,,other_target
nilotinib,CHEMBL255863,24970130,CHEMBL614818,HEK293,Homo sapiens,CHEMBL5217923,CHEMBL5214991,IC50,=,8400,nM,5.08,,FALSE,,other_target
nilotinib,CHEMBL255863,24970136,CHEMBL4296457,L02,Homo sapiens,CHEMBL5217924,CHEMBL5214991,IC50,=,40390,nM,4.39,,FALSE,,other_target
nilotinib,CHEMBL255863,24970142,CHEMBL614910,SH-SY5Y,Homo sapiens,CHEMBL5217925,CHEMBL5214991,Activity,,,,,,FALSE,,other_target
nilotinib,CHEMBL255863,24970161,CHEMBL612558,ADMET,,CHEMBL5217941,CHEMBL5214991,F,=,27.1,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,25003240,CHEMBL612546,Molecular identity unknown,,CHEMBL5233736,CHEMBL5233219,IC50,=,188,nM,6.73,,FALSE,,other_target
nilotinib,CHEMBL255863,25003257,CHEMBL612558,ADMET,,CHEMBL5233752,CHEMBL5233219,T1/2,=,17,hr,,,FALSE,,other_target
nilotinib,CHEMBL255863,25003259,CHEMBL612558,ADMET,,CHEMBL5233754,CHEMBL5233219,Drug absorption,=,35,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,25003260,CHEMBL612558,ADMET,,CHEMBL5233755,CHEMBL5233219,Drug excretion,=,69,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,25003261,CHEMBL612558,ADMET,,CHEMBL5233756,CHEMBL5233219,Tmax,=,3,hr,,,FALSE,,other_target
nilotinib,CHEMBL255863,25003262,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,CHEMBL5233757,CHEMBL5233219,Inhibition,=,36,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,25003264,CHEMBL1075573,SCH,Homo sapiens,CHEMBL5233758,CHEMBL5233219,IC50,=,14600,nM,4.84,,FALSE,,other_target
nilotinib,CHEMBL255863,25003270,CHEMBL612558,ADMET,,CHEMBL5233764,CHEMBL5233219,F,=,25,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,25003273,CHEMBL612558,ADMET,,CHEMBL5233767,CHEMBL5233219,Cp,=,445,ng/ml,,,FALSE,,other_target
nilotinib,CHEMBL255863,25003276,CHEMBL612558,ADMET,,CHEMBL5233770,CHEMBL5233219,T1/2,=,13,hr,,,FALSE,,other_target
nilotinib,CHEMBL255863,25003278,CHEMBL612558,ADMET,,CHEMBL5233772,CHEMBL5233219,Vd,=,0.55,L.kg-1,,,FALSE,,other_target
nilotinib,CHEMBL255863,25003281,CHEMBL612558,ADMET,,CHEMBL5233775,CHEMBL5233219,AUC,=,11.9,ng.hr.mL-1,,,FALSE,,other_target
nilotinib,CHEMBL255863,25003284,CHEMBL612558,ADMET,,CHEMBL5233778,CHEMBL5233219,PPB,=,98,%,,,FALSE,,other_target
nilotinib,CHEMBL255863,25114388,CHEMBL1941,Histamine H2 receptor,Homo sapiens,CHEMBL5291811,CHEMBL5291721,AC50,>,10000,nM,,,FALSE,,other_target
nilotinib,CHEMBL255863,25114674,CHEMBL2056,D(1A) dopamine receptor,Homo sapiens,CHEMBL5291902,CHEMBL5291721,AC50,>,10000,nM,,,FALSE,,other_target
nilotinib,CHEMBL255863,25115894,CHEMBL3878,"Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha",Homo sapiens,CHEMBL5291859,CHEMBL5291721,AC50,>,10000,nM,,,FALSE,,other_target
nilotinib,CHEMBL255863,25116752,CHEMBL218,Cannabinoid receptor 1,Homo sapiens,CHEMBL5291774,CHEMBL5291721,AC50,>,10000,nM,,,FALSE,,other_target
nilotinib,CHEMBL255863,25117568,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,CHEMBL5291828,CHEMBL5291721,AC50,=,2300,nM,5.64,,FALSE,,other_target
nilotinib,CHEMBL255863,25118930,CHEMBL3371,5-hydroxytryptamine receptor 6,Homo sapiens,CHEMBL5291826,CHEMBL5291721,AC50,>,10000,nM,,,FALSE,,other_target
nilotinib,CHEMBL255863,25119077,CHEMBL3155,5-hydroxytryptamine receptor 7,Homo sapiens,CHEMBL5291827,CHEMBL5291721,AC50,>,10000,nM,,,FALSE,,other_target
nilotinib,CHEMBL255863,25119433,CHEMBL3762,Voltage-dependent L-type calcium channel subunit alpha-1C,Rattus norvegicus,CHEMBL5291755,CHEMBL5291721,AC50,>,10000,nM,,,FALSE,,other_target
nilotinib,CHEMBL255863,25120425,CHEMBL330,"Glutamate receptor ionotropic, NMDA 1",Rattus norvegicus,CHEMBL5291805,CHEMBL5291721,AC50,>,10000,nM,,,FALSE,,other_target
nilotinib,CHEMBL255863,25121576,CHEMBL213,Beta-1 adrenergic receptor,Homo sapiens,CHEMBL5291740,CHEMBL5291721,AC50,>,10000,nM,,,FALSE,,other_target
nilotinib,CHEMBL255863,25122715,CHEMBL210,Beta-2 adrenergic receptor,Homo sapiens,CHEMBL5291742,CHEMBL5291721,AC50,>,10000,nM,,,FALSE,,other_target
nilotinib,CHEMBL255863,25123747,CHEMBL238,Sodium-dependent dopamine transporter,Homo sapiens,CHEMBL5291890,CHEMBL5291721,AC50,>,10000,nM,,,FALSE,,other_target
nilotinib,CHEMBL255863,25125899,CHEMBL1882,Neuronal acetylcholine receptor subunit alpha-4,Homo sapiens,CHEMBL5291770,CHEMBL5291721,AC50,>,10000,nM,,,FALSE,,other_target
