stitch_flat_id,stitch_stereo_id,label_umls_id,meddra_concept_type,meddra_umls_id,side_effect_name,sider_version
CID100003386,CID000003386,C0043387,PT,C0043387,Yawning,4.1
CID100003387,CID000006446,C0002170,PT,C0002170,Alopecia,4.1
CID100003387,CID000006446,C0002453,PT,C0002453,Amenorrhoea,4.1
CID100003387,CID000006446,C0340865,PT,C0002792,Anaphylactic shock,4.1
CID100003387,CID000006446,C0340865,PT,C0340865,Anaphylactoid reaction,4.1
CID100003387,CID000006446,C0162311,PT,C0162311,Androgenetic alopecia,4.1
CID100003387,CID000006446,C0003467,PT,C0003467,Anxiety,4.1
CID100003387,CID000006446,C0028960,PT,C0004509,Azoospermia,4.1
CID100003387,CID000006446,C0595929,PT,C0595930,Blood cholesterol increased,4.1
CID100003387,CID000006446,C0005778,PT,C0005779,Coagulopathy,4.1
CID100003387,CID000006446,C0019147,PT,C0019147,Coma hepatic,4.1
CID100003387,CID000006446,C0011124,PT,C0855242,Disturbance in sexual arousal,4.1
CID100003387,CID000006446,C0156394,PT,C0156394,Enlarged clitoris,4.1
CID100003387,CID000006446,C0018418,PT,C0018418,Gynaecomastia,4.1
CID100003387,CID000006446,C0019080,PT,C0518015,Haemoglobin,4.1
CID100003387,CID000006446,C0019080,PT,C0019080,Haemorrhage,4.1
CID100003387,CID000006446,C0018681,PT,C0018681,Headache,4.1
CID100003387,CID000006446,C0019572,PT,C0019572,Hirsutism,4.1
CID100003387,CID000006446,C0020517,PT,C0020517,Hypersensitivity,4.1
CID100003387,CID000006446,C0022354,PT,C0022354,Jaundice cholestatic,4.1
CID100003387,CID000006446,C0011124,PT,C0011124,Libido decreased,4.1
CID100003387,CID000006446,C0156404,PT,C0156404,Menstruation irregular,4.1
CID100003387,CID000006446,C0027497,PT,C0027497,Nausea,4.1
CID100003387,CID000006446,C0151310,PT,C0030554,Paraesthesia,4.1
CID100003387,CID000006446,C0030781,PT,C0030781,Peliosis hepatis,4.1
CID100003387,CID000006446,C0032461,PT,C0032461,Polycythaemia,4.1
CID100003387,CID000006446,C0036508,PT,C0036508,Seborrhoeic dermatitis,4.1
CID100003387,CID000006446,C0042755,PT,C0042755,Virilism,4.1
CID100003388,CID000003388,C0860645,PT,C0234458,Abnormal dreams,4.1
CID100003388,CID000003388,C0001807,PT,C0001807,Aggression,4.1
CID100003388,CID000003388,C0085631,PT,C0085631,Agitation,4.1
CID100003388,CID000003388,C0001824,PT,C0001824,Agranulocytosis,4.1
CID100003388,CID000003388,C0392156,PT,C0392156,Akathisia,4.1
CID100003388,CID000003388,C0085623,PT,C0085623,Akinesia,4.1
CID100003388,CID000003388,C0234428,PT,C0150450,Altered state of consciousness,4.1
CID100003388,CID000003388,C0340865,PT,C0002792,Anaphylactic shock,4.1
CID100003388,CID000003388,C0340865,PT,C0340865,Anaphylactoid reaction,4.1
CID100003388,CID000003388,C0002994,PT,C0002994,Angioedema,4.1
CID100003388,CID000003388,C0003811,PT,C0003811,Arrhythmia,4.1
CID100003388,CID000003388,C0004044,PT,C0004044,Asphyxia,4.1
CID100003388,CID000003388,C0004096,PT,C0004096,Asthma,4.1
CID100003388,CID000003388,C0262385,PT,C0262385,Autonomic nervous system imbalance,4.1
CID100003388,CID000003388,C0151576,PT,C0853034,Blood creatine phosphokinase increased,4.1
CID100003388,CID000003388,C0018939,PT,C0018939,Blood disorder,4.1
CID100003388,CID000003388,C0020672,PT,C0020672,Body temperature decreased,4.1
CID100003388,CID000003388,C0015967,PT,C0015967,Body temperature increased,4.1
CID100003388,CID000003388,C0006114,PT,C1527311,Brain oedema,4.1
CID100003388,CID000003388,C0018790,PT,C0018790,Cardiac arrest,4.1
CID100003388,CID000003388,C0007398,PT,C0007398,Catatonia,4.1
CID100003388,CID000003388,C0234967,PT,C0085583,Choreoathetosis,4.1
CID100003388,CID000003388,C0009398,PT,C0242225,Colour blindness,4.1
CID100003388,CID000003388,C0009676,PT,C0009676,Confusional state,4.1
CID100003388,CID000003388,C0009806,PT,C0009806,Constipation,4.1
CID100003388,CID000003388,C0010038,PT,C0010038,Corneal opacity,4.1
CID100003388,CID000003388,C0010200,PT,C0010200,Cough,4.1
CID100003388,CID000003388,C1971624,PT,C0232462,Decreased appetite,4.1
CID100003388,CID000003388,C0149871,PT,C0149871,Deep vein thrombosis,4.1
CID100003388,CID000003388,C0085628,PT,C0549249,Depressed level of consciousness,4.1
CID100003388,CID000003388,C0011616,PT,C0011616,Dermatitis contact,4.1
CID100003388,CID000003388,C0011606,PT,C0011606,Dermatitis exfoliative,4.1
CID100003388,CID000003388,C0241863,PT,C0011849,Diabetes mellitus,4.1
CID100003388,CID000003388,C0021177,PT,C0855242,Disturbance in sexual arousal,4.1
CID100003388,CID000003388,C0039070,PT,C0012833,Dizziness,4.1
CID100003388,CID000003388,C0043352,PT,C0043352,Dry mouth,4.1
CID100003388,CID000003388,C0013384,PT,C0013384,Dyskinesia,4.1
CID100003388,CID000003388,C0541919,PT,C0393593,Dystonia,4.1
CID100003388,CID000003388,C0013595,PT,C0013595,Eczema,4.1
CID100003388,CID000003388,C1861172,PT,C0340726,Embolism venous,4.1
CID100003388,CID000003388,C0014457,PT,C0014457,Eosinophilia,4.1
CID100003388,CID000003388,C0392176,PT,C1291078,Epigastric discomfort,4.1
CID100003388,CID000003388,C0242350,PT,C0242350,Erectile dysfunction,4.1
CID100003388,CID000003388,C0041834,PT,C0041834,Erythema,4.1
CID100003388,CID000003388,C0014742,PT,C0014742,Erythema multiforme,4.1
CID100003388,CID000003388,C0234133,PT,C0015371,Extrapyramidal disorder,4.1
CID100003388,CID000003388,C0015734,PT,C0015734,Faecalith,4.1
CID100003388,CID000003388,C0015734,PT,C1321686,Faecaloma,4.1
CID100003388,CID000003388,C0009676,PT,C1443060,Feeling abnormal,4.1
CID100003388,CID000003388,C0235660,PT,C0235660,Galactorrhoea,4.1
CID100003388,CID000003388,C0017601,PT,C0017601,Glaucoma,4.1
CID100003388,CID000003388,C0018418,PT,C0018418,Gynaecomastia,4.1
CID100003388,CID000003388,C0002878,PT,C0002878,Haemolytic anaemia,4.1
CID100003388,CID000003388,C0018681,PT,C0018681,Headache,4.1
CID100003388,CID000003388,C0019158,PT,C0019158,Hepatitis,4.1
CID100003388,CID000003388,C0151763,PT,C0151763,Hepatocellular injury,4.1
CID100003388,CID000003388,C0700590,PT,C0020458,Hyperhidrosis,4.1
CID100003388,CID000003388,C0151889,PT,C0151889,Hyperreflexia,4.1
CID100003388,CID000003388,C0020538,PT,C0020538,Hypertension,4.1
CID100003388,CID000003388,C0020625,PT,C0020625,Hyponatraemia,4.1
CID100003388,CID000003388,C0020649,PT,C0020649,Hypotension,4.1
CID100003388,CID000003388,C0020672,PT,C0413252,Hypothermia,4.1
CID100003388,CID000003388,C0030446,PT,C0030446,Ileus paralytic,4.1
CID100003388,CID000003388,C0021141,PT,C0021141,Inappropriate antidiuretic hormone secretion,4.1
CID100003388,CID000003388,C0022354,PT,C0022354,Jaundice cholestatic,4.1
CID100003388,CID000003388,C0428895,PT,C0428895,Labile blood pressure,4.1
CID100003388,CID000003388,C0023052,PT,C0023052,Laryngeal oedema,4.1
CID100003388,CID000003388,C0023380,PT,C0023380,Lethargy,4.1
CID100003388,CID000003388,C0023518,PT,C0023518,Leukocytosis,4.1
CID100003388,CID000003388,C0023530,PT,C0023530,Leukopenia,4.1
CID100003388,CID000003388,C0021177,PT,C0021177,Libido increased,4.1
CID100003388,CID000003388,C0151763,PT,C0160390,Liver injury,4.1
CID100003388,CID000003388,C0039070,PT,C0041657,Loss of consciousness,4.1
CID100003388,CID000003388,C0425945,PT,C0025323,Menorrhagia,4.1
CID100003388,CID000003388,C0156404,PT,C0156404,Menstruation irregular,4.1
CID100003388,CID000003388,C0026266,PT,C0026266,Mitral valve incompetence,4.1
CID100003388,CID000003388,C0026837,PT,C0026837,Muscle rigidity,4.1
CID100003388,CID000003388,C0037763,PT,C0037763,Muscle spasms,4.1
CID100003388,CID000003388,C0026961,PT,C0026961,Mydriasis,4.1
CID100003388,CID000003388,C0027424,PT,C0027424,Nasal congestion,4.1
CID100003388,CID000003388,C0027497,PT,C0027497,Nausea,4.1
CID100003388,CID000003388,C0235093,PT,C0005697,Neurogenic bladder,4.1
CID100003388,CID000003388,C0027849,PT,C0027849,Neuroleptic malignant syndrome,4.1
CID100003388,CID000003388,C0028077,PT,C0028077,Night blindness,4.1
CID100003388,CID000003388,C0085637,PT,C0085637,Oculogyric crisis,4.1
CID100003388,CID000003388,C0085649,PT,C0085649,Oedema peripheral,4.1
CID100003388,CID000003388,C0151818,PT,C0151818,Opisthotonus,4.1
CID100003388,CID000003388,C0030193,PT,C0030193,Pain,4.1
CID100003388,CID000003388,C0030312,PT,C0030312,Pancytopenia,4.1
CID100003388,CID000003388,C0242422,PT,C0242422,Parkinsonism,4.1
CID100003388,CID000003388,C0349506,PT,C0162830,Photosensitivity reaction,4.1
CID100003388,CID000003388,C0037290,PT,C0549567,Pigmentation disorder,4.1
CID100003388,CID000003388,C0032285,PT,C0032285,Pneumonia,4.1
CID100003388,CID000003388,C0032617,PT,C0032617,Polyuria,4.1
CID100003388,CID000003388,C0033117,PT,C0033117,Priapism,4.1
CID100003388,CID000003388,C0241442,PT,C0241442,Protrusion tongue,4.1
CID100003388,CID000003388,C0033774,PT,C0033774,Pruritus,4.1
CID100003388,CID000003388,C0740409,PT,C0740409,Psychotic behaviour,4.1
CID100003388,CID000003388,C0034065,PT,C0034065,Pulmonary embolism,4.1
CID100003388,CID000003388,C0242461,PT,C0242461,Purpura non-thrombocytopenic,4.1
CID100003388,CID000003388,C0022660,PT,C0022660,Renal failure acute,4.1
CID100003388,CID000003388,C0035309,PT,C0035309,Retinal disorder,4.1
CID100003388,CID000003388,C0036104,PT,C0037036,Salivary hypersecretion,4.1
CID100003388,CID000003388,C0036508,PT,C0036508,Seborrhoeic dermatitis,4.1
CID100003388,CID000003388,C0039070,PT,C0036974,Shock,4.1
CID100003388,CID000003388,C0037274,PT,C0037274,Skin disorder,4.1
CID100003388,CID000003388,C0013144,PT,C2830004,Somnolence,4.1
CID100003388,CID000003388,C1963946,PT,C0264588,Spasmodic dysphonia,4.1
CID100003388,CID000003388,C0085628,PT,C0085628,Stupor,4.1
CID100003388,CID000003388,C0039070,PT,C0039070,Syncope,4.1
CID100003388,CID000003388,C0024141,PT,C0024141,Systemic lupus erythematosus,4.1
CID100003388,CID000003388,C0039231,PT,C0039231,Tachycardia,4.1
CID100003388,CID000003388,C0686347,PT,C0686347,Tardive dyskinesia,4.1
CID100003388,CID000003388,C0234233,PT,C0234233,Tenderness,4.1
CID100003388,CID000003388,C0040479,PT,C0040479,Torsade de pointes,4.1
CID100003388,CID000003388,C0040822,PT,C0040822,Tremor,4.1
CID100003388,CID000003388,C0041912,PT,C0041912,Upper respiratory tract infection,4.1
CID100003388,CID000003388,C0032617,PT,C1167965,Urine output increased,4.1
CID100003388,CID000003388,C0042109,PT,C0042109,Urticaria,4.1
CID100003388,CID000003388,C0344232,PT,C0344232,Vision blurred,4.1
CID100003388,CID000003388,C0042963,PT,C0042963,Vomiting,4.1
CID100003392,CID000015209,C0263449,PT,C0011603,Dermatitis,4.1
CID100003392,CID000015209,C0011616,PT,C0011616,Dermatitis contact,4.1
CID100003392,CID000015209,C0016436,PT,C0016436,Folliculitis,4.1
CID100003392,CID000015209,C0020517,PT,C0020517,Hypersensitivity,4.1
CID100003392,CID000015209,C0020555,PT,C0020555,Hypertrichosis,4.1
CID100003392,CID000015209,C0442886,PT,C0009450,Infection,4.1
CID100003392,CID000015209,C0162835,PT,C0162835,Leukoderma,4.1
CID100003392,CID000015209,C0026113,PT,C0026113,Miliaria,4.1
CID100003392,CID000015209,C0033774,PT,C0033774,Pruritus,4.1
CID100003392,CID000015209,C0302295,PT,C0015230,Rash,4.1
CID100003392,CID000015209,C0151514,PT,C0151514,Skin atrophy,4.1
CID100003392,CID000015209,C0151907,PT,C0151907,Skin discolouration,4.1
CID100003392,CID000015209,C0152459,PT,C0152459,Skin striae,4.1
CID100003393,CID000003393,C0235309,PT,C0232487,Abdominal discomfort,4.1
CID100003393,CID000003393,C0085631,PT,C0085631,Agitation,4.1
CID100003393,CID000003393,C0001824,PT,C0001824,Agranulocytosis,4.1
CID100003393,CID000003393,C0340865,PT,C0002792,Anaphylactic shock,4.1
CID100003393,CID000003393,C0340865,PT,C0340865,Anaphylactoid reaction,4.1
CID100003393,CID000003393,C0233485,PT,C0003467,Anxiety,4.1
CID100003393,CID000003393,C0003862,PT,C0003862,Arthralgia,4.1
CID100003393,CID000003393,C0151904,PT,C0151904,Aspartate aminotransferase increased,4.1
CID100003393,CID000003393,C0004093,PT,C0004093,Asthenia,4.1
CID100003393,CID000003393,C0004134,PT,C0004134,Ataxia,4.1
CID100003393,CID000003393,C0151849,PT,C0852911,Blood alkaline phosphatase increased,4.1
CID100003393,CID000003393,C0008031,PT,C0008031,Chest pain,4.1
CID100003393,CID000003393,C0009421,PT,C0009421,Coma,4.1
CID100003393,CID000003393,C0009676,PT,C0009676,Confusional state,4.1
CID100003393,CID000003393,C0009806,PT,C0009806,Constipation,4.1
CID100003393,CID000003393,C0003123,PT,C0232462,Decreased appetite,4.1
CID100003393,CID000003393,C0015230,PT,C0011603,Dermatitis,4.1
CID100003393,CID000003393,C0011991,PT,C0011991,Diarrhoea,4.1
CID100003393,CID000003393,C0233407,PT,C0233407,Disorientation,4.1
CID100003393,CID000003393,C0012833,PT,C0012833,Dizziness,4.1
CID100003393,CID000003393,C0277585,PT,C0277585,Drug intolerance,4.1
CID100003393,CID000003393,C0043352,PT,C0043352,Dry mouth,4.1
CID100003393,CID000003393,C0234518,PT,C0013362,Dysarthria,4.1
CID100003393,CID000003393,C0235290,PT,C0013378,Dysgeusia,4.1
CID100003393,CID000003393,C0018834,PT,C0013395,Dyspepsia,4.1
CID100003393,CID000003393,C0013404,PT,C0013404,Dyspnoea,4.1
CID100003393,CID000003393,C0235146,PT,C0235146,Euphoric mood,4.1
CID100003393,CID000003393,C0009676,PT,C1443060,Feeling abnormal,4.1
CID100003393,CID000003393,C0016382,PT,C0016382,Flushing,4.1
CID100003393,CID000003393,C0701824,PT,C0575081,Gait disturbance,4.1
CID100003393,CID000003393,C0687713,PT,C0687713,Gastrointestinal pain,4.1
CID100003393,CID000003393,C0018524,PT,C0018524,Hallucination,4.1
CID100003393,CID000003393,C0018681,PT,C0018681,Headache,4.1
CID100003393,CID000003393,C0038990,PT,C0020458,Hyperhidrosis,4.1
CID100003393,CID000003393,C0424295,PT,C0424295,Hyperkinesia,4.1
CID100003393,CID000003393,C0020649,PT,C0020649,Hypotension,4.1
CID100003393,CID000003393,C0022107,PT,C0022107,Irritability,4.1
CID100003393,CID000003393,C0023380,PT,C0023380,Lethargy,4.1
CID100003393,CID000003393,C0023530,PT,C0023530,Leukopenia,4.1
CID100003393,CID000003393,C0859023,PT,C3248383,Logorrhoea,4.1
CID100003393,CID000003393,C0039070,PT,C0041657,Loss of consciousness,4.1
CID100003393,CID000003393,C0233632,PT,C1306341,Mental disability,4.1
CID100003393,CID000003393,C0003862,PT,C0948594,Musculoskeletal discomfort,4.1
CID100003393,CID000003393,C0027497,PT,C0027497,Nausea,4.1
CID100003393,CID000003393,C0027769,PT,C0027769,Nervousness,4.1
CID100003393,CID000003393,C0030252,PT,C0030252,Palpitations,4.1
CID100003393,CID000003393,C0033774,PT,C0033774,Pruritus,4.1
CID100003393,CID000003393,C0015230,PT,C0015230,Rash,4.1
CID100003393,CID000003393,C0037036,PT,C0037036,Salivary hypersecretion,4.1
CID100003393,CID000003393,C0039070,PT,C0036974,Shock,4.1
CID100003393,CID000003393,C0013144,PT,C2830004,Somnolence,4.1
CID100003393,CID000003393,C0039070,PT,C0039070,Syncope,4.1
CID100003393,CID000003393,C0027769,PT,C0233494,Tension,4.1
CID100003393,CID000003393,C0233632,PT,C0233632,Thinking abnormal,4.1
CID100003393,CID000003393,C0344232,PT,C0344232,Vision blurred,4.1
CID100003393,CID000003393,C0042963,PT,C0042963,Vomiting,4.1
CID100003393,CID000003393,C0038587,PT,C0038587,Withdrawal syndrome,4.1
CID100003394,CID000003394,C0548823,PT,C0232487,Abdominal discomfort,4.1
CID100003394,CID000003394,C0392025,PT,C0000731,Abdominal distension,4.1
CID100003394,CID000003394,C0000737,PT,C0000737,Abdominal pain,4.1
CID100003394,CID000003394,C0027051,PT,C0948089,Acute coronary syndrome,4.1
CID100003394,CID000003394,C0085633,PT,C0233472,Affect lability,4.1
CID100003394,CID000003394,C0001824,PT,C0001824,Agranulocytosis,4.1
CID100003394,CID000003394,C0001925,PT,C0001925,Albuminuria,4.1
CID100003394,CID000003394,C0002170,PT,C0002170,Alopecia,4.1
CID100003394,CID000003394,C0002418,PT,C0002418,Amblyopia,4.1
CID100003394,CID000003394,C0002622,PT,C0002622,Amnesia,4.1
CID100003394,CID000003394,C0002871,PT,C0002871,Anaemia,4.1
CID100003394,CID000003394,C0002792,PT,C0002792,Anaphylactic shock,4.1
CID100003394,CID000003394,C0002962,PT,C0002962,Angina pectoris,4.1
CID100003394,CID000003394,C0002994,PT,C0002994,Angioedema,4.1
CID100003394,CID000003394,C0042373,PT,C0042373,Angiopathy,4.1
CID100003394,CID000003394,C0541887,PT,C2242737,Anorectal discomfort,4.1
CID100003394,CID000003394,C0003467,PT,C0003467,Anxiety,4.1
CID100003394,CID000003394,C0002874,PT,C0002874,Aplastic anaemia,4.1
CID100003394,CID000003394,C0003811,PT,C0003811,Arrhythmia,4.1
CID100003394,CID000003394,C0003864,PT,C0003864,Arthritis,4.1
CID100003394,CID000003394,C0022408,PT,C0022408,Arthropathy,4.1
CID100003394,CID000003394,C0004093,PT,C0004093,Asthenia,4.1
CID100003394,CID000003394,C0004096,PT,C0004096,Asthma,4.1
CID100003394,CID000003394,C0004134,PT,C0004134,Ataxia,4.1
CID100003394,CID000003394,C0010692,PT,C0232849,Bladder pain,4.1
CID100003394,CID000003394,C0151529,PT,C0151529,Bleeding time prolonged,4.1
CID100003394,CID000003394,C0005741,PT,C0005741,Blepharitis,4.1
CID100003394,CID000003394,C0740394,PT,C0235416,Blood uric acid increased,4.1
CID100003394,CID000003394,C0015967,PT,C0015967,Body temperature increased,4.1
CID100003394,CID000003394,C0024902,PT,C0024902,Breast pain,4.1
CID100003394,CID000003394,C0006277,PT,C0006277,Bronchitis,4.1
CID100003394,CID000003394,C0018802,PT,C0018802,Cardiac failure congestive,4.1
CID100003394,CID000003394,C0917798,PT,C0917798,Cerebral ischaemia,4.1
CID100003394,CID000003394,C0038454,PT,C0038454,Cerebrovascular accident,4.1
CID100003394,CID000003394,C0085593,PT,C0085593,Chills,4.1
CID100003394,CID000003394,C0008325,PT,C0008325,Cholecystitis,4.1
CID100003394,CID000003394,C0009319,PT,C0009319,Colitis,4.1
CID100003394,CID000003394,C0009421,PT,C0009421,Coma,4.1
CID100003394,CID000003394,C0009676,PT,C0009676,Confusional state,4.1
CID100003394,CID000003394,C0009763,PT,C0009763,Conjunctivitis,4.1
CID100003394,CID000003394,C0009806,PT,C0009806,Constipation,4.1
CID100003394,CID000003394,C0036572,PT,C0036572,Convulsion,4.1
CID100003394,CID000003394,C0010038,PT,C0010038,Corneal opacity,4.1
CID100003394,CID000003394,C0574067,PT,C0010200,Cough,4.1
CID100003394,CID000003394,C0010692,PT,C0010692,Cystitis,4.1
CID100003394,CID000003394,C0010692,PT,C0403632,Cystitis noninfective,4.1
CID100003394,CID000003394,C1384666,PT,C0011053,Deafness,4.1
CID100003394,CID000003394,C0003123,PT,C0232462,Decreased appetite,4.1
CID100003394,CID000003394,C0015230,PT,C0011603,Dermatitis,4.1
CID100003394,CID000003394,C0011606,PT,C0011606,Dermatitis exfoliative,4.1
CID100003394,CID000003394,C0011991,PT,C0011991,Diarrhoea,4.1
CID100003394,CID000003394,C0151594,PT,C0151594,Diarrhoea haemorrhagic,4.1
CID100003394,CID000003394,C0012569,PT,C0012569,Diplopia,4.1
CID100003394,CID000003394,C0231218,PT,C0234215,Discomfort,4.1
CID100003394,CID000003394,C0011124,PT,C0855242,Disturbance in sexual arousal,4.1
CID100003394,CID000003394,C0012833,PT,C0012833,Dizziness,4.1
CID100003394,CID000003394,C0687133,PT,C0687133,Drug interaction,4.1
CID100003394,CID000003394,C0043352,PT,C0043352,Dry mouth,4.1
CID100003394,CID000003394,C0151908,PT,C0151908,Dry skin,4.1
CID100003394,CID000003394,C0013395,PT,C0013395,Dyspepsia,4.1
CID100003394,CID000003394,C0013404,PT,C0013404,Dyspnoea,4.1
CID100003394,CID000003394,C0013428,PT,C0013428,Dysuria,4.1
CID100003394,CID000003394,C0013447,PT,C0013447,Ear disorder,4.1
CID100003394,CID000003394,C0013491,PT,C0013491,Ecchymosis,4.1
CID100003394,CID000003394,C0013595,PT,C0013595,Eczema,4.1
CID100003394,CID000003394,C0151611,PT,C0151611,Electroencephalogram abnormal,4.1
CID100003394,CID000003394,C0231303,PT,C0700361,Emotional distress,4.1
CID100003394,CID000003394,C0155169,PT,C0014236,Endophthalmitis,4.1
CID100003394,CID000003394,C0014335,PT,C0014335,Enteritis,4.1
CID100003394,CID000003394,C0014457,PT,C0014457,Eosinophilia,4.1
CID100003394,CID000003394,C0014591,PT,C0014591,Epistaxis,4.1
CID100003394,CID000003394,C0242350,PT,C0242350,Erectile dysfunction,4.1
CID100003394,CID000003394,C0014724,PT,C0014724,Eructation,4.1
CID100003394,CID000003394,C0014742,PT,C0014742,Erythema multiforme,4.1
CID100003394,CID000003394,C0235146,PT,C0235146,Euphoric mood,4.1
CID100003394,CID000003394,C0340464,PT,C0340464,Extrasystoles,4.1
CID100003394,CID000003394,C0235266,PT,C0235266,Eye irritation,4.1
CID100003394,CID000003394,C0009676,PT,C1443060,Feeling abnormal,4.1
CID100003394,CID000003394,C0016059,PT,C0016059,Fibrosis,4.1
CID100003394,CID000003394,C0016204,PT,C0016204,Flatulence,4.1
CID100003394,CID000003394,C0017152,PT,C0017152,Gastritis,4.1
CID100003394,CID000003394,C0017160,PT,C0017160,Gastroenteritis,4.1
CID100003394,CID000003394,C0017181,PT,C0017181,Gastrointestinal haemorrhage,4.1
CID100003394,CID000003394,C0000737,PT,C0687713,Gastrointestinal pain,4.1
CID100003394,CID000003394,C0151664,PT,C0151664,Gastrointestinal perforation,4.1
CID100003394,CID000003394,C1112525,PT,C1112525,Gastrointestinal ulcer haemorrhage,4.1
CID100003394,CID000003394,C0017565,PT,C0017565,Gingival bleeding,4.1
CID100003394,CID000003394,C0017574,PT,C0017574,Gingivitis,4.1
CID100003394,CID000003394,C0017601,PT,C0017601,Glaucoma,4.1
CID100003394,CID000003394,C0017675,PT,C0017675,Glossitis,4.1
CID100003394,CID000003394,C0018926,PT,C0018926,Haematemesis,4.1
CID100003394,CID000003394,C0018965,PT,C0018965,Haematuria,4.1
CID100003394,CID000003394,C0019080,PT,C0518015,Haemoglobin,4.1
CID100003394,CID000003394,C0002878,PT,C0002878,Haemolytic anaemia,4.1
CID100003394,CID000003394,C0019080,PT,C0019080,Haemorrhage,4.1
CID100003394,CID000003394,C1458140,PT,C0019087,Haemorrhagic disorder,4.1
CID100003394,CID000003394,C0018524,PT,C0018524,Hallucination,4.1
CID100003394,CID000003394,C0018681,PT,C0018681,Headache,4.1
CID100003394,CID000003394,C1384666,PT,C1384666,Hearing impaired,4.1
CID100003394,CID000003394,C0235996,PT,C0235996,Hepatic enzyme increased,4.1
CID100003394,CID000003394,C0085605,PT,C0085605,Hepatic failure,4.1
CID100003394,CID000003394,C0019158,PT,C0019158,Hepatitis,4.1
CID100003394,CID000003394,C0019348,PT,C0019348,Herpes simplex,4.1
CID100003394,CID000003394,C0019360,PT,C0019360,Herpes zoster,4.1
CID100003394,CID000003394,C0020456,PT,C0020456,Hyperglycaemia,4.1
CID100003394,CID000003394,C0038990,PT,C0020458,Hyperhidrosis,4.1
CID100003394,CID000003394,C0020461,PT,C0020461,Hyperkalaemia,4.1
CID100003394,CID000003394,C0151889,PT,C0151889,Hyperreflexia,4.1
CID100003394,CID000003394,C0020517,PT,C0020517,Hypersensitivity,4.1
CID100003394,CID000003394,C0020538,PT,C0020538,Hypertension,4.1
CID100003394,CID000003394,C0026826,PT,C0026826,Hypertonia,4.1
CID100003394,CID000003394,C0740394,PT,C0740394,Hyperuricaemia,4.1
CID100003394,CID000003394,C0020578,PT,C0020578,Hyperventilation,4.1
CID100003394,CID000003394,C0020581,PT,C0020581,Hyphaema,4.1
CID100003394,CID000003394,C0020649,PT,C0020649,Hypotension,4.1
CID100003394,CID000003394,C0231218,PT,C2047937,Ill-defined disorder,4.1
CID100003394,CID000003394,C0021167,PT,C0021167,Incontinence,4.1
CID100003394,CID000003394,C0232461,PT,C0232461,Increased appetite,4.1
CID100003394,CID000003394,C0009450,PT,C0009450,Infection,4.1
CID100003394,CID000003394,C0021390,PT,C0021390,Inflammatory bowel disease,4.1
CID100003394,CID000003394,C0021400,PT,C0021400,Influenza,4.1
CID100003394,CID000003394,C0917801,PT,C0917801,Insomnia,4.1
CID100003394,CID000003394,C0162316,PT,C0162316,Iron deficiency anaemia,4.1
CID100003394,CID000003394,C0022346,PT,C0022346,Jaundice,4.1
CID100003394,CID000003394,C0022354,PT,C0022354,Jaundice cholestatic,4.1
CID100003394,CID000003394,C0022573,PT,C0022568,Keratitis,4.1
CID100003394,CID000003394,C0023067,PT,C0023067,Laryngitis,4.1
CID100003394,CID000003394,C0023518,PT,C0023518,Leukocytosis,4.1
CID100003394,CID000003394,C0023530,PT,C0023530,Leukopenia,4.1
CID100003394,CID000003394,C0011124,PT,C0011124,Libido decreased,4.1
CID100003394,CID000003394,C0039070,PT,C0041657,Loss of consciousness,4.1
CID100003394,CID000003394,C0024115,PT,C0024115,Lung disorder,4.1
CID100003394,CID000003394,C0497156,PT,C0497156,Lymphadenopathy,4.1
CID100003394,CID000003394,C0231218,PT,C0231218,Malaise,4.1
CID100003394,CID000003394,C0025222,PT,C0025222,Melaena,4.1
CID100003394,CID000003394,C0025289,PT,C0025289,Meningitis,4.1
CID100003394,CID000003394,C0025290,PT,C0025290,Meningitis aseptic,4.1
CID100003394,CID000003394,C0149931,PT,C0149931,Migraine,4.1
CID100003394,CID000003394,C0085633,PT,C0085633,Mood swings,4.1
CID100003394,CID000003394,C0231530,PT,C0231530,Muscle twitching,4.1
CID100003394,CID000003394,C0947912,PT,C0151786,Muscular weakness,4.1
CID100003394,CID000003394,C0231528,PT,C0948594,Musculoskeletal discomfort,4.1
CID100003394,CID000003394,C0231528,PT,C0231528,Myalgia,4.1
CID100003394,CID000003394,C0026961,PT,C0026961,Mydriasis,4.1
CID100003394,CID000003394,C0027051,PT,C0027051,Myocardial infarction,4.1
CID100003394,CID000003394,C0221345,PT,C0221345,Nail discolouration,4.1
CID100003394,CID000003394,C0027339,PT,C0027339,Nail disorder,4.1
CID100003394,CID000003394,C0027497,PT,C0027497,Nausea,4.1
CID100003394,CID000003394,C0022650,PT,C0392525,Nephrolithiasis,4.1
CID100003394,CID000003394,C0027769,PT,C0027769,Nervousness,4.1
CID100003394,CID000003394,C0027796,PT,C0027796,Neuralgia,4.1
CID100003394,CID000003394,C0027947,PT,C0027947,Neutropenia,4.1
CID100003394,CID000003394,C0155169,PT,C0155169,Ocular hyperaemia,4.1
CID100003394,CID000003394,C0013604,PT,C0013604,Oedema,4.1
CID100003394,CID000003394,C0014852,PT,C0014852,Oesophageal disorder,4.1
CID100003394,CID000003394,C0014868,PT,C0014868,Oesophagitis,4.1
CID100003394,CID000003394,C0028961,PT,C0028961,Oliguria,4.1
CID100003394,CID000003394,C0085582,PT,C0029134,Optic neuritis,4.1
