sider_stitch_flat_id,sider_drug_name,sider_pubchem_cid,sider_inchi_key,atc_codes,unique_side_effect_count,nearest_query_id,nearest_query_name,nearest_query_class,nearest_query_tanimoto,similarity_band
CID100004993,pyrimethamine,4993,WKSAUQYGYAYLPV-UHFFFAOYSA-N,P01BD01,14,CHEMBL1232461,MOLIBRESIB,network_candidate,0.18666666666666668,structurally_distant_under_this_fingerprint
CID100003750,irinotecan,3750,UWKQSNNFCGGAFS-UHFFFAOYSA-N,L01XX19,153,CHEMBL1802814,CHEMBL1802814,network_candidate,0.1865671641791045,structurally_distant_under_this_fingerprint
CID100065866,lercanidipine,65866,ZDXUKAKRHYTAKV-UHFFFAOYSA-N,C08CA13,156,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.1865671641791045,structurally_distant_under_this_fingerprint
CID100213023,dabigatran,213023,KSGXQBZTULBEEQ-UHFFFAOYSA-N,B01AE07,134,CHEMBL1802815,CHEMBL1802815,network_candidate,0.18604651162790697,structurally_distant_under_this_fingerprint
CID100004062,mepivacaine,4062,INWLQCZOYSRPNW-UHFFFAOYSA-N,N01BB03,54,CHEMBL3752910,CHEMBL3752910,network_candidate,0.18604651162790697,structurally_distant_under_this_fingerprint
CID100060878,eprosartan,60878,DJSLTDBPKHORNY-UHFFFAOYSA-N,C09CA02,132,CHEMBL1802815,CHEMBL1802815,network_candidate,0.18584070796460178,structurally_distant_under_this_fingerprint
CID100003066,dihydroergotamine,3066,LUZRJRNZXALNLM-UHFFFAOYSA-N,N02CA01,113,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.18562874251497005,structurally_distant_under_this_fingerprint
CID100004051,meloxicam,4051,PTCPMRKGGUPNDO-UHFFFAOYSA-M,M01AC06,197,CHEMBL5653589,CHEMBL5653589,network_candidate,0.18556701030927836,structurally_distant_under_this_fingerprint
CID100216237,tolvaptan,216237,GYHCTFXIZSNGJT-UHFFFAOYSA-N,C03XA01,72,CHEMBL1232461,MOLIBRESIB,network_candidate,0.18556701030927836,structurally_distant_under_this_fingerprint
CID100004044,mefenamic,4044,HYYBABOKPJLUIN-UHFFFAOYSA-N,M01AG01,140,CHEMBL3752910,CHEMBL3752910,network_candidate,0.18518518518518517,structurally_distant_under_this_fingerprint
CID100005245,risedronate,5245,IIDJRNMFWXDHID-UHFFFAOYSA-N,M05BA07,151,CHEMBL3752910,CHEMBL3752910,network_candidate,0.18518518518518517,structurally_distant_under_this_fingerprint
CID144201342,tesamorelin,44201342,WAOQOSHNKJFOTO-BMGKTWPMSA-N,,54,CHEMBL1802815,CHEMBL1802815,network_candidate,0.18518518518518517,structurally_distant_under_this_fingerprint
CID100057469,imiquimod,57469,DOUYETYNHWVLEO-UHFFFAOYSA-N,D06BB10,237,CHEMBL1802815,CHEMBL1802815,network_candidate,0.18478260869565216,structurally_distant_under_this_fingerprint
CID100002754,cilostazol,2754,RRGUKTPIGVIEKM-UHFFFAOYSA-N,,178,CHEMBL1802814,CHEMBL1802814,network_candidate,0.18421052631578946,structurally_distant_under_this_fingerprint
CID100001065,quinidine,1065,LOUPRKONTZGTKE-UHFFFAOYSA-N,C01BA01; P01BC01,164,CHEMBL1802814,CHEMBL1802814,network_candidate,0.18421052631578946,structurally_distant_under_this_fingerprint
CID100477468,FK463,477468,PIEUQSKUWLMALL-YABMTYFHSA-N,J02AX05,163,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.18407960199004975,structurally_distant_under_this_fingerprint
CID125077405,Nafarelin,25077405,RWHUEXWOYVBUCI-ITQXDASVSA-N,H01CA02,110,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.18407960199004975,structurally_distant_under_this_fingerprint
CID100004811,physostigmine,4811,PIJVFDBKTWXHHD-UHFFFAOYSA-N,S01EB05; V03AB19,5,CHEMBL1232461,MOLIBRESIB,network_candidate,0.1839080459770115,structurally_distant_under_this_fingerprint
CID100154256,bazedoxifene,154256,OMZAMQFQZMUNTP-UHFFFAOYSA-N,G03XC02,39,CHEMBL1802815,CHEMBL1802815,network_candidate,0.1834862385321101,structurally_distant_under_this_fingerprint
CID125077993,Histrelin,25077993,HHXHVIJIIXKSOE-QILQGKCVSA-N,H01CA03,122,CHEMBL1802815,CHEMBL1802815,network_candidate,0.1834319526627219,structurally_distant_under_this_fingerprint
CID100003672,ibuprofen,3672,HEFNNWSXXWATRW-UHFFFAOYSA-N,C01EB16; G02CC01; M01AE01; M01AE14; M02AA13,287,CHEMBL1802815,CHEMBL1802815,network_candidate,0.18292682926829268,structurally_distant_under_this_fingerprint
CID100000942,nicotine,942,SNICXCGAKADSCV-UHFFFAOYSA-N,N07BA01,159,CHEMBL3752910,CHEMBL3752910,network_candidate,0.18292682926829268,structurally_distant_under_this_fingerprint
CID100003403,fluvastatin,3403,FJLGEFLZQAZZCD-UHFFFAOYSA-N,C10AA04,146,CHEMBL1802815,CHEMBL1802815,network_candidate,0.18269230769230768,structurally_distant_under_this_fingerprint
CID100003478,glipizide,3478,ZJJXGWJIGJFDTL-UHFFFAOYSA-N,A10BB07,93,CHEMBL1802973,CHEMBL1802973,network_candidate,0.18269230769230768,structurally_distant_under_this_fingerprint
CID100004893,prazosin,4893,IENZQIKPVFGBNW-UHFFFAOYSA-N,C02CA01,63,CHEMBL1802815,CHEMBL1802815,network_candidate,0.18269230769230768,structurally_distant_under_this_fingerprint
CID100197712,ambrisentan,197712,OUJTZYPIHDYQMC-UHFFFAOYSA-N,C02KX02,98,CHEMBL3752910,CHEMBL3752910,network_candidate,0.18181818181818182,structurally_distant_under_this_fingerprint
CID100002375,bicalutamide,2375,LKJPYSCBVHEWIU-UHFFFAOYSA-N,L02BB03,182,CHEMBL3752910,CHEMBL3752910,network_candidate,0.18181818181818182,structurally_distant_under_this_fingerprint
CID100002548,capsaicin,2548,YKPUWZUDDOIDPM-UHFFFAOYSA-N,M02AB01; M02AB02; N01BX04,62,CHEMBL1232461,MOLIBRESIB,network_candidate,0.18181818181818182,structurally_distant_under_this_fingerprint
CID100004112,methotrexate,4112,FBOZXECLQNJBKD-UHFFFAOYSA-N,L01BA01; L04AX03,276,CHEMBL1802815,CHEMBL1802815,network_candidate,0.18181818181818182,structurally_distant_under_this_fingerprint
CID100004614,oxaprozin,4614,OFPXSFXSNFPTHF-UHFFFAOYSA-N,M01AE12,127,CHEMBL1802815,CHEMBL1802815,network_candidate,0.18181818181818182,structurally_distant_under_this_fingerprint
CID100449193,roflumilast,449193,MNDBXUUTURYVHR-UHFFFAOYSA-N,R03DX07,66,CHEMBL3752910,CHEMBL3752910,network_candidate,0.18181818181818182,structurally_distant_under_this_fingerprint
CID109800339,olodaterol,9800339,COUYJEVMBVSIHV-UHFFFAOYSA-N,,25,CHEMBL1802814,CHEMBL1802814,network_candidate,0.1810344827586207,structurally_distant_under_this_fingerprint
CID100060164,adapalene,60164,LZCDAPDGXCYOEH-UHFFFAOYSA-N,D10AD03,48,CHEMBL1802814,CHEMBL1802814,network_candidate,0.18095238095238095,structurally_distant_under_this_fingerprint
CID100003354,flavoxate,3354,SPIUTQOUKAMGCX-UHFFFAOYSA-N,G04BD02,18,CHEMBL1802815,CHEMBL1802815,network_candidate,0.18095238095238095,structurally_distant_under_this_fingerprint
CID100003510,granisetron,3510,MFWNKCLOYSRHCJ-UHFFFAOYSA-N,A04AA02,121,CHEMBL1802814,CHEMBL1802814,network_candidate,0.18095238095238095,structurally_distant_under_this_fingerprint
CID100012555,benzydamine,12555,CNBGNNVCVSKAQZ-UHFFFAOYSA-N,A01AD02; G02CC03; M01AX07; M02AA05,10,CHEMBL1802815,CHEMBL1802815,network_candidate,0.18085106382978725,structurally_distant_under_this_fingerprint
CID105001396,warfarin,5001396,PJVWKTKQMONHTI-UHFFFAOYSA-M,B01AA03,84,CHEMBL1802815,CHEMBL1802815,network_candidate,0.18085106382978725,structurally_distant_under_this_fingerprint
CID116129632,Nuvocid,16129632,VHFGEBVPHAGQPI-MYYQHNLBSA-N,J01XA05,46,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.18061674008810572,structurally_distant_under_this_fingerprint
CID100004868,polymyxin,4868,WQVJHHACXVLGBL-UHFFFAOYSA-N,A07AA05; J01XB02; S01AA18; S02AA11; S03AA03,16,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.18023255813953487,structurally_distant_under_this_fingerprint
CID105488547,alvimopan,5488547,USPVLEIQIUNQGE-DBFLIVQGSA-N,A06AH02,12,CHEMBL1802815,CHEMBL1802815,network_candidate,0.18018018018018017,structurally_distant_under_this_fingerprint
CID100005719,zaleplon,5719,HUNXMJYCHXQEGX-UHFFFAOYSA-N,N05CF03,265,CHEMBL3752910,CHEMBL3752910,network_candidate,0.18,structurally_distant_under_this_fingerprint
CID100004999,quazepam,4999,IKMPWMZBZSAONZ-UHFFFAOYSA-N,N05CD10,10,CHEMBL1232461,MOLIBRESIB,network_candidate,0.1797752808988764,structurally_distant_under_this_fingerprint
CID100003156,doxapram,3156,XFDJYSQDBULQSI-UHFFFAOYSA-N,R07AB01,42,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.1794871794871795,structurally_distant_under_this_fingerprint
CID100003961,losartan,3961,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,C09CA01,164,CHEMBL1802815,CHEMBL1802815,network_candidate,0.1792452830188679,structurally_distant_under_this_fingerprint
CID111304743,riociguat,11304743,WXXSNCNJFUAIDG-UHFFFAOYSA-N,,31,CHEMBL3752910,CHEMBL3752910,network_candidate,0.1792452830188679,structurally_distant_under_this_fingerprint
CID100003075,diltiazem,3075,HSUGRBWQSSZJOP-UHFFFAOYSA-O,C08DB01,213,CHEMBL1232461,MOLIBRESIB,network_candidate,0.17894736842105263,structurally_distant_under_this_fingerprint
CID116132441,Refludan,16132441,OTQCKZUSUGYWBD-BRHMIFOHSA-N,B01AE02,97,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.17889908256880735,structurally_distant_under_this_fingerprint
CID100047419,cefuroxime,47419,KEJCWVGMRLCZQQ-OBEQYXGQSA-N,,81,CHEMBL1802815,CHEMBL1802815,network_candidate,0.17886178861788618,structurally_distant_under_this_fingerprint
CID109898619,Depreotide,9898619,XXXSJQLZVNKRKX-YQRDHHIGSA-N,,10,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.17857142857142858,structurally_distant_under_this_fingerprint
CID125102847,cabozantinib,25102847,ONIQOQHATWINJY-UHFFFAOYSA-N,,158,CHEMBL1802814,CHEMBL1802814,network_candidate,0.17857142857142858,structurally_distant_under_this_fingerprint
CID100005035,raloxifene,5035,GZUITABIAKMVPG-UHFFFAOYSA-N,G03XC01,88,CHEMBL1802814,CHEMBL1802814,network_candidate,0.17857142857142858,structurally_distant_under_this_fingerprint
CID100004473,nicardipine,4473,ZBBHBTPTTSWHBA-UHFFFAOYSA-O,C08CA04,99,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.17829457364341086,structurally_distant_under_this_fingerprint
CID100007699,benzonatate,7699,MAFMQEKGGFWBAB-UHFFFAOYSA-N,R05DB01,23,CHEMBL1802814,CHEMBL1802814,network_candidate,0.1782178217821782,structurally_distant_under_this_fingerprint
CID100003152,donepezil,3152,ADEBPBSSDYVVLD-UHFFFAOYSA-N,N06DA02,303,CHEMBL1802815,CHEMBL1802815,network_candidate,0.1782178217821782,structurally_distant_under_this_fingerprint
CID124965990,suvorexant,24965990,JYTNQNCOQXFQPK-MRXNPFEDSA-N,,23,CHEMBL1232461,MOLIBRESIB,network_candidate,0.1782178217821782,structurally_distant_under_this_fingerprint
CID100005038,ramipril,5038,HDACQVRGBOVJII-UHFFFAOYSA-N,C09AA05,184,CHEMBL1802815,CHEMBL1802815,network_candidate,0.17757009345794392,structurally_distant_under_this_fingerprint
CID100005525,trandolapril,5525,VXFJYXUZANRPDJ-UHFFFAOYSA-N,C09AA10,185,CHEMBL1802815,CHEMBL1802815,network_candidate,0.17757009345794392,structurally_distant_under_this_fingerprint
CID100003222,CAS,3222,GBXSMTUPTTWBMN-UHFFFAOYSA-N,C09AA02,184,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.1773049645390071,structurally_distant_under_this_fingerprint
CID100036339,etomidate,36339,NPUKDXXFDDZOKR-UHFFFAOYSA-N,N01AX07,21,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.17699115044247787,structurally_distant_under_this_fingerprint
CID100021945,methenamine,21945,ROAIXOJGRFKICW-UHFFFAOYSA-N,,5,CHEMBL1802815,CHEMBL1802815,network_candidate,0.17647058823529413,structurally_distant_under_this_fingerprint
CID100004906,prilocaine,4906,MVFGUOIZUNYYSO-UHFFFAOYSA-N,N01BB04,70,CHEMBL3752910,CHEMBL3752910,network_candidate,0.17647058823529413,structurally_distant_under_this_fingerprint
CID100107994,quinaprilat,107994,FLSLEGPOVLMJMN-YSSFQJQWSA-N,,73,CHEMBL1802815,CHEMBL1802815,network_candidate,0.17647058823529413,structurally_distant_under_this_fingerprint
CID100003388,fluphenazine,3388,VIQCGTZFEYDQMR-UHFFFAOYSA-N,,121,CHEMBL3752910,CHEMBL3752910,network_candidate,0.17592592592592593,structurally_distant_under_this_fingerprint
CID100055331,moexiprilat,55331,CMPAGYDKASJORH-YSSFQJQWSA-N,,75,CHEMBL1802815,CHEMBL1802815,network_candidate,0.17592592592592593,structurally_distant_under_this_fingerprint
CID100005650,valsartan,5650,ACWBQPMHZXGDFX-UHFFFAOYSA-N,C09CA03,101,CHEMBL1802815,CHEMBL1802815,network_candidate,0.17592592592592593,structurally_distant_under_this_fingerprint
CID100002662,celecoxib,2662,RZEKVGVHFLEQIL-UHFFFAOYSA-N,L01XX33; M01AH01,311,CHEMBL3752910,CHEMBL3752910,network_candidate,0.17582417582417584,structurally_distant_under_this_fingerprint
CID100153994,clevidipine,153994,KPBZROQVTHLCDU-UHFFFAOYSA-N,,14,CHEMBL1232461,MOLIBRESIB,network_candidate,0.17582417582417584,structurally_distant_under_this_fingerprint
CID100130564,esomeprazole,130564,KWORUUGOSLYAGD-UHFFFAOYSA-N,,182,CHEMBL1232461,MOLIBRESIB,network_candidate,0.17582417582417584,structurally_distant_under_this_fingerprint
CID100003410,formoterol,3410,BPZSYCZIITTYBL-UHFFFAOYSA-N,R03AC13,168,CHEMBL1232461,MOLIBRESIB,network_candidate,0.17582417582417584,structurally_distant_under_this_fingerprint
CID100004594,omeprazole,4594,SUBDBMMJDZJVOS-UHFFFAOYSA-N,A02BC01; A02BC05,264,CHEMBL1232461,MOLIBRESIB,network_candidate,0.17582417582417584,structurally_distant_under_this_fingerprint
CID100032800,Asp-Tyr(SO3H)-Met-Gly-Trp-Met-Asp-Phe-NH2,32800,IZTQOLKUZKXIRV-UHFFFAOYSA-N,V04CC03,28,CHEMBL1802815,CHEMBL1802815,network_candidate,0.17557251908396945,structurally_distant_under_this_fingerprint
CID103055172,pimecrolimus,3055172,KASDHRXLYQOAKZ-QJBCOTQNSA-N,D11AH02,114,REF_PLITIDEPSIN,Plitidepsin,reference_ligand,0.1751412429378531,structurally_distant_under_this_fingerprint
CID100219090,fosaprepitant,219090,BARDROPHSZEBKC-OITMNORJSA-N,,119,CHEMBL1802815,CHEMBL1802815,network_candidate,0.175,structurally_distant_under_this_fingerprint
CID106850791,leuprorelin,6850791,LCRCDJRENPEPSZ-FHKLCDMWSA-N,,301,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.175,structurally_distant_under_this_fingerprint
CID125094462,sofosbuvir,25094462,TTZHDVOVKQGIBA-FMYSVHDWSA-N,,61,CHEMBL1802815,CHEMBL1802815,network_candidate,0.175,structurally_distant_under_this_fingerprint
CID106435110,ivermectin,6435110,SPBDXSGPUHCETR-VHJJIYNUSA-N,P02CF01,88,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.1744186046511628,structurally_distant_under_this_fingerprint
CID125074470,Triptorelin,25074470,VXKHXGOKWPXYNA-PGBVPBMZSA-N,L02AE04,172,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.17346938775510204,structurally_distant_under_this_fingerprint
CID100004634,oxybutynin,4634,XIQVNETUBQGFHX-UHFFFAOYSA-N,G04BD04,204,CHEMBL1802973,CHEMBL1802973,network_candidate,0.17346938775510204,structurally_distant_under_this_fingerprint
CID124776445,vismodegib,24776445,BPQMGSKTAYIVFO-UHFFFAOYSA-N,,50,CHEMBL3752910,CHEMBL3752910,network_candidate,0.17346938775510204,structurally_distant_under_this_fingerprint
CID100015232,benzathine,15232,BVGLIYRKPOITBQ-ANPZCEIESA-N,J01CE08,98,CHEMBL1802815,CHEMBL1802815,network_candidate,0.17307692307692307,structurally_distant_under_this_fingerprint
CID100128549,trandolaprilat,128549,AHYHTSYNOHNUSH-UHFFFAOYSA-N,,91,CHEMBL1802815,CHEMBL1802815,network_candidate,0.17307692307692307,structurally_distant_under_this_fingerprint
CID100216258,Colimycin,216258,IQWHCHZFYPIVRV-UHFFFAOYSA-I,,74,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.17293233082706766,structurally_distant_under_this_fingerprint
CID100002148,p-aminohippurate,2148,HSMNQINEKMPTIC-UHFFFAOYSA-N,V04CH30,10,CHEMBL1802973,CHEMBL1802973,network_candidate,0.1728395061728395,structurally_distant_under_this_fingerprint
CID106440191,fidaxomicin,6440191,ZVGNESXIJDCBKN-HSFUDZDJSA-N,,37,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.1724137931034483,structurally_distant_under_this_fingerprint
CID100004036,meclofenamate,4036,SBDNJUWAMKYJOX-UHFFFAOYSA-M,M01AG04; M02AA18,49,CHEMBL3752910,CHEMBL3752910,network_candidate,0.1724137931034483,structurally_distant_under_this_fingerprint
CID116132344,oCRH,16132344,QEEJLLNYQOBRRM-KSHGRFHLSA-N,V04CD04,12,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.17209302325581396,structurally_distant_under_this_fingerprint
CID100071273,ropivacaine,71273,ZKMNUMMKYBVTFN-UHFFFAOYSA-N,N01BB09,205,CHEMBL1802973,CHEMBL1802973,network_candidate,0.17204301075268819,structurally_distant_under_this_fingerprint
CID100002951,dantrolene,2951,OZOMQRBLCMDCEG-UHFFFAOYSA-M,M03CA01,94,CHEMBL1802973,CHEMBL1802973,network_candidate,0.1717171717171717,structurally_distant_under_this_fingerprint
CID100119828,parecoxib,119828,TZRHLKRLEZJVIJ-UHFFFAOYSA-N,M01AH04,87,CHEMBL1802815,CHEMBL1802815,network_candidate,0.1717171717171717,structurally_distant_under_this_fingerprint
CID100005656,venlafaxine,5656,PNVNVHUZROJLTJ-UHFFFAOYSA-N,N06AX16,511,CHEMBL1802814,CHEMBL1802814,network_candidate,0.1717171717171717,structurally_distant_under_this_fingerprint
CID109941444,SOM230,9941444,VMZMNAABQBOLAK-DBILLSOUSA-N,,63,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.17142857142857143,structurally_distant_under_this_fingerprint
CID100002179,amsacrine,2179,XCPGHVQEEXUHNC-UHFFFAOYSA-N,L01XX01,99,CHEMBL1802814,CHEMBL1802814,network_candidate,0.17142857142857143,structurally_distant_under_this_fingerprint
CID100003008,dextromethorphan,3008,MKXZASYAUGDDCJ-UHFFFAOYSA-N,R05DA09,30,CHEMBL1802814,CHEMBL1802814,network_candidate,0.17142857142857143,structurally_distant_under_this_fingerprint
CID100003292,ethotoin,3292,SZQIFWWUIBRPBZ-UHFFFAOYSA-N,N03AB01,25,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.17142857142857143,structurally_distant_under_this_fingerprint
CID105464096,ramiprilat,5464096,KEDYTOTWMPBSLG-HILJTLORSA-N,,99,CHEMBL1802815,CHEMBL1802815,network_candidate,0.17142857142857143,structurally_distant_under_this_fingerprint
CID100027991,desmopressin,27991,NFLWUMRGJYTJIN-UHFFFAOYSA-N,H01BA02,125,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.1712707182320442,structurally_distant_under_this_fingerprint
CID100002341,benzphetamine,2341,YXKTVDFXDRQTKV-UHFFFAOYSA-N,,18,CHEMBL1802815,CHEMBL1802815,network_candidate,0.17073170731707318,structurally_distant_under_this_fingerprint
CID100005591,troglitazone,5591,GXPHKUHSUJUWKP-UHFFFAOYSA-N,A10BG01,29,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.17054263565891473,structurally_distant_under_this_fingerprint
CID100004913,procainamide,4913,REQCZEXYDRLIBE-UHFFFAOYSA-N,C01BA02,70,CHEMBL1802815,CHEMBL1802815,network_candidate,0.17045454545454544,structurally_distant_under_this_fingerprint
CID100002162,amlodipine,2162,HTIQEAQVCYTUBX-UHFFFAOYSA-N,C08CA01,145,CHEMBL1232461,MOLIBRESIB,network_candidate,0.1702127659574468,structurally_distant_under_this_fingerprint
CID100121892,retigabine,121892,PCOBBVZJEWWZFR-UHFFFAOYSA-N,,79,CHEMBL3752910,CHEMBL3752910,network_candidate,0.1702127659574468,structurally_distant_under_this_fingerprint
CID100005735,zopiclone,5735,GBBSUAFBMRNDJC-UHFFFAOYSA-N,N05CF01; N05CF04,228,CHEMBL1232461,MOLIBRESIB,network_candidate,0.1702127659574468,structurally_distant_under_this_fingerprint
CID100065628,bendamustine,65628,YTKUWDBFDASYHO-UHFFFAOYSA-N,L01AA09,113,CHEMBL1802815,CHEMBL1802815,network_candidate,0.17,structurally_distant_under_this_fingerprint
CID100040159,permethrin,40159,RLLPVAHGXHCWKJ-PKOBYXMFSA-N,P03AC04,16,CHEMBL1802815,CHEMBL1802815,network_candidate,0.17,structurally_distant_under_this_fingerprint
CID109846180,eltrombopag,9846180,TYEXNVNUZXJNBN-YYADALCUSA-N,B02BX05,48,CHEMBL3752910,CHEMBL3752910,network_candidate,0.16981132075471697,structurally_distant_under_this_fingerprint
CID109865528,mirabegron,9865528,PBAPPPCECJKMCM-IBGZPJMESA-N,,72,CHEMBL1802815,CHEMBL1802815,network_candidate,0.16981132075471697,structurally_distant_under_this_fingerprint
CID100005005,quinapril,5005,JSDRRTOADPPCHY-UHFFFAOYSA-N,C09AA06,93,CHEMBL1802815,CHEMBL1802815,network_candidate,0.16981132075471697,structurally_distant_under_this_fingerprint
CID100005052,reserpine,5052,QEVHRUUCFGRFIF-UHFFFAOYSA-N,C02AA02,40,CHEMBL1232461,MOLIBRESIB,network_candidate,0.16964285714285715,structurally_distant_under_this_fingerprint
CID100003157,doxazosin,3157,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,C02CA04,234,CHEMBL1802814,CHEMBL1802814,network_candidate,0.1694915254237288,structurally_distant_under_this_fingerprint
CID116129665,Vitrum,16129665,KKNIUBFRGPFELP-UHFFFAOYSA-N,V04CK01,41,CHEMBL1802815,CHEMBL1802815,network_candidate,0.16891891891891891,structurally_distant_under_this_fingerprint
CID100123619,etoricoxib,123619,MNJVRJDLRVPLFE-UHFFFAOYSA-N,M01AH05,213,CHEMBL1232461,MOLIBRESIB,network_candidate,0.1686746987951807,structurally_distant_under_this_fingerprint
CID100003331,felbamate,3331,WKGXYQFOCVYPAC-UHFFFAOYSA-N,N03AX10,229,CHEMBL1802815,CHEMBL1802815,network_candidate,0.1686746987951807,structurally_distant_under_this_fingerprint
CID116132283,glucagon,16132283,MASNOZXLGMXCHN-ZLPAWPGGSA-N,H04AA01,10,CHEMBL1802815,CHEMBL1802815,network_candidate,0.1686046511627907,structurally_distant_under_this_fingerprint
CID146181941,Signifor,46181941,NEEFMPSSNFRRNC-YVKFFCKOSA-N,,51,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.16847826086956522,structurally_distant_under_this_fingerprint
CID116132446,Symlin,16132446,NRKVKVQDUCJPIZ-MKAGXXMWSA-N,A10BX05,18,CHEMBL1802815,CHEMBL1802815,network_candidate,0.16842105263157894,structurally_distant_under_this_fingerprint
CID100002350,bepotastine,2350,YWGDOWXRIALTES-UHFFFAOYSA-N,,8,CHEMBL1232461,MOLIBRESIB,network_candidate,0.16842105263157894,structurally_distant_under_this_fingerprint
CID100002762,cinoxacin,2762,VDUWPHTZYNWKRN-UHFFFAOYSA-N,J01MB06,27,CHEMBL1802815,CHEMBL1802815,network_candidate,0.16842105263157894,structurally_distant_under_this_fingerprint
CID100005566,trifluoperazine,5566,ZEWQUBUPAILYHI-UHFFFAOYSA-N,N05AB06,106,CHEMBL3752910,CHEMBL3752910,network_candidate,0.16842105263157894,structurally_distant_under_this_fingerprint
CID100002249,atenolol,2249,METKIMKYRPQLGS-UHFFFAOYSA-N,C07AB03; C07AB11,118,CHEMBL1802814,CHEMBL1802814,network_candidate,0.16831683168316833,structurally_distant_under_this_fingerprint
