stitch_flat_id,stitch_stereo_id,label_umls_id,meddra_concept_type,meddra_umls_id,side_effect_name,sider_version,candidate_name
CID100002118,CID000002118,C0042023,PT,C0042023,Pollakiuria,4.1,alprazolam
CID100002118,CID000002118,C0033046,PT,C0033046,Premenstrual syndrome,4.1,alprazolam
CID100002118,CID000002118,C0033774,PT,C0033774,Pruritus,4.1,alprazolam
CID100002118,CID000002118,C0424230,PT,C0424230,Psychomotor retardation,4.1,alprazolam
CID100002118,CID000002118,C0015230,PT,C0015230,Rash,4.1,alprazolam
CID100002118,CID000002118,C2607914,PT,C2607914,Rhinitis allergic,4.1,alprazolam
CID100002118,CID000002118,C1260880,PT,C1260880,Rhinorrhoea,4.1,alprazolam
CID100002118,CID000002118,C0221706,PT,C0221706,Road traffic accident,4.1,alprazolam
CID100002118,CID000002118,C0036104,PT,C0037036,Salivary hypersecretion,4.1,alprazolam
CID100002118,CID000002118,C0549622,PT,C0549622,Sexual dysfunction,4.1,alprazolam
CID100002118,CID000002118,C0039070,PT,C0036974,Shock,4.1,alprazolam
CID100002118,CID000002118,C0039239,PT,C0039239,Sinus tachycardia,4.1,alprazolam
CID100002118,CID000002118,C0178298,PT,C0037274,Skin disorder,4.1,alprazolam
CID100002118,CID000002118,C0037315,PT,C0037315,Sleep apnoea syndrome,4.1,alprazolam
CID100002118,CID000002118,C0037317,PT,C0851578,Sleep disorder,4.1,alprazolam
CID100002118,CID000002118,C0542313,PT,C0542313,Sleep talking,4.1,alprazolam
CID100002118,CID000002118,C0920289,PT,C0920289,Sluggishness,4.1,alprazolam
CID100002118,CID000002118,C0013144,PT,C2830004,Somnolence,4.1,alprazolam
CID100002118,CID000002118,C0038325,PT,C0038325,Stevens-Johnson syndrome,4.1,alprazolam
CID100002118,CID000002118,C0392162,PT,C0392162,Sticky skin,4.1,alprazolam
CID100002118,CID000002118,C0241705,PT,C0241705,Strangury,4.1,alprazolam
CID100002118,CID000002118,C0085628,PT,C0085628,Stupor,4.1,alprazolam
CID100002118,CID000002118,C0740858,PT,C0740858,Substance abuse,4.1,alprazolam
CID100002118,CID000002118,C0424000,PT,C0424000,Suicidal ideation,4.1,alprazolam
CID100002118,CID000002118,C0039070,PT,C0039070,Syncope,4.1,alprazolam
CID100002118,CID000002118,C0039231,PT,C0039231,Tachycardia,4.1,alprazolam
CID100002118,CID000002118,C0027769,PT,C0233494,Tension,4.1,alprazolam
CID100002118,CID000002118,C0039971,PT,C0039971,Thirst,4.1,alprazolam
CID100002118,CID000002118,C0040264,PT,C0040264,Tinnitus,4.1,alprazolam
CID100002118,CID000002118,C0040822,PT,C0040822,Tremor,4.1,alprazolam
CID100002118,CID000002118,C0041912,PT,C0041912,Upper respiratory tract infection,4.1,alprazolam
CID100002118,CID000002118,C0042075,PT,C0041969,Urethral disorder,4.1,alprazolam
CID100002118,CID000002118,C0042024,PT,C0042024,Urinary incontinence,4.1,alprazolam
CID100002118,CID000002118,C0080274,PT,C0080274,Urinary retention,4.1,alprazolam
CID100002118,CID000002118,C0042075,PT,C0042075,Urinary tract disorder,4.1,alprazolam
CID100002118,CID000002118,C0042109,PT,C0042109,Urticaria,4.1,alprazolam
CID100002118,CID000002118,C0042571,PT,C0042571,Vertigo,4.1,alprazolam
CID100002118,CID000002118,C0344232,PT,C0344232,Vision blurred,4.1,alprazolam
CID100002118,CID000002118,C0042963,PT,C0042963,Vomiting,4.1,alprazolam
CID100002118,CID000002118,C0043096,PT,C0043096,Weight decreased,4.1,alprazolam
CID100002118,CID000002118,C0043094,PT,C0043094,Weight increased,4.1,alprazolam
CID100002118,CID000002118,C0038587,PT,C0038587,Withdrawal syndrome,4.1,alprazolam
CID100005291,CID000005291,C0000731,PT,C0000731,Abdominal distension,4.1,imatinib
CID100005291,CID000005291,C0000737,PT,C0000737,Abdominal pain,4.1,imatinib
CID100005291,CID000005291,C0232492,PT,C0232492,Abdominal pain upper,4.1,imatinib
CID100005291,CID000005291,C0027051,PT,C0948089,Acute coronary syndrome,4.1,imatinib
CID100005291,CID000005291,C0085077,PT,C0085077,Acute febrile neutrophilic dermatosis,4.1,imatinib
CID100005291,CID000005291,C0877055,PT,C0877055,Acute generalised exanthematous pustulosis,4.1,imatinib
CID100005291,CID000005291,C0162557,PT,C0162557,Acute hepatic failure,4.1,imatinib
CID100005291,CID000005291,C0264490,PT,C0264490,Acute respiratory failure,4.1,imatinib
CID100005291,CID000005291,C0001824,PT,C0001824,Agranulocytosis,4.1,imatinib
CID100005291,CID000005291,C0151905,PT,C0151905,Alanine aminotransferase increased,4.1,imatinib
CID100005291,CID000005291,C0002170,PT,C0002170,Alopecia,4.1,imatinib
CID100005291,CID000005291,C0852913,PT,C0151479,Amylase increased,4.1,imatinib
CID100005291,CID000005291,C0002871,PT,C0002871,Anaemia,4.1,imatinib
CID100005291,CID000005291,C0002792,PT,C0002792,Anaphylactic shock,4.1,imatinib
CID100005291,CID000005291,C0002962,PT,C0002962,Angina pectoris,4.1,imatinib
CID100005291,CID000005291,C0002994,PT,C0002994,Angioedema,4.1,imatinib
CID100005291,CID000005291,C0042373,PT,C0042373,Angiopathy,4.1,imatinib
CID100005291,CID000005291,C0003467,PT,C0003467,Anxiety,4.1,imatinib
CID100005291,CID000005291,C0002874,PT,C0002874,Aplastic anaemia,4.1,imatinib
CID100005291,CID000005291,C0003811,PT,C0003811,Arrhythmia,4.1,imatinib
CID100005291,CID000005291,C0003862,PT,C0003862,Arthralgia,4.1,imatinib
CID100005291,CID000005291,C0003864,PT,C0003864,Arthritis,4.1,imatinib
CID100005291,CID000005291,C0003962,PT,C0003962,Ascites,4.1,imatinib
CID100005291,CID000005291,C0151904,PT,C0151904,Aspartate aminotransferase increased,4.1,imatinib
CID100005291,CID000005291,C0004093,PT,C0004093,Asthenia,4.1,imatinib
CID100005291,CID000005291,C0004238,PT,C0004238,Atrial fibrillation,4.1,imatinib
CID100005291,CID000005291,C0004604,PT,C0004604,Back pain,4.1,imatinib
CID100005291,CID000005291,C0005684,PT,C0005684,Bladder cancer,4.1,imatinib
CID100005291,CID000005291,C0005699,PT,C0005699,Blast cell crisis,4.1,imatinib
CID100005291,CID000005291,C0005741,PT,C0005741,Blepharitis,4.1,imatinib
CID100005291,CID000005291,C0151849,PT,C0852911,Blood alkaline phosphatase increased,4.1,imatinib
CID100005291,CID000005291,C0311468,PT,C0311468,Blood bilirubin increased,4.1,imatinib
CID100005291,CID000005291,C0151576,PT,C0853034,Blood creatine phosphokinase increased,4.1,imatinib
CID100005291,CID000005291,C0151578,PT,C0235431,Blood creatinine increased,4.1,imatinib
CID100005291,CID000005291,C0151754,PT,C0853149,Blood lactate dehydrogenase increased,4.1,imatinib
CID100005291,CID000005291,C0740394,PT,C0235416,Blood uric acid increased,4.1,imatinib
CID100005291,CID000005291,C0015967,PT,C0015967,Body temperature increased,4.1,imatinib
CID100005291,CID000005291,C0005940,PT,C0005940,Bone disorder,4.1,imatinib
CID100005291,CID000005291,C0151825,PT,C0151825,Bone pain,4.1,imatinib
CID100005291,CID000005291,C0006114,PT,C1527311,Brain oedema,4.1,imatinib
CID100005291,CID000005291,C0006145,PT,C0006145,Breast disorder,4.1,imatinib
CID100005291,CID000005291,C2225524,PT,C2225524,Breast enlargement,4.1,imatinib
CID100005291,CID000005291,C0018790,PT,C0018790,Cardiac arrest,4.1,imatinib
CID100005291,CID000005291,C0018799,PT,C0018799,Cardiac disorder,4.1,imatinib
CID100005291,CID000005291,C0018801,PT,C0018801,Cardiac failure,4.1,imatinib
CID100005291,CID000005291,C0018802,PT,C0018802,Cardiac failure congestive,4.1,imatinib
CID100005291,CID000005291,C0007177,PT,C0007177,Cardiac tamponade,4.1,imatinib
CID100005291,CID000005291,C0086543,PT,C0086543,Cataract,4.1,imatinib
CID100005291,CID000005291,C0007642,PT,C0007642,Cellulitis,4.1,imatinib
CID100005291,CID000005291,C2937358,PT,C2937358,Cerebral haemorrhage,4.1,imatinib
CID100005291,CID000005291,C0007971,PT,C0007971,Cheilitis,4.1,imatinib
CID100005291,CID000005291,C0008031,PT,C0008031,Chest pain,4.1,imatinib
CID100005291,CID000005291,C0085593,PT,C0085593,Chills,4.1,imatinib
CID100005291,CID000005291,C0346421,PT,C0346421,Chronic eosinophilic leukaemia,4.1,imatinib
CID100005291,CID000005291,C0023474,PT,C0023473,Chronic myeloid leukaemia,4.1,imatinib
CID100005291,CID000005291,C0009319,PT,C0009319,Colitis,4.1,imatinib
CID100005291,CID000005291,C0009676,PT,C0009676,Confusional state,4.1,imatinib
CID100005291,CID000005291,C0009760,PT,C0009760,Conjunctival haemorrhage,4.1,imatinib
