stitch_flat_id,stitch_stereo_id,label_umls_id,meddra_concept_type,meddra_umls_id,side_effect_name,sider_version,candidate_name
CID100002118,CID000002118,C0012833,PT,C0012833,Dizziness,4.1,alprazolam
CID100002118,CID000002118,C0235097,PT,C0234547,Drug withdrawal convulsions,4.1,alprazolam
CID100002118,CID000002118,C0043352,PT,C0043352,Dry mouth,4.1,alprazolam
CID100002118,CID000002118,C0013362,PT,C0013362,Dysarthria,4.1,alprazolam
CID100002118,CID000002118,C0013384,PT,C0013384,Dyskinesia,4.1,alprazolam
CID100002118,CID000002118,C0013390,PT,C0013390,Dysmenorrhoea,4.1,alprazolam
CID100002118,CID000002118,C0013395,PT,C0013395,Dyspepsia,4.1,alprazolam
CID100002118,CID000002118,C0011168,PT,C0011168,Dysphagia,4.1,alprazolam
CID100002118,CID000002118,C1527344,PT,C1527344,Dysphonia,4.1,alprazolam
CID100002118,CID000002118,C0013404,PT,C0013404,Dyspnoea,4.1,alprazolam
CID100002118,CID000002118,C0241705,PT,C0013428,Dysuria,4.1,alprazolam
CID100002118,CID000002118,C0013456,PT,C0013456,Ear pain,4.1,alprazolam
CID100002118,CID000002118,C0455769,PT,C0455769,Energy increased,4.1,alprazolam
CID100002118,CID000002118,C0014591,PT,C0014591,Epistaxis,4.1,alprazolam
CID100002118,CID000002118,C0038325,PT,C0014742,Erythema multiforme,4.1,alprazolam
CID100002118,CID000002118,C0235146,PT,C0235146,Euphoric mood,4.1,alprazolam
CID100002118,CID000002118,C0015397,PT,C0015397,Eye disorder,4.1,alprazolam
CID100002118,CID000002118,C0015672,PT,C0015672,Fatigue,4.1,alprazolam
CID100002118,CID000002118,C0015726,PT,C0015726,Fear,4.1,alprazolam
CID100002118,CID000002118,C0009676,PT,C1443060,Feeling abnormal,4.1,alprazolam
CID100002118,CID000002118,C0522172,PT,C0522172,Feeling drunk,4.1,alprazolam
CID100002118,CID000002118,C2939147,PT,C2939147,Feeling hot,4.1,alprazolam
CID100002118,CID000002118,C0549209,PT,C0549209,Feeling jittery,4.1,alprazolam
CID100002118,CID000002118,C0522165,PT,C0522165,Feeling of relaxation,4.1,alprazolam
CID100002118,CID000002118,C0085632,PT,C0233471,Flat affect,4.1,alprazolam
CID100002118,CID000002118,C0235660,PT,C0235660,Galactorrhoea,4.1,alprazolam
CID100002118,CID000002118,C0017178,PT,C0017178,Gastrointestinal disorder,4.1,alprazolam
CID100002118,CID000002118,C0000737,PT,C0687713,Gastrointestinal pain,4.1,alprazolam
CID100002118,CID000002118,C0018418,PT,C0018418,Gynaecomastia,4.1,alprazolam
CID100002118,CID000002118,C0018524,PT,C0018524,Hallucination,4.1,alprazolam
CID100002118,CID000002118,C0221100,PT,C0221100,Hangover,4.1,alprazolam
CID100002118,CID000002118,C0018681,PT,C0018681,Headache,4.1,alprazolam
CID100002118,CID000002118,C0085605,PT,C0085605,Hepatic failure,4.1,alprazolam
CID100002118,CID000002118,C0086565,PT,C0086565,Hepatic function abnormal,4.1,alprazolam
CID100002118,CID000002118,C0019158,PT,C0019158,Hepatitis,4.1,alprazolam
CID100002118,CID000002118,C0267792,PT,C0267792,Hepatobiliary disease,4.1,alprazolam
CID100002118,CID000002118,C0455204,PT,C0455204,Homicidal ideation,4.1,alprazolam
CID100002118,CID000002118,C0020039,PT,C0020039,Hostility,4.1,alprazolam
CID100002118,CID000002118,C0600142,PT,C0600142,Hot flush,4.1,alprazolam
CID100002118,CID000002118,C0020453,PT,C0020453,Hyperaesthesia,4.1,alprazolam
CID100002118,CID000002118,C0038990,PT,C0020458,Hyperhidrosis,4.1,alprazolam
CID100002118,CID000002118,C0020514,PT,C0020514,Hyperprolactinaemia,4.1,alprazolam
CID100002118,CID000002118,C0020517,PT,C0020517,Hypersensitivity,4.1,alprazolam
CID100002118,CID000002118,C0917799,PT,C0917799,Hypersomnia,4.1,alprazolam
CID100002118,CID000002118,C0020578,PT,C0020578,Hyperventilation,4.1,alprazolam
CID100002118,CID000002118,C0020580,PT,C0020580,Hypoaesthesia,4.1,alprazolam
CID100002118,CID000002118,C0241934,PT,C0241934,Hypomania,4.1,alprazolam
CID100002118,CID000002118,C0020649,PT,C0020649,Hypotension,4.1,alprazolam
CID100002118,CID000002118,C0026827,PT,C0026827,Hypotonia,4.1,alprazolam
CID100002118,CID000002118,C0231218,PT,C2047937,Ill-defined disorder,4.1,alprazolam
CID100002118,CID000002118,C0021167,PT,C0021167,Incontinence,4.1,alprazolam
CID100002118,CID000002118,C0232461,PT,C0232461,Increased appetite,4.1,alprazolam
CID100002118,CID000002118,C0009450,PT,C0009450,Infection,4.1,alprazolam
CID100002118,CID000002118,C0851341,PT,C1384353,Infestation,4.1,alprazolam
CID100002118,CID000002118,C0021400,PT,C0021400,Influenza,4.1,alprazolam
CID100002118,CID000002118,C0917801,PT,C0917801,Insomnia,4.1,alprazolam
CID100002118,CID000002118,C0234708,PT,C0234708,Intraocular pressure increased,4.1,alprazolam
CID100002118,CID000002118,C0022107,PT,C0022107,Irritability,4.1,alprazolam
CID100002118,CID000002118,C0022346,PT,C0022346,Jaundice,4.1,alprazolam
CID100002118,CID000002118,C0858635,PT,C0549373,Laryngeal pain,4.1,alprazolam
CID100002118,CID000002118,C0023380,PT,C0023380,Lethargy,4.1,alprazolam
CID100002118,CID000002118,C0011124,PT,C0011124,Libido decreased,4.1,alprazolam
CID100002118,CID000002118,C0021177,PT,C0021177,Libido increased,4.1,alprazolam
CID100002118,CID000002118,C0151766,PT,C0151766,Liver function test abnormal,4.1,alprazolam
CID100002118,CID000002118,C0859023,PT,C3248383,Logorrhoea,4.1,alprazolam
CID100002118,CID000002118,C0039070,PT,C0041657,Loss of consciousness,4.1,alprazolam
CID100002118,CID000002118,C0522042,PT,C0522042,Loss of control of legs,4.1,alprazolam
CID100002118,CID000002118,C1269683,PT,C1269683,Major depression,4.1,alprazolam
CID100002118,CID000002118,C0231218,PT,C0231218,Malaise,4.1,alprazolam
CID100002118,CID000002118,C0162429,PT,C0162429,Malnutrition,4.1,alprazolam
CID100002118,CID000002118,C0338831,PT,C0338831,Mania,4.1,alprazolam
CID100002118,CID000002118,C0025061,PT,C0025061,Mediastinal disorder,4.1,alprazolam
CID100002118,CID000002118,C0233794,PT,C0233794,Memory impairment,4.1,alprazolam
CID100002118,CID000002118,C0600142,PT,C0236075,Menopausal symptoms,4.1,alprazolam
CID100002118,CID000002118,C0025345,PT,C0025345,Menstrual disorder,4.1,alprazolam
CID100002118,CID000002118,C0156404,PT,C0156404,Menstruation irregular,4.1,alprazolam
CID100002118,CID000002118,C0235198,PT,C1306341,Mental disability,4.1,alprazolam
CID100002118,CID000002118,C0004936,PT,C0004936,Mental disorder,4.1,alprazolam
CID100002118,CID000002118,C1306341,PT,C0025362,Mental retardation,4.1,alprazolam
CID100002118,CID000002118,C0085633,PT,C0085633,Mood swings,4.1,alprazolam
CID100002118,CID000002118,C0026827,PT,C1142135,Muscle relaxant therapy,4.1,alprazolam
CID100002118,CID000002118,C0026837,PT,C0026837,Muscle rigidity,4.1,alprazolam
CID100002118,CID000002118,C0026821,PT,C0037763,Muscle spasms,4.1,alprazolam
CID100002118,CID000002118,C0026838,PT,C0026838,Muscle spasticity,4.1,alprazolam
CID100002118,CID000002118,C0231530,PT,C0231530,Muscle twitching,4.1,alprazolam
CID100002118,CID000002118,C0151786,PT,C0151786,Muscular weakness,4.1,alprazolam
CID100002118,CID000002118,C0003862,PT,C0948594,Musculoskeletal discomfort,4.1,alprazolam
CID100002118,CID000002118,C0221170,PT,C0948525,Musculoskeletal stiffness,4.1,alprazolam
CID100002118,CID000002118,C0231528,PT,C0231528,Myalgia,4.1,alprazolam
CID100002118,CID000002118,C0026961,PT,C0026961,Mydriasis,4.1,alprazolam
CID100002118,CID000002118,C0027424,PT,C0027424,Nasal congestion,4.1,alprazolam
CID100002118,CID000002118,C1260880,PT,C0027441,Nasopharyngitis,4.1,alprazolam
CID100002118,CID000002118,C0027497,PT,C0027497,Nausea,4.1,alprazolam
CID100002118,CID000002118,C0027765,PT,C0027765,Nervous system disorder,4.1,alprazolam
CID100002118,CID000002118,C0027769,PT,C0027769,Nervousness,4.1,alprazolam
CID100002118,CID000002118,C0028084,PT,C0028084,Nightmare,4.1,alprazolam
CID100002118,CID000002118,C0013604,PT,C0013604,Oedema,4.1,alprazolam
CID100002118,CID000002118,C0085649,PT,C0085649,Oedema peripheral,4.1,alprazolam
CID100002118,CID000002118,C0013362,PT,C0029408,Osteoarthritis,4.1,alprazolam
CID100002118,CID000002118,C0030196,PT,C0030196,Pain in extremity,4.1,alprazolam
CID100002118,CID000002118,C0030252,PT,C0030252,Palpitations,4.1,alprazolam
CID100002118,CID000002118,C0030319,PT,C0030319,Panic disorder,4.1,alprazolam
CID100002118,CID000002118,C0030318,PT,C0030318,Panic reaction,4.1,alprazolam
CID100002118,CID000002118,C0030554,PT,C0030554,Paraesthesia,4.1,alprazolam
CID100002118,CID000002118,C0085636,PT,C0085636,Photophobia,4.1,alprazolam
CID100002118,CID000002118,C0162830,PT,C0162830,Photosensitivity reaction,4.1,alprazolam
