queried_protein,queried_target_chembl_id,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,action_type.action_type,action_type.description,action_type.parent_type,ligand_efficiency.bei,ligand_efficiency.le,ligand_efficiency.lle,ligand_efficiency.sei
EEF1A1,CHEMBL1795120,NA,3422020,,CHEMBL1228364,Inhibition of eEF1A-mediated tRNA binding to ternary complex at 200 uM after 10 mins by filtration binding assay,B,NA,NA,BAO_0000201,BAO_0000357,single protein format,C/C(=C\[C@H](C)C(=O)C[C@H](O)CC1CC(=O)NC(=O)C1)[C@@H]1OC(=O)/C=C/CC/C=C/C=C\[C@@H]1C,NA,NA,CHEMBL1221230,Nat Chem Biol,2010,NA,CHEMBL1221911,LACTIMIDOMYCIN,CHEMBL1221911,NA,0,http://qudt.org/vocab/unit#Percent,935236,NA,1,0,NA,Not active,Inhibition,%,NA,NA,CHEMBL1795120,Homo sapiens,Elongation factor 1-alpha 1,9606,Not Active,NA,INH,NA,UO_0000187,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEF1A1,CHEMBL1795120,NA,3422021,,CHEMBL1228364,Inhibition of eEF1A-mediated tRNA binding to ternary complex at 200 uM after 10 mins by filtration binding assay,B,NA,NA,BAO_0000201,BAO_0000357,single protein format,C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1,NA,NA,CHEMBL1221230,Nat Chem Biol,2010,NA,CHEMBL123292,CYCLOHEXIMIDE,CHEMBL123292,NA,0,http://qudt.org/vocab/unit#Percent,935235,NA,1,0,NA,Not active,Inhibition,%,NA,NA,CHEMBL1795120,Homo sapiens,Elongation factor 1-alpha 1,9606,Not Active,NA,INH,NA,UO_0000187,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEF1A1,CHEMBL1795120,NA,3422026,,CHEMBL1228365,Effect on eEF1A-mediated peptidyl transfer assessed as [35S]methionyl-puromycin formation by TLC,B,NA,NA,BAO_0000375,BAO_0000357,single protein format,C/C(=C\[C@H](C)C(=O)C[C@H](O)CC1CC(=O)NC(=O)C1)[C@@H]1OC(=O)/C=C/CC/C=C/C=C\[C@@H]1C,NA,NA,CHEMBL1221230,Nat Chem Biol,2010,NA,CHEMBL1221911,LACTIMIDOMYCIN,CHEMBL1221911,NA,0,NA,935236,NA,1,0,NA,Not active,Activity,NA,NA,NA,CHEMBL1795120,Homo sapiens,Elongation factor 1-alpha 1,9606,Not Active,NA,Activity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEF1A1,CHEMBL1795120,NA,3422027,,CHEMBL1228365,Effect on eEF1A-mediated peptidyl transfer assessed as [35S]methionyl-puromycin formation by TLC,B,NA,NA,BAO_0000375,BAO_0000357,single protein format,CSC[S@@+]([O-])CC(CO)NC(=O)/C=C/c1c(C)[nH]c(=O)[nH]c1=O,NA,NA,CHEMBL1221230,Nat Chem Biol,2010,NA,CHEMBL2303630,SPARSOMYCIN,CHEMBL2303630,NA,0,NA,935327,NA,1,0,NA,Active,Activity,NA,NA,NA,CHEMBL1795120,Homo sapiens,Elongation factor 1-alpha 1,9606,Active,NA,Activity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEF1A1,CHEMBL1795120,NA,6278005,,CHEMBL1805138,Binding affinity to eEF1A1 in human MDA-MB-231 cells using biotinylated compound using Western blot analysis based pull down assay,B,NA,NA,BAO_0000375,BAO_0000219,cell-based format,COc1ccc(Nc2nc3cc4c(=O)cc(-c5ccc(C(=O)N[C@@H](CC(C)C)C(N)=O)cc5)oc4cc3n2[C@H](C)C2CCCCC2)cc1,NA,NA,CHEMBL1799911,J Med Chem,2011,NA,CHEMBL1802814,NA,CHEMBL1802814,NA,0,NA,1442342,NA,1,0,NA,Active,Activity,NA,NA,NA,CHEMBL1795120,Homo sapiens,Elongation factor 1-alpha 1,9606,Active,NA,Activity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEF1A1,CHEMBL1795120,NA,6278006,,CHEMBL1805138,Binding affinity to eEF1A1 in human MDA-MB-231 cells using biotinylated compound using Western blot analysis based pull down assay,B,NA,NA,BAO_0000375,BAO_0000219,cell-based format,CC(C)CNc1nc2cc3c(=O)cc(-c4ccc(C(=O)N[C@@H](Cc5ccccc5)C(N)=O)cc4)oc3cc2n1Cc1ccccc1,NA,NA,CHEMBL1799911,J Med Chem,2011,NA,CHEMBL1802815,NA,CHEMBL1802815,NA,0,NA,1442343,NA,1,0,NA,Active,Activity,NA,NA,NA,CHEMBL1795120,Homo sapiens,Elongation factor 1-alpha 1,9606,Active,NA,Activity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEF1A1,CHEMBL1795120,NA,6278020,,CHEMBL1805291,Binding affinity to eEF1A1 expressed in human MDA-MB-231 cells using 1 uM biotinylated compound immobilized on streptavidin sensor chip by surface plasmon resonance method,B,NA,NA,BAO_0000034,BAO_0000219,cell-based format,COc1ccc(Nc2nc3cc4c(=O)cc(-c5ccc(C(=O)N[C@@H](CC(C)C)C(N)=O)cc5)oc4cc3n2[C@H](C)C2CCCCC2)cc1,NA,NA,CHEMBL1799911,J Med Chem,2011,NA,CHEMBL1802814,NA,CHEMBL1802814,8.43,0,http://www.openphacts.org/units/Nanomolar,1442342,=,1,1,=,NA,Kd,nM,NA,3.74,CHEMBL1795120,Homo sapiens,Elongation factor 1-alpha 1,9606,NA,NA,Kd,nM,UO_0000065,NA,3.74,NA,NA,NA,12.97,0.24,1.10,5.96
EEF1A1,CHEMBL1795120,NA,6278021,,CHEMBL1805291,Binding affinity to eEF1A1 expressed in human MDA-MB-231 cells using 1 uM biotinylated compound immobilized on streptavidin sensor chip by surface plasmon resonance method,B,NA,NA,BAO_0000034,BAO_0000219,cell-based format,CC(C)CNc1nc2cc3c(=O)cc(-c4ccc(C(=O)N[C@@H](Cc5ccccc5)C(N)=O)cc4)oc3cc2n1Cc1ccccc1,NA,NA,CHEMBL1799911,J Med Chem,2011,NA,CHEMBL1802815,NA,CHEMBL1802815,8.09,0,http://www.openphacts.org/units/Nanomolar,1442343,=,1,1,=,NA,Kd,nM,NA,8.15,CHEMBL1795120,Homo sapiens,Elongation factor 1-alpha 1,9606,NA,NA,Kd,nM,UO_0000065,NA,8.15,NA,NA,NA,13.18,0.24,2.34,6.12
EEF1A1,CHEMBL1795120,NA,6278022,,CHEMBL1805291,Binding affinity to eEF1A1 expressed in human MDA-MB-231 cells using 1 uM biotinylated compound immobilized on streptavidin sensor chip by surface plasmon resonance method,B,NA,NA,BAO_0000034,BAO_0000219,cell-based format,CC(C)C[C@H](NC(=O)c1ccc(-c2cc(=O)c3cc([N+](=O)[O-])c(N[C@H](C)C4CCCCC4)cc3o2)cc1)C(N)=O,NA,NA,CHEMBL1799911,J Med Chem,2011,NA,CHEMBL1802973,NA,CHEMBL1802973,7.24,0,http://www.openphacts.org/units/Nanomolar,1442522,=,1,1,=,NA,Kd,nM,NA,57.2,CHEMBL1795120,Homo sapiens,Elongation factor 1-alpha 1,9606,NA,NA,Kd,nM,UO_0000065,NA,57.2,NA,NA,NA,13.20,0.25,1.86,4.60
EEF1A1,CHEMBL1795120,NA,16562007,,CHEMBL3803738,Binding affinity to EEF1A1 in HEK293 proteomes assessed as spectral count ratio at 20 uM incubated for 16 hrs by TAMRA biotin-azide dye based LC-MS/MS analysis relative to control,B,NA,NA,BAO_0000179,BAO_0000357,single protein format,C#CCNC(=O)c1ccc(N2N=C(C)/C(=C/c3ccc(-c4cc(C)c(C)cc4[N+](=O)[O-])o3)C2=O)cc1,NA,NA,CHEMBL3797061,ACS Med Chem Lett,2016,NA,CHEMBL3799977,NA,CHEMBL3799977,NA,0,NA,2775657,=,1,0,=,NA,FC,NA,NA,12.0,CHEMBL1795120,Homo sapiens,Elongation factor 1-alpha 1,9606,NA,NA,FC,NA,NA,NA,12.0,NA,NA,NA,NA,NA,NA,NA
EEF1A1,CHEMBL1795120,NA,18111231,,CHEMBL4024027,Binding affinity to eEF1A1 in human CCRF-CEM cells after 30 mins by HPLC-MS based SDS-PAGE analysis,B,NA,NA,BAO_0000375,BAO_0000219,cell-based format,CCNc1ccc(-c2[nH]c3cc(C(=O)NCCOCCOC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)ccc3c(=O)c2O)cc1[N+](=O)[O-],NA,NA,CHEMBL4020837,J Med Chem,2018,NA,CHEMBL4066032,NA,CHEMBL4066032,NA,0,NA,3003310,NA,1,0,NA,Active,Activity,NA,NA,NA,CHEMBL1795120,Homo sapiens,Elongation factor 1-alpha 1,9606,Active,NA,Activity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEF1A1,CHEMBL1795120,NA,18111234,,CHEMBL4024030,Binding affinity to eEF1A1 in human CCRF-CEM cells after 30 mins by Western blot method,B,NA,NA,BAO_0000375,BAO_0000219,cell-based format,CCNc1ccc(-c2[nH]c3cc(C(=O)NCCOCCOC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)ccc3c(=O)c2O)cc1[N+](=O)[O-],NA,NA,CHEMBL4020837,J Med Chem,2018,NA,CHEMBL4066032,NA,CHEMBL4066032,NA,0,NA,3003310,NA,1,0,NA,Active,Activity,NA,NA,NA,CHEMBL1795120,Homo sapiens,Elongation factor 1-alpha 1,9606,Active,NA,Activity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEF1A1,CHEMBL1795120,NA,18111235,,CHEMBL4024030,Binding affinity to eEF1A1 in human CCRF-CEM cells after 30 mins by Western blot method,B,NA,NA,BAO_0000375,BAO_0000219,cell-based format,O=C1N[C@H]2[C@H](CS[C@H]2CCCCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCNc2ccc(-c3[nH]c4ccccc4c(=O)c3O)cc2[N+](=O)[O-])N1,NA,NA,CHEMBL4020837,J Med Chem,2018,NA,CHEMBL4095101,NA,CHEMBL4095101,NA,0,NA,3003311,NA,1,0,NA,Not active,Activity,NA,NA,NA,CHEMBL1795120,Homo sapiens,Elongation factor 1-alpha 1,9606,Not Active,NA,Activity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEF1A1,CHEMBL1795120,NA,18111240,,CHEMBL4024033,Binding affinity to recombinant human eEF1A1 expressed in HEK293 cells by ITC,B,NA,NA,BAO_0002809,BAO_0000219,cell-based format,O=C(O)c1cc(-c2[nH]c3ccccc3c(=O)c2O)ccc1N1CCCCC1,NA,NA,CHEMBL4020837,J Med Chem,2018,NA,CHEMBL4097524,NA,CHEMBL4097524,NA,0,NA,3003315,=,1,0,=,NA,Ka,10'6/M,NA,2.536,CHEMBL1795120,Homo sapiens,Elongation factor 1-alpha 1,9606,NA,NA,Ka,10'6/M,NA,NA,2.536,NA,NA,NA,NA,NA,NA,NA
EEF1A1,CHEMBL1795120,NA,18111241,,CHEMBL4024033,Binding affinity to recombinant human eEF1A1 expressed in HEK293 cells by ITC,B,NA,NA,BAO_0002809,BAO_0000219,cell-based format,O=C(O)c1cc(-c2[nH]c3ccccc3c(=O)c2O)ccc1N1CCOCC1,NA,NA,CHEMBL4020837,J Med Chem,2018,NA,CHEMBL4070348,NA,CHEMBL4070348,NA,0,NA,3003316,=,1,0,=,NA,Ka,10'7/M,NA,1.029,CHEMBL1795120,Homo sapiens,Elongation factor 1-alpha 1,9606,NA,NA,Ka,10'7/M,NA,NA,1.029,NA,NA,NA,NA,NA,NA,NA
EEF1A1,CHEMBL1795120,NA,18111242,,CHEMBL4024033,Binding affinity to recombinant human eEF1A1 expressed in HEK293 cells by ITC,B,NA,NA,BAO_0002809,BAO_0000219,cell-based format,NC(=O)c1cc(-c2[nH]c3ccccc3c(=O)c2O)ccc1N1CCCCC1,NA,NA,CHEMBL4020837,J Med Chem,2018,NA,CHEMBL4094319,NA,CHEMBL4094319,NA,0,NA,3003317,=,1,0,=,NA,Ka,10'6/M,NA,2.899,CHEMBL1795120,Homo sapiens,Elongation factor 1-alpha 1,9606,NA,NA,Ka,10'6/M,NA,NA,2.899,NA,NA,NA,NA,NA,NA,NA
EEF1A1,CHEMBL1795120,NA,18111243,,CHEMBL4024033,Binding affinity to recombinant human eEF1A1 expressed in HEK293 cells by ITC,B,NA,NA,BAO_0002809,BAO_0000219,cell-based format,NC(=O)c1cc(-c2[nH]c3ccccc3c(=O)c2O)ccc1N1CCOCC1,NA,NA,CHEMBL4020837,J Med Chem,2018,NA,CHEMBL4072881,NA,CHEMBL4072881,NA,0,NA,3003318,=,1,0,=,NA,Ka,10'6/M,NA,6.796,CHEMBL1795120,Homo sapiens,Elongation factor 1-alpha 1,9606,NA,NA,Ka,10'6/M,NA,NA,6.796,NA,NA,NA,NA,NA,NA,NA
EEF1A1,CHEMBL1795120,NA,18111244,,CHEMBL4024033,Binding affinity to recombinant human eEF1A1 expressed in HEK293 cells by ITC,B,NA,NA,BAO_0002809,BAO_0000219,cell-based format,CCCCCNC(=O)c1ccc2c(=O)c(O)c(-c3ccc(N4CCCCC4)c(C(N)=O)c3)[nH]c2c1,NA,NA,CHEMBL4020837,J Med Chem,2018,NA,CHEMBL4067648,NA,CHEMBL4067648,NA,0,NA,3003319,=,1,0,=,NA,Ka,10'6/M,NA,5.297,CHEMBL1795120,Homo sapiens,Elongation factor 1-alpha 1,9606,NA,NA,Ka,10'6/M,NA,NA,5.297,NA,NA,NA,NA,NA,NA,NA
EEF1A1,CHEMBL1795120,NA,18111245,,CHEMBL4024033,Binding affinity to recombinant human eEF1A1 expressed in HEK293 cells by ITC,B,NA,NA,BAO_0002809,BAO_0000219,cell-based format,NC(=O)c1cc(-c2[nH]c3cc(C(=O)NCc4ccccc4)ccc3c(=O)c2O)ccc1N1CCCCC1,NA,NA,CHEMBL4020837,J Med Chem,2018,NA,CHEMBL4088864,NA,CHEMBL4088864,NA,0,NA,3003320,=,1,0,=,NA,Ka,10'7/M,NA,1.809,CHEMBL1795120,Homo sapiens,Elongation factor 1-alpha 1,9606,NA,NA,Ka,10'7/M,NA,NA,1.809,NA,NA,NA,NA,NA,NA,NA
EEF1A1,CHEMBL1795120,Not Active,18111246,,CHEMBL4024033,Binding affinity to recombinant human eEF1A1 expressed in HEK293 cells by ITC,B,NA,NA,BAO_0002809,BAO_0000219,cell-based format,O=c1c(O)c(-c2ccccc2)[nH]c2ccccc12,NA,NA,CHEMBL4020837,J Med Chem,2018,NA,CHEMBL4105227,NA,CHEMBL4105227,NA,0,NA,3003321,NA,1,0,NA,NA,Ka,NA,NA,NA,CHEMBL1795120,Homo sapiens,Elongation factor 1-alpha 1,9606,NA,NA,Ka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEF1A1,CHEMBL1795120,NA,18111247,,CHEMBL4024033,Binding affinity to recombinant human eEF1A1 expressed in HEK293 cells by ITC,B,NA,NA,BAO_0002809,BAO_0000219,cell-based format,O=C(O)/C=C/c1nn(Cc2ccc(Cl)cc2Cl)c2cc(C(F)(F)F)ccc12,NA,NA,CHEMBL4020837,J Med Chem,2018,NA,CHEMBL514569,GAMENDAZOLE,CHEMBL514569,NA,0,NA,3003322,=,1,0,=,NA,Ka,10'7/M,NA,1.268,CHEMBL1795120,Homo sapiens,Elongation factor 1-alpha 1,9606,NA,NA,Ka,10'7/M,NA,NA,1.268,NA,NA,NA,NA,NA,NA,NA
EEF1A1,CHEMBL1795120,NA,18783013,,CHEMBL4270827,Binding affinity to elongation factor 1-alpha 1 in human Hela cells lysates assessed as protein enrichment by measuring normalized heavy/light ratio at by nano-LC-ESIMS/MS analysis,B,NA,NA,BAO_0000193,BAO_0000219,cell-based format,C/C=C(\C)C(=O)O[C@H]1[C@H](O)[C@]2(COC(C)=O)[C@@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,NA,NA,CHEMBL4270485,J Nat Prod,2017,NA,CHEMBL4294164,NA,CHEMBL4294164,NA,0,NA,3121021,=,1,0,=,NA,Ratio,NA,NA,0.629,CHEMBL1795120,Homo sapiens,Elongation factor 1-alpha 1,9606,NA,NA,Ratio,NA,NA,NA,0.629,NA,NA,NA,NA,NA,NA,NA
EEF1A1,CHEMBL1795120,NA,26298606,,CHEMBL5697473,Inhibition of EEF1A1 (unknown origin) assessed as fold change at 10 uM incubated for 1 hr by colloidal coomassie staining based LC-MS/MS analysis,B,NA,NA,BAO_0000179,BAO_0000357,single protein format,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,NA,NA,CHEMBL5696440,Nature,2011,NA,CHEMBL1232461,MOLIBRESIB,CHEMBL1232461,NA,0,NA,4139758,=,72,0,=,NA,FC,NA,NA,0.825,CHEMBL1795120,Homo sapiens,Elongation factor 1-alpha 1,9606,NA,NA,FC,NA,NA,NA,0.825,INHIBITOR,"Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway",NEGATIVE MODULATOR,NA,NA,NA,NA
EEF1A1,CHEMBL1795120,NA,26299306,,CHEMBL5698173,Inhibition of EEF1A1 (unknown origin) assessed as fold change at 2 uM incubated for 1 hr by colloidal coomassie staining based LC-MS/MS analysis,B,NA,NA,BAO_0000179,BAO_0000357,single protein format,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,NA,NA,CHEMBL5696440,Nature,2011,NA,CHEMBL1232461,MOLIBRESIB,CHEMBL1232461,NA,0,NA,4139758,=,72,0,=,NA,FC,NA,NA,1.0,CHEMBL1795120,Homo sapiens,Elongation factor 1-alpha 1,9606,NA,NA,FC,NA,NA,NA,1.0,INHIBITOR,"Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway",NEGATIVE MODULATOR,NA,NA,NA,NA
EEF1A1,CHEMBL1795120,NA,26300006,,CHEMBL5698873,Inhibition of EEF1A1 (unknown origin) assessed as fold change at 0.4 uM incubated for 1 hr by colloidal coomassie staining based LC-MS/MS analysis,B,NA,NA,BAO_0000179,BAO_0000357,single protein format,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,NA,NA,CHEMBL5696440,Nature,2011,NA,CHEMBL1232461,MOLIBRESIB,CHEMBL1232461,NA,0,NA,4139758,=,72,0,=,NA,FC,NA,NA,0.995,CHEMBL1795120,Homo sapiens,Elongation factor 1-alpha 1,9606,NA,NA,FC,NA,NA,NA,0.995,INHIBITOR,"Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway",NEGATIVE MODULATOR,NA,NA,NA,NA
EEF1A1,CHEMBL1795120,NA,26300706,,CHEMBL5699573,Inhibition of EEF1A1 (unknown origin) assessed as fold change at 0.08 uM incubated for 1 hr by colloidal coomassie staining based LC-MS/MS analysis,B,NA,NA,BAO_0000179,BAO_0000357,single protein format,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,NA,NA,CHEMBL5696440,Nature,2011,NA,CHEMBL1232461,MOLIBRESIB,CHEMBL1232461,NA,0,NA,4139758,=,72,0,=,NA,FC,NA,NA,0.951,CHEMBL1795120,Homo sapiens,Elongation factor 1-alpha 1,9606,NA,NA,FC,NA,NA,NA,0.951,INHIBITOR,"Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway",NEGATIVE MODULATOR,NA,NA,NA,NA
EEF1A1,CHEMBL1795120,NA,26301406,,CHEMBL5700273,Inhibition of EEF1A1 (unknown origin) assessed as fold change at 0.016 uM incubated for 1 hr by colloidal coomassie staining based LC-MS/MS analysis,B,NA,NA,BAO_0000179,BAO_0000357,single protein format,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,NA,NA,CHEMBL5696440,Nature,2011,NA,CHEMBL1232461,MOLIBRESIB,CHEMBL1232461,NA,0,NA,4139758,=,72,0,=,NA,FC,NA,NA,0.872,CHEMBL1795120,Homo sapiens,Elongation factor 1-alpha 1,9606,NA,NA,FC,NA,NA,NA,0.872,INHIBITOR,"Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway",NEGATIVE MODULATOR,NA,NA,NA,NA
EEF1A1,CHEMBL1795120,NA,26302106,,CHEMBL5700973,Inhibition of EEF1A1 (unknown origin) incubated for 1 hr by colloidal coomassie staining based LC-MS/MS analysis,B,NA,NA,BAO_0000190,BAO_0000357,single protein format,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,NA,NA,CHEMBL5696440,Nature,2011,NA,CHEMBL1232461,MOLIBRESIB,CHEMBL1232461,NA,0,http://www.openphacts.org/units/Nanomolar,4139758,>=,72,1,>=,NA,IC50,nM,NA,10000.0,CHEMBL1795120,Homo sapiens,Elongation factor 1-alpha 1,9606,NA,NA,IC50,uM,UO_0000065,NA,10.0,NA,NA,NA,NA,NA,NA,NA
RPL7,CHEMBL6066948,NA,26221782,,CHEMBL5652315,Binding affinity to human RPL7 incubated for 45 mins by Kinobead based pull down assay,B,NA,NA,BAO_0000034,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12,NA,NA,CHEMBL5649169,ChemMedChem,2018,NA,CHEMBL5653589,NA,CHEMBL5653589,4.91,0,http://www.openphacts.org/units/Nanomolar,4136306,=,72,1,=,NA,Kd,nM,NA,12290.41,CHEMBL6066948,Homo sapiens,Large ribosomal subunit protein uL30,9606,NA,NA,Kd(app),nM,UO_0000065,NA,12290.41,BINDING AGENT,"Binds to a substance such as a cell surface antigen, targeting a drug to that location, but not necessarily affecting the functioning of the substance itself",OTHER,9.75,0.18,-0.84,5.03
RPL7,CHEMBL6066948,NA,26221783,,CHEMBL5652315,Binding affinity to human RPL7 incubated for 45 mins by Kinobead based pull down assay,B,NA,NA,BAO_0003036,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12,NA,NA,CHEMBL5649169,ChemMedChem,2018,NA,CHEMBL5653589,NA,CHEMBL5653589,4.91,0,http://www.openphacts.org/units/Nanomolar,4136306,=,72,0,=,NA,ED50,nM,NA,12290.41,CHEMBL6066948,Homo sapiens,Large ribosomal subunit protein uL30,9606,NA,NA,ED50,nM,UO_0000065,NA,12290.41,BINDING AGENT,"Binds to a substance such as a cell surface antigen, targeting a drug to that location, but not necessarily affecting the functioning of the substance itself",OTHER,NA,NA,NA,NA
RPL7,CHEMBL6066948,NA,26221784,,CHEMBL5652315,Binding affinity to human RPL7 incubated for 45 mins by Kinobead based pull down assay,B,NA,NA,BAO_0000034,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C,NA,NA,CHEMBL5649169,ChemMedChem,2018,NA,CHEMBL3752910,NA,CHEMBL3752910,7.78,0,http://www.openphacts.org/units/Nanomolar,4136305,=,72,1,=,NA,Kd,nM,NA,16.7,CHEMBL6066948,Homo sapiens,Large ribosomal subunit protein uL30,9606,NA,NA,Kd(app),nM,UO_0000065,NA,16.697,BINDING AGENT,"Binds to a substance such as a cell surface antigen, targeting a drug to that location, but not necessarily affecting the functioning of the substance itself",OTHER,15.45,0.29,2.03,7.97
RPL7,CHEMBL6066948,NA,26221785,,CHEMBL5652315,Binding affinity to human RPL7 incubated for 45 mins by Kinobead based pull down assay,B,NA,NA,BAO_0003036,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C,NA,NA,CHEMBL5649169,ChemMedChem,2018,NA,CHEMBL3752910,NA,CHEMBL3752910,7.78,0,http://www.openphacts.org/units/Nanomolar,4136305,=,72,0,=,NA,ED50,nM,NA,16.7,CHEMBL6066948,Homo sapiens,Large ribosomal subunit protein uL30,9606,NA,NA,ED50,nM,UO_0000065,NA,16.697,BINDING AGENT,"Binds to a substance such as a cell surface antigen, targeting a drug to that location, but not necessarily affecting the functioning of the substance itself",OTHER,NA,NA,NA,NA
RPS2,CHEMBL6066954,NA,26221858,,CHEMBL5652335,Binding affinity to human RPS2 incubated for 45 mins by Kinobead based pull down assay,B,NA,NA,BAO_0000034,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12,NA,NA,CHEMBL5649169,ChemMedChem,2018,NA,CHEMBL5653589,NA,CHEMBL5653589,5.74,0,http://www.openphacts.org/units/Nanomolar,4136306,=,72,1,=,NA,Kd,nM,NA,1825.35,CHEMBL6066954,Homo sapiens,Small ribosomal subunit protein uS5,9606,NA,NA,Kd(app),nM,UO_0000065,NA,1825.345,BINDING AGENT,"Binds to a substance such as a cell surface antigen, targeting a drug to that location, but not necessarily affecting the functioning of the substance itself",OTHER,11.40,0.21,-0.01,5.88
RPS2,CHEMBL6066954,NA,26221859,,CHEMBL5652335,Binding affinity to human RPS2 incubated for 45 mins by Kinobead based pull down assay,B,NA,NA,BAO_0003036,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12,NA,NA,CHEMBL5649169,ChemMedChem,2018,NA,CHEMBL5653589,NA,CHEMBL5653589,5.74,0,http://www.openphacts.org/units/Nanomolar,4136306,=,72,0,=,NA,ED50,nM,NA,1825.35,CHEMBL6066954,Homo sapiens,Small ribosomal subunit protein uS5,9606,NA,NA,ED50,nM,UO_0000065,NA,1825.345,BINDING AGENT,"Binds to a substance such as a cell surface antigen, targeting a drug to that location, but not necessarily affecting the functioning of the substance itself",OTHER,NA,NA,NA,NA
RPS2,CHEMBL6066954,NA,26221860,,CHEMBL5652335,Binding affinity to human RPS2 incubated for 45 mins by Kinobead based pull down assay,B,NA,NA,BAO_0000034,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C,NA,NA,CHEMBL5649169,ChemMedChem,2018,NA,CHEMBL3752910,NA,CHEMBL3752910,7.09,0,http://www.openphacts.org/units/Nanomolar,4136305,=,72,1,=,NA,Kd,nM,NA,80.43,CHEMBL6066954,Homo sapiens,Small ribosomal subunit protein uS5,9606,NA,NA,Kd(app),nM,UO_0000065,NA,80.432,BINDING AGENT,"Binds to a substance such as a cell surface antigen, targeting a drug to that location, but not necessarily affecting the functioning of the substance itself",OTHER,14.09,0.26,1.34,7.27
