stitch_flat_id,stitch_stereo_id,label_umls_id,placebo,frequency_description,frequency_lower,frequency_upper,meddra_concept_type,meddra_umls_id,side_effect_name,is_placebo,sider_version
CID100000137,CID000000137,C0019080,,4%,0.04,0.04,PT,C0518015,Haemoglobin,FALSE,4.1
CID100000137,CID000000137,C0019080,,0%,0,0,PT,C0019080,Haemorrhage,FALSE,4.1
CID100000137,CID000000137,C0019080,,2%,0.02,0.02,PT,C0019080,Haemorrhage,FALSE,4.1
CID100000137,CID000000137,C0019080,,4%,0.04,0.04,PT,C0019080,Haemorrhage,FALSE,4.1
CID100000137,CID000000137,C0013604,,0%,0,0,PT,C0013604,Oedema,FALSE,4.1
CID100000137,CID000000137,C0013604,,1%,0.01,0.01,PT,C0013604,Oedema,FALSE,4.1
CID100000137,CID000000137,C0030193,,0%,0,0,PT,C0030193,Pain,FALSE,4.1
CID100000137,CID000000137,C0030193,,1%,0.01,0.01,PT,C0030193,Pain,FALSE,4.1
CID100000137,CID000000137,C0033774,,0%,0,0,PT,C0033774,Pruritus,FALSE,4.1
CID100000137,CID000000137,C0033774,,1%,0.01,0.01,PT,C0033774,Pruritus,FALSE,4.1
CID100000137,CID000000137,C0033774,,14%,0.14,0.14,PT,C0033774,Pruritus,FALSE,4.1
CID100000137,CID000000137,C0033774,,19%,0.19,0.19,PT,C0033774,Pruritus,FALSE,4.1
CID100000137,CID000000137,C0033774,,25%,0.25,0.25,PT,C0033774,Pruritus,FALSE,4.1
CID100000137,CID000000137,C0033774,,7%,0.07,0.07,PT,C0033774,Pruritus,FALSE,4.1
CID100000137,CID000000137,C0241157,,0%,0,0,PT,C0085641,Rash pustular,FALSE,4.1
CID100000137,CID000000137,C0241157,,4%,0.04,0.04,PT,C0085641,Rash pustular,FALSE,4.1
CID100000137,CID000000137,C0205204,,0%,0,0,PT,C0205204,Scab,FALSE,4.1
CID100000137,CID000000137,C0205204,,1%,0.01,0.01,PT,C0205204,Scab,FALSE,4.1
CID100000137,CID000000137,C0205204,,12%,0.12,0.12,PT,C0205204,Scab,FALSE,4.1
CID100000137,CID000000137,C0205204,,19%,0.19,0.19,PT,C0205204,Scab,FALSE,4.1
CID100000137,CID000000137,C0205204,,2%,0.02,0.02,PT,C0205204,Scab,FALSE,4.1
CID100000137,CID000000137,C0205204,,64%,0.64,0.64,PT,C0205204,Scab,FALSE,4.1
CID100000137,CID000000137,C0205204,,71%,0.71,0.71,PT,C0205204,Scab,FALSE,4.1
CID100000137,CID000000137,C0037274,,0%,0,0,PT,C0037274,Skin disorder,FALSE,4.1
CID100000137,CID000000137,C0037274,,12%,0.12,0.12,PT,C0037274,Skin disorder,FALSE,4.1
CID100000137,CID000000137,C0037274,,5%,0.05,0.05,PT,C0037274,Skin disorder,FALSE,4.1
CID100000137,CID000000137,C0162834,,20%,0.2,0.2,PT,C0162834,Skin hyperpigmentation,FALSE,4.1
CID100000137,CID000000137,C0162834,,22%,0.22,0.22,PT,C0162834,Skin hyperpigmentation,FALSE,4.1
CID100000137,CID000000137,C0162834,,33%,0.33,0.33,PT,C0162834,Skin hyperpigmentation,FALSE,4.1
CID100000137,CID000000137,C0162834,,36%,0.36,0.36,PT,C0162834,Skin hyperpigmentation,FALSE,4.1
CID100000137,CID000000137,C0234233,,0%,0,0,PT,C0234233,Tenderness,FALSE,4.1
CID100000137,CID000000137,C0234233,,1%,0.01,0.01,PT,C0234233,Tenderness,FALSE,4.1
CID100000137,CID000000137,C0234233,,2%,0.02,0.02,PT,C0234233,Tenderness,FALSE,4.1
CID100000137,CID000000137,C0041582,,0%,0,0,PT,C0041582,Ulcer,FALSE,4.1
CID100000137,CID000000137,C0041582,,2%,0.02,0.02,PT,C0041582,Ulcer,FALSE,4.1
CID100000137,CID000000137,C0041582,,4%,0.04,0.04,PT,C0041582,Ulcer,FALSE,4.1
CID100000137,CID000000137,C0221232,,0%,0,0,PT,C0042109,Urticaria,FALSE,4.1
CID100000137,CID000000137,C0221232,,1%,0.01,0.01,PT,C0042109,Urticaria,FALSE,4.1
CID100000137,CID000000137,C0221232,,2%,0.02,0.02,PT,C0042109,Urticaria,FALSE,4.1
CID100000137,CID000000137,C0221232,,7%,0.07,0.07,PT,C0042109,Urticaria,FALSE,4.1
CID100000143,CID000000143,C0002170,,37%,0.37,0.37,PT,C0002170,Alopecia,FALSE,4.1
CID100000143,CID000000143,C0002170,,42%,0.42,0.42,PT,C0002170,Alopecia,FALSE,4.1
CID100000143,CID000000143,C0002170,,43%,0.43,0.43,PT,C0002170,Alopecia,FALSE,4.1
CID100000143,CID000000143,C0002170,,5%,0.05,0.05,PT,C0002170,Alopecia,FALSE,4.1
CID100000143,CID000000143,C0002170,,6%,0.06,0.06,PT,C0002170,Alopecia,FALSE,4.1
CID100000143,CID000000143,C0002170,,7%,0.07,0.07,PT,C0002170,Alopecia,FALSE,4.1
CID100000143,CID000006006,C0002170,,37%,0.37,0.37,PT,C0002170,Alopecia,FALSE,4.1
CID100000143,CID000006006,C0002170,,42%,0.42,0.42,PT,C0002170,Alopecia,FALSE,4.1
CID100000143,CID000006006,C0002170,,43%,0.43,0.43,PT,C0002170,Alopecia,FALSE,4.1
CID100000143,CID000006006,C0002170,,5%,0.05,0.05,PT,C0002170,Alopecia,FALSE,4.1
CID100000143,CID000006006,C0002170,,6%,0.06,0.06,PT,C0002170,Alopecia,FALSE,4.1
CID100000143,CID000006006,C0002170,,7%,0.07,0.07,PT,C0002170,Alopecia,FALSE,4.1
CID100000143,CID000000143,C0015672,,12%,0.12,0.12,PT,C0004093,Asthenia,FALSE,4.1
CID100000143,CID000000143,C0015672,,13%,0.13,0.13,PT,C0004093,Asthenia,FALSE,4.1
CID100000143,CID000000143,C0015672,,2%,0.02,0.02,PT,C0004093,Asthenia,FALSE,4.1
CID100000143,CID000000143,C0015672,,3%,0.03,0.03,PT,C0004093,Asthenia,FALSE,4.1
CID100000143,CID000000143,C0015672,,6%,0.06,0.06,PT,C0004093,Asthenia,FALSE,4.1
CID100000143,CID000006006,C0015672,,12%,0.12,0.12,PT,C0004093,Asthenia,FALSE,4.1
CID100000143,CID000006006,C0015672,,13%,0.13,0.13,PT,C0004093,Asthenia,FALSE,4.1
CID100000143,CID000006006,C0015672,,2%,0.02,0.02,PT,C0004093,Asthenia,FALSE,4.1
CID100000143,CID000006006,C0015672,,3%,0.03,0.03,PT,C0004093,Asthenia,FALSE,4.1
CID100000143,CID000006006,C0015672,,6%,0.06,0.06,PT,C0004093,Asthenia,FALSE,4.1
CID100000143,CID000149436,C0424790,,postmarketing,0,0.001,PT,C0085593,Chills,FALSE,4.1
CID100000143,CID000000143,C0009806,,0%,0,0,PT,C0009806,Constipation,FALSE,4.1
CID100000143,CID000000143,C0009806,,1%,0.01,0.01,PT,C0009806,Constipation,FALSE,4.1
CID100000143,CID000000143,C0009806,,3%,0.03,0.03,PT,C0009806,Constipation,FALSE,4.1
CID100000143,CID000000143,C0009806,,4%,0.04,0.04,PT,C0009806,Constipation,FALSE,4.1
CID100000143,CID000006006,C0009806,,0%,0,0,PT,C0009806,Constipation,FALSE,4.1
CID100000143,CID000006006,C0009806,,1%,0.01,0.01,PT,C0009806,Constipation,FALSE,4.1
CID100000143,CID000006006,C0009806,,3%,0.03,0.03,PT,C0009806,Constipation,FALSE,4.1
CID100000143,CID000006006,C0009806,,4%,0.04,0.04,PT,C0009806,Constipation,FALSE,4.1
CID100000143,CID000000143,C0036572,,1%,0,0.01,PT,C0036572,Convulsion,FALSE,4.1
CID100000143,CID000000143,C0003123,,1%,0.01,0.01,PT,C0232462,Decreased appetite,FALSE,4.1
CID100000143,CID000000143,C0003123,,14%,0.14,0.14,PT,C0232462,Decreased appetite,FALSE,4.1
CID100000143,CID000000143,C0003123,,22%,0.22,0.22,PT,C0232462,Decreased appetite,FALSE,4.1
CID100000143,CID000000143,C0003123,,4%,0.04,0.04,PT,C0232462,Decreased appetite,FALSE,4.1
CID100000143,CID000006006,C0003123,,1%,0.01,0.01,PT,C0232462,Decreased appetite,FALSE,4.1
CID100000143,CID000006006,C0003123,,14%,0.14,0.14,PT,C0232462,Decreased appetite,FALSE,4.1
CID100000143,CID000006006,C0003123,,22%,0.22,0.22,PT,C0232462,Decreased appetite,FALSE,4.1
CID100000143,CID000006006,C0003123,,4%,0.04,0.04,PT,C0232462,Decreased appetite,FALSE,4.1
CID100000143,CID000000143,C0011603,,1%,0.01,0.01,PT,C0011603,Dermatitis,FALSE,4.1
CID100000143,CID000000143,C0011603,,13%,0.13,0.13,PT,C0011603,Dermatitis,FALSE,4.1
CID100000143,CID000000143,C0011603,,2%,0.02,0.02,PT,C0011603,Dermatitis,FALSE,4.1
CID100000143,CID000000143,C0011603,,21%,0.21,0.21,PT,C0011603,Dermatitis,FALSE,4.1
CID100000143,CID000000143,C0011603,,25%,0.25,0.25,PT,C0011603,Dermatitis,FALSE,4.1
CID100000143,CID000006006,C0011603,,1%,0.01,0.01,PT,C0011603,Dermatitis,FALSE,4.1
CID100000143,CID000006006,C0011603,,13%,0.13,0.13,PT,C0011603,Dermatitis,FALSE,4.1
CID100000143,CID000006006,C0011603,,2%,0.02,0.02,PT,C0011603,Dermatitis,FALSE,4.1
CID100000143,CID000006006,C0011603,,21%,0.21,0.21,PT,C0011603,Dermatitis,FALSE,4.1
CID100000143,CID000006006,C0011603,,25%,0.25,0.25,PT,C0011603,Dermatitis,FALSE,4.1
CID100000143,CID000149436,C0015230,,postmarketing,0,0.001,PT,C0011603,Dermatitis,FALSE,4.1
CID100000143,CID000000143,C0011991,,11%,0.11,0.11,PT,C0011991,Diarrhoea,FALSE,4.1
CID100000143,CID000000143,C0011991,,14%,0.14,0.14,PT,C0011991,Diarrhoea,FALSE,4.1
CID100000143,CID000000143,C0011991,,18%,0.18,0.18,PT,C0011991,Diarrhoea,FALSE,4.1
CID100000143,CID000000143,C0011991,,43%,0.43,0.43,PT,C0011991,Diarrhoea,FALSE,4.1
CID100000143,CID000000143,C0011991,,66%,0.66,0.66,PT,C0011991,Diarrhoea,FALSE,4.1
CID100000143,CID000000143,C0011991,,67%,0.67,0.67,PT,C0011991,Diarrhoea,FALSE,4.1
CID100000143,CID000006006,C0011991,,11%,0.11,0.11,PT,C0011991,Diarrhoea,FALSE,4.1
CID100000143,CID000006006,C0011991,,14%,0.14,0.14,PT,C0011991,Diarrhoea,FALSE,4.1
CID100000143,CID000006006,C0011991,,18%,0.18,0.18,PT,C0011991,Diarrhoea,FALSE,4.1
CID100000143,CID000006006,C0011991,,43%,0.43,0.43,PT,C0011991,Diarrhoea,FALSE,4.1
CID100000143,CID000006006,C0011991,,66%,0.66,0.66,PT,C0011991,Diarrhoea,FALSE,4.1
CID100000143,CID000006006,C0011991,,67%,0.67,0.67,PT,C0011991,Diarrhoea,FALSE,4.1
CID100000143,CID000000143,C0231218,,12%,0.12,0.12,PT,C0234215,Discomfort,FALSE,4.1
CID100000143,CID000000143,C0231218,,13%,0.13,0.13,PT,C0234215,Discomfort,FALSE,4.1
CID100000143,CID000000143,C0231218,,2%,0.02,0.02,PT,C0234215,Discomfort,FALSE,4.1
CID100000143,CID000000143,C0231218,,3%,0.03,0.03,PT,C0234215,Discomfort,FALSE,4.1
CID100000143,CID000000143,C0231218,,6%,0.06,0.06,PT,C0234215,Discomfort,FALSE,4.1
CID100000143,CID000006006,C0231218,,12%,0.12,0.12,PT,C0234215,Discomfort,FALSE,4.1
CID100000143,CID000006006,C0231218,,13%,0.13,0.13,PT,C0234215,Discomfort,FALSE,4.1
CID100000143,CID000006006,C0231218,,2%,0.02,0.02,PT,C0234215,Discomfort,FALSE,4.1
CID100000143,CID000006006,C0231218,,3%,0.03,0.03,PT,C0234215,Discomfort,FALSE,4.1
CID100000143,CID000006006,C0231218,,6%,0.06,0.06,PT,C0234215,Discomfort,FALSE,4.1
CID100000143,CID000149436,C0013404,,postmarketing,0,0.001,PT,C0013404,Dyspnoea,FALSE,4.1
CID100000143,CID000000143,C0015672,,12%,0.12,0.12,PT,C0015672,Fatigue,FALSE,4.1
CID100000143,CID000000143,C0015672,,13%,0.13,0.13,PT,C0015672,Fatigue,FALSE,4.1
CID100000143,CID000000143,C0015672,,2%,0.02,0.02,PT,C0015672,Fatigue,FALSE,4.1
CID100000143,CID000000143,C0015672,,3%,0.03,0.03,PT,C0015672,Fatigue,FALSE,4.1
CID100000143,CID000000143,C0015672,,6%,0.06,0.06,PT,C0015672,Fatigue,FALSE,4.1
CID100000143,CID000006006,C0015672,,12%,0.12,0.12,PT,C0015672,Fatigue,FALSE,4.1
CID100000143,CID000006006,C0015672,,13%,0.13,0.13,PT,C0015672,Fatigue,FALSE,4.1
CID100000143,CID000006006,C0015672,,2%,0.02,0.02,PT,C0015672,Fatigue,FALSE,4.1
CID100000143,CID000006006,C0015672,,3%,0.03,0.03,PT,C0015672,Fatigue,FALSE,4.1
CID100000143,CID000006006,C0015672,,6%,0.06,0.06,PT,C0015672,Fatigue,FALSE,4.1
CID100000143,CID000000143,C0231218,,12%,0.12,0.12,PT,C1443060,Feeling abnormal,FALSE,4.1
CID100000143,CID000000143,C0231218,,13%,0.13,0.13,PT,C1443060,Feeling abnormal,FALSE,4.1
CID100000143,CID000000143,C0231218,,2%,0.02,0.02,PT,C1443060,Feeling abnormal,FALSE,4.1
CID100000143,CID000000143,C0231218,,3%,0.03,0.03,PT,C1443060,Feeling abnormal,FALSE,4.1
CID100000143,CID000000143,C0231218,,6%,0.06,0.06,PT,C1443060,Feeling abnormal,FALSE,4.1
CID100000143,CID000006006,C0231218,,12%,0.12,0.12,PT,C1443060,Feeling abnormal,FALSE,4.1
CID100000143,CID000006006,C0231218,,13%,0.13,0.13,PT,C1443060,Feeling abnormal,FALSE,4.1
CID100000143,CID000006006,C0231218,,2%,0.02,0.02,PT,C1443060,Feeling abnormal,FALSE,4.1
CID100000143,CID000006006,C0231218,,3%,0.03,0.03,PT,C1443060,Feeling abnormal,FALSE,4.1
CID100000143,CID000006006,C0231218,,6%,0.06,0.06,PT,C1443060,Feeling abnormal,FALSE,4.1
CID100000143,CID000149436,C0020517,,postmarketing,0,0.001,PT,C0020517,Hypersensitivity,FALSE,4.1
CID100000143,CID000000143,C0231218,,12%,0.12,0.12,PT,C2047937,Ill-defined disorder,FALSE,4.1
CID100000143,CID000000143,C0231218,,13%,0.13,0.13,PT,C2047937,Ill-defined disorder,FALSE,4.1
CID100000143,CID000000143,C0231218,,2%,0.02,0.02,PT,C2047937,Ill-defined disorder,FALSE,4.1
CID100000143,CID000000143,C0231218,,3%,0.03,0.03,PT,C2047937,Ill-defined disorder,FALSE,4.1
CID100000143,CID000000143,C0231218,,6%,0.06,0.06,PT,C2047937,Ill-defined disorder,FALSE,4.1
CID100000143,CID000006006,C0231218,,12%,0.12,0.12,PT,C2047937,Ill-defined disorder,FALSE,4.1
CID100000143,CID000006006,C0231218,,13%,0.13,0.13,PT,C2047937,Ill-defined disorder,FALSE,4.1
CID100000143,CID000006006,C0231218,,2%,0.02,0.02,PT,C2047937,Ill-defined disorder,FALSE,4.1
CID100000143,CID000006006,C0231218,,3%,0.03,0.03,PT,C2047937,Ill-defined disorder,FALSE,4.1
CID100000143,CID000006006,C0231218,,6%,0.06,0.06,PT,C2047937,Ill-defined disorder,FALSE,4.1
CID100000143,CID000000143,C0009450,,1%,0.01,0.01,PT,C0009450,Infection,FALSE,4.1
CID100000143,CID000000143,C0009450,,2%,0.02,0.02,PT,C0009450,Infection,FALSE,4.1
CID100000143,CID000000143,C0009450,,3%,0.03,0.03,PT,C0009450,Infection,FALSE,4.1
CID100000143,CID000000143,C0009450,,7%,0.07,0.07,PT,C0009450,Infection,FALSE,4.1
CID100000143,CID000000143,C0009450,,8%,0.08,0.08,PT,C0009450,Infection,FALSE,4.1
CID100000143,CID000006006,C0009450,,1%,0.01,0.01,PT,C0009450,Infection,FALSE,4.1
CID100000143,CID000006006,C0009450,,2%,0.02,0.02,PT,C0009450,Infection,FALSE,4.1
CID100000143,CID000006006,C0009450,,3%,0.03,0.03,PT,C0009450,Infection,FALSE,4.1
CID100000143,CID000006006,C0009450,,7%,0.07,0.07,PT,C0009450,Infection,FALSE,4.1
CID100000143,CID000006006,C0009450,,8%,0.08,0.08,PT,C0009450,Infection,FALSE,4.1
CID100000143,CID000000143,C0023380,,12%,0.12,0.12,PT,C0023380,Lethargy,FALSE,4.1
CID100000143,CID000000143,C0023380,,13%,0.13,0.13,PT,C0023380,Lethargy,FALSE,4.1
CID100000143,CID000000143,C0023380,,2%,0.02,0.02,PT,C0023380,Lethargy,FALSE,4.1
CID100000143,CID000000143,C0023380,,3%,0.03,0.03,PT,C0023380,Lethargy,FALSE,4.1
CID100000143,CID000000143,C0023380,,6%,0.06,0.06,PT,C0023380,Lethargy,FALSE,4.1
CID100000143,CID000006006,C0023380,,12%,0.12,0.12,PT,C0023380,Lethargy,FALSE,4.1
CID100000143,CID000006006,C0023380,,13%,0.13,0.13,PT,C0023380,Lethargy,FALSE,4.1
CID100000143,CID000006006,C0023380,,2%,0.02,0.02,PT,C0023380,Lethargy,FALSE,4.1
CID100000143,CID000006006,C0023380,,3%,0.03,0.03,PT,C0023380,Lethargy,FALSE,4.1
CID100000143,CID000006006,C0023380,,6%,0.06,0.06,PT,C0023380,Lethargy,FALSE,4.1
CID100000143,CID000000143,C0023530,,14%,0.14,0.14,PT,C0023530,Leukopenia,FALSE,4.1
CID100000143,CID000000143,C0023530,,23%,0.23,0.23,PT,C0023530,Leukopenia,FALSE,4.1
CID100000143,CID000000143,C0023530,,48%,0.48,0.48,PT,C0023530,Leukopenia,FALSE,4.1
CID100000143,CID000000143,C0023530,,69%,0.69,0.69,PT,C0023530,Leukopenia,FALSE,4.1
CID100000143,CID000000143,C0023530,,83%,0.83,0.83,PT,C0023530,Leukopenia,FALSE,4.1
CID100000143,CID000000143,C0023530,,93%,0.93,0.93,PT,C0023530,Leukopenia,FALSE,4.1
CID100000143,CID000006006,C0023530,,14%,0.14,0.14,PT,C0023530,Leukopenia,FALSE,4.1
CID100000143,CID000006006,C0023530,,23%,0.23,0.23,PT,C0023530,Leukopenia,FALSE,4.1
CID100000143,CID000006006,C0023530,,48%,0.48,0.48,PT,C0023530,Leukopenia,FALSE,4.1
CID100000143,CID000006006,C0023530,,69%,0.69,0.69,PT,C0023530,Leukopenia,FALSE,4.1
CID100000143,CID000006006,C0023530,,83%,0.83,0.83,PT,C0023530,Leukopenia,FALSE,4.1
CID100000143,CID000006006,C0023530,,93%,0.93,0.93,PT,C0023530,Leukopenia,FALSE,4.1
CID100000143,CID000000143,C0231218,,12%,0.12,0.12,PT,C0231218,Malaise,FALSE,4.1
CID100000143,CID000000143,C0231218,,13%,0.13,0.13,PT,C0231218,Malaise,FALSE,4.1
CID100000143,CID000000143,C0231218,,2%,0.02,0.02,PT,C0231218,Malaise,FALSE,4.1
CID100000143,CID000000143,C0231218,,3%,0.03,0.03,PT,C0231218,Malaise,FALSE,4.1
CID100000143,CID000000143,C0231218,,6%,0.06,0.06,PT,C0231218,Malaise,FALSE,4.1
CID100000143,CID000006006,C0231218,,12%,0.12,0.12,PT,C0231218,Malaise,FALSE,4.1
CID100000143,CID000006006,C0231218,,13%,0.13,0.13,PT,C0231218,Malaise,FALSE,4.1
CID100000143,CID000006006,C0231218,,2%,0.02,0.02,PT,C0231218,Malaise,FALSE,4.1
CID100000143,CID000006006,C0231218,,3%,0.03,0.03,PT,C0231218,Malaise,FALSE,4.1
CID100000143,CID000006006,C0231218,,6%,0.06,0.06,PT,C0231218,Malaise,FALSE,4.1
CID100000143,CID000000143,C0027497,,10%,0.1,0.1,PT,C0027497,Nausea,FALSE,4.1
CID100000143,CID000000143,C0027497,,6%,0.06,0.06,PT,C0027497,Nausea,FALSE,4.1
CID100000143,CID000000143,C0027497,,60%,0.6,0.6,PT,C0027497,Nausea,FALSE,4.1
CID100000143,CID000000143,C0027497,,74%,0.74,0.74,PT,C0027497,Nausea,FALSE,4.1
CID100000143,CID000000143,C0027497,,80%,0.8,0.8,PT,C0027497,Nausea,FALSE,4.1
CID100000143,CID000000143,C0027497,,9%,0.09,0.09,PT,C0027497,Nausea,FALSE,4.1
CID100000143,CID000006006,C0027497,,10%,0.1,0.1,PT,C0027497,Nausea,FALSE,4.1
CID100000143,CID000006006,C0027497,,6%,0.06,0.06,PT,C0027497,Nausea,FALSE,4.1
CID100000143,CID000006006,C0027497,,60%,0.6,0.6,PT,C0027497,Nausea,FALSE,4.1
CID100000143,CID000006006,C0027497,,74%,0.74,0.74,PT,C0027497,Nausea,FALSE,4.1
CID100000143,CID000006006,C0027497,,80%,0.8,0.8,PT,C0027497,Nausea,FALSE,4.1
CID100000143,CID000006006,C0027497,,9%,0.09,0.09,PT,C0027497,Nausea,FALSE,4.1
CID100000143,CID000149436,C0027497,,19%,0.19,0.19,PT,C0027497,Nausea,FALSE,4.1
CID100000143,CID000149436,C0033774,,postmarketing,0,0.001,PT,C0033774,Pruritus,FALSE,4.1
CID100000143,CID000149436,C0015230,,postmarketing,0,0.001,PT,C0015230,Rash,FALSE,4.1
CID100000143,CID000000143,C1325847,,1%,0,0.01,PT,C1325847,Sensitisation,FALSE,4.1
CID100000143,CID000000143,C0038362,,16%,0.16,0.16,PT,C0038362,Stomatitis,FALSE,4.1
CID100000143,CID000000143,C0038362,,27%,0.27,0.27,PT,C0038362,Stomatitis,FALSE,4.1
CID100000143,CID000000143,C0038362,,29%,0.29,0.29,PT,C0038362,Stomatitis,FALSE,4.1
CID100000143,CID000000143,C0038362,,59%,0.59,0.59,PT,C0038362,Stomatitis,FALSE,4.1
CID100000143,CID000000143,C0038362,,75%,0.75,0.75,PT,C0038362,Stomatitis,FALSE,4.1
CID100000143,CID000000143,C0038362,,84%,0.84,0.84,PT,C0038362,Stomatitis,FALSE,4.1
CID100000143,CID000006006,C0038362,,16%,0.16,0.16,PT,C0038362,Stomatitis,FALSE,4.1
CID100000143,CID000006006,C0038362,,27%,0.27,0.27,PT,C0038362,Stomatitis,FALSE,4.1
CID100000143,CID000006006,C0038362,,29%,0.29,0.29,PT,C0038362,Stomatitis,FALSE,4.1
CID100000143,CID000006006,C0038362,,59%,0.59,0.59,PT,C0038362,Stomatitis,FALSE,4.1
CID100000143,CID000006006,C0038362,,75%,0.75,0.75,PT,C0038362,Stomatitis,FALSE,4.1
CID100000143,CID000006006,C0038362,,84%,0.84,0.84,PT,C0038362,Stomatitis,FALSE,4.1
CID100000143,CID000149436,C0038362,,38%,0.38,0.38,PT,C0038362,Stomatitis,FALSE,4.1
CID100000143,CID000000143,C0040034,,1%,0.01,0.01,PT,C0040034,Thrombocytopenia,FALSE,4.1
CID100000143,CID000000143,C0040034,,18%,0.18,0.18,PT,C0040034,Thrombocytopenia,FALSE,4.1
CID100000143,CID000000143,C0040034,,2%,0.02,0.02,PT,C0040034,Thrombocytopenia,FALSE,4.1
CID100000143,CID000000143,C0040034,,3%,0.03,0.03,PT,C0040034,Thrombocytopenia,FALSE,4.1
CID100000143,CID000000143,C0040034,,8%,0.08,0.08,PT,C0040034,Thrombocytopenia,FALSE,4.1
CID100000143,CID000006006,C0040034,,1%,0.01,0.01,PT,C0040034,Thrombocytopenia,FALSE,4.1
CID100000143,CID000006006,C0040034,,18%,0.18,0.18,PT,C0040034,Thrombocytopenia,FALSE,4.1
CID100000143,CID000006006,C0040034,,2%,0.02,0.02,PT,C0040034,Thrombocytopenia,FALSE,4.1
CID100000143,CID000006006,C0040034,,3%,0.03,0.03,PT,C0040034,Thrombocytopenia,FALSE,4.1
CID100000143,CID000006006,C0040034,,8%,0.08,0.08,PT,C0040034,Thrombocytopenia,FALSE,4.1
CID100000143,CID000000143,C0042963,,40%,0.4,0.4,PT,C0042963,Vomiting,FALSE,4.1
CID100000143,CID000000143,C0042963,,44%,0.44,0.44,PT,C0042963,Vomiting,FALSE,4.1
CID100000143,CID000000143,C0042963,,46%,0.46,0.46,PT,C0042963,Vomiting,FALSE,4.1
CID100000143,CID000000143,C0042963,,7%,0.07,0.07,PT,C0042963,Vomiting,FALSE,4.1
CID100000143,CID000000143,C0042963,,8%,0.08,0.08,PT,C0042963,Vomiting,FALSE,4.1
CID100000143,CID000000143,C0042963,,9%,0.09,0.09,PT,C0042963,Vomiting,FALSE,4.1
CID100000143,CID000006006,C0042963,,40%,0.4,0.4,PT,C0042963,Vomiting,FALSE,4.1
CID100000143,CID000006006,C0042963,,44%,0.44,0.44,PT,C0042963,Vomiting,FALSE,4.1
CID100000143,CID000006006,C0042963,,46%,0.46,0.46,PT,C0042963,Vomiting,FALSE,4.1
CID100000143,CID000006006,C0042963,,7%,0.07,0.07,PT,C0042963,Vomiting,FALSE,4.1
CID100000143,CID000006006,C0042963,,8%,0.08,0.08,PT,C0042963,Vomiting,FALSE,4.1
CID100000143,CID000006006,C0042963,,9%,0.09,0.09,PT,C0042963,Vomiting,FALSE,4.1
CID100000143,CID000149436,C0042963,,38%,0.38,0.38,PT,C0042963,Vomiting,FALSE,4.1
CID100000158,CID005280360,C0013927,,postmarketing,0,0.001,PT,C1868769,Anaphylactoid syndrome of pregnancy,FALSE,4.1
CID100000158,CID005280360,C0042373,,postmarketing,0,0.001,PT,C0042373,Angiopathy,FALSE,4.1
CID100000158,CID005280360,C0410916,,postmarketing,0,0.001,PT,C0410916,Death neonatal,FALSE,4.1
CID100000158,CID005280360,C0012739,,postmarketing,0,0.001,PT,C0012739,Disseminated intravascular coagulation,FALSE,4.1
CID100000158,CID005280360,C0269806,,1.55%,0.015544,0.015544,PT,C0269806,Failed induction of labour,FALSE,4.1
CID100000158,CID005280360,C0269806,,1.89%,0.0189445,0.0189445,PT,C0269806,Failed induction of labour,FALSE,4.1
CID100000158,CID005280360,C0015930,,10.3%,0.103,0.103,PT,C0015930,Foetal distress syndrome,FALSE,4.1
CID100000158,CID005280360,C0015930,,2%,0.02,0.02,PT,C0015930,Foetal distress syndrome,FALSE,4.1
CID100000158,CID005280360,C0015930,,2.8%,0.028,0.028,PT,C0015930,Foetal distress syndrome,FALSE,4.1
CID100000158,CID005280360,C0015930,,2.9%,0.029,0.029,PT,C0015930,Foetal distress syndrome,FALSE,4.1
CID100000158,CID005280360,C0015930,,3.8%,0.038,0.038,PT,C0015930,Foetal distress syndrome,FALSE,4.1
CID100000158,CID005280360,C0015930,,4.35%,0.0435233,0.0435233,PT,C0015930,Foetal distress syndrome,FALSE,4.1
CID100000158,CID005280360,C0015930,,4.7%,0.047,0.047,PT,C0015930,Foetal distress syndrome,FALSE,4.1
CID100000158,CID005280360,C0015930,,5.01%,0.0500677,0.0500677,PT,C0015930,Foetal distress syndrome,FALSE,4.1
CID100000158,CID005280360,C0015930,placebo,0%,0,0,PT,C0015930,Foetal distress syndrome,TRUE,4.1
CID100000158,CID005280360,C0015930,placebo,0.3%,0.003,0.003,PT,C0015930,Foetal distress syndrome,TRUE,4.1
CID100000158,CID005280360,C0015930,placebo,1%,0.01,0.01,PT,C0015930,Foetal distress syndrome,TRUE,4.1
CID100000158,CID005280360,C0015930,placebo,1.2%,0.012,0.012,PT,C0015930,Foetal distress syndrome,TRUE,4.1
CID100000158,CID005280360,C0015930,placebo,3.85%,0.0384615,0.0384615,PT,C0015930,Foetal distress syndrome,TRUE,4.1
CID100000158,CID005280360,C0018811,,10.4%,0.104195,0.104195,PT,C0018811,Foetal heart rate,FALSE,4.1
CID100000158,CID005280360,C0018811,,8.5%,0.0849741,0.0849741,PT,C0018811,Foetal heart rate,FALSE,4.1
CID100000158,CID005280360,C0020517,,postmarketing,0,0.001,PT,C0020517,Hypersensitivity,FALSE,4.1
CID100000158,CID005280360,C0020649,,postmarketing,0,0.001,PT,C0020649,Hypotension,FALSE,4.1
