document_chembl_id,title,journal,year,volume,first_page,last_page,doi,pubmed_id,document_type,authors,document_metadata_status
CHEMBL3991601,The target landscape of clinical kinase drugs.,Science,2017,358,,,10.1126/science.aan4368,29191878,PUBLICATION,"Klaeger S, Heinzlmeir S and Wilhelm M et al",filtered_endpoint
