drug_id,drug_name,drug_type,max_stage,n_interactome_targets_hit,targets_hit,moa,moa_n_targets,hits_first_shell,hits_eef1a_seed,n_indications,inds_score,on_score,se_score_undefined,composite_score_variantA
CHEMBL1200334,MORICIZINE HYDROCHLORIDE,Small molecule,PHASE_2,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,0,0,0.11538461538461539,0,0.06122448979591838
CHEMBL1200464,PROPARACAINE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,0,0,0.11538461538461539,0,0.06122448979591838
CHEMBL1200478,DYCLONINE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,0,0,0.11538461538461539,0,0.06122448979591838
CHEMBL1200586,PRILOCAINE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,0,0,0.11538461538461539,0,0.06122448979591838
CHEMBL1200819,ARTICAINE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,0,0,0.11538461538461539,0,0.06122448979591838
CHEMBL1201217,DYCLONINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,0,0,0.11538461538461539,0,0.06122448979591838
CHEMBL1201242,INDECAINIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,0,0,0.11538461538461539,0,0.06122448979591838
CHEMBL2106155,ENCAINIDE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,0,0,0.11538461538461539,0,0.06122448979591838
CHEMBL3545209,NKTR-171,Unknown,IND,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,0,0,0.11538461538461539,0,0.06122448979591838
CHEMBL492,ETIDOCAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,0,0,0.11538461538461539,0,0.06122448979591838
CHEMBL919,FOSPHENYTOIN SODIUM,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,0,0,0.11538461538461539,0,0.06122448979591838
CHEMBL4297599,ASPACYTARABINE,Small molecule,PHASE_2,1,POLE2,DNA polymerase (alpha/delta/epsilon) inhibitor,11,TRUE,FALSE,3,0.024,0.1282051282051282,0,0.05919516686661241
CHEMBL1231160,PEVONEDISTAT,Small molecule,PHASE_3,1,NAE1,NEDD8 activating enzyme inhibitor,2,TRUE,FALSE,15,0.12,0.01282051282051282,0,0.05800764413403315
CHEMBL1196,PROPARACAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,1,0.008,0.11538461538461539,0,0.05731829357386564
CHEMBL1200,BENOXINATE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,1,0.008,0.11538461538461539,0,0.05731829357386564
CHEMBL1200440,MEPIVACAINE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,1,0.008,0.11538461538461539,0,0.05731829357386564
CHEMBL1200654,BENOXINATE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,1,0.008,0.11538461538461539,0,0.05731829357386564
CHEMBL1200841,PROCAINE HYDROCHLORIDE,Small molecule,PHASE_3,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,1,0.008,0.11538461538461539,0,0.05731829357386564
CHEMBL1255654,TETRACAINE HYDROCHLORIDE,Small molecule,PHASE_3,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,1,0.008,0.11538461538461539,0,0.05731829357386564
CHEMBL1762,TOCAINIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,1,0.008,0.11538461538461539,0,0.05731829357386564
CHEMBL315838,ENCAINIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,1,0.008,0.11538461538461539,0,0.05731829357386564
CHEMBL315985,ESLICARBAZEPINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,1,0.008,0.11538461538461539,0,0.05731829357386564
CHEMBL3678076,EVENAMIDE,Small molecule,PHASE_3,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,1,0.008,0.11538461538461539,0,0.05731829357386564
CHEMBL861,MEPHENYTOIN,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,1,0.008,0.11538461538461539,0,0.05731829357386564
CHEMBL918,PHENACEMIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,1,0.008,0.11538461538461539,0,0.05731829357386564
CHEMBL1068,OXCARBAZEPINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,12,0.096,0.11538461538461539,0,0.05629030277956566
CHEMBL698,TETRACAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,12,0.096,0.11538461538461539,0,0.05629030277956566
CHEMBL565612,SOTRASTAURIN,Small molecule,PHASE_2,1,PRKCD,Protein kinase C (PKC) inhibitor,11,TRUE,FALSE,7,0.056,0.1282051282051282,0,0.056107911539518364
CHEMBL1075,MORICIZINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,2,0.016,0.11538461538461539,0,0.05445276921598179
CHEMBL1095,ETHOTOIN,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,2,0.016,0.11538461538461539,0,0.05445276921598179
CHEMBL1200437,QUINIDINE GLUCONATE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,2,0.016,0.11538461538461539,0,0.05445276921598179
CHEMBL1201336,FOSPHENYTOIN,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,2,0.016,0.11538461538461539,0,0.05445276921598179
CHEMBL1611,PHENYTOIN SODIUM,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,2,0.016,0.11538461538461539,0,0.05445276921598179
CHEMBL3707183,QUINIDINE SULFATE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,2,0.016,0.11538461538461539,0,0.05445276921598179
CHEMBL529437,COCAINE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,2,0.016,0.11538461538461539,0,0.05445276921598179
CHEMBL569,PROCAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,2,0.016,0.11538461538461539,0,0.05445276921598179
CHEMBL558,MEXILETINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,10,0.08,0.11538461538461539,0,0.05312844850131721
CHEMBL87992,ESLICARBAZEPINE ACETATE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,10,0.08,0.11538461538461539,0,0.05312844850131721
CHEMBL1179047,CHLOROPROCAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,3,0.024,0.11538461538461539,0,0.05243744082384996
CHEMBL1200606,MEXILETINE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,3,0.024,0.11538461538461539,0,0.05243744082384996
CHEMBL1201020,DISOPYRAMIDE PHOSPHATE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,3,0.024,0.11538461538461539,0,0.05243744082384996
CHEMBL1242,PHENAZOPYRIDINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,3,0.024,0.11538461538461539,0,0.05243744082384996
CHEMBL517,DISOPYRAMIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,3,0.024,0.11538461538461539,0,0.05243744082384996
CHEMBL605,PROCAINAMIDE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,3,0.024,0.11538461538461539,0,0.05243744082384996
CHEMBL1087,MEPIVACAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,4,0.032,0.11538461538461539,0,0.05112693568899202
CHEMBL1093,ARTICAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,4,0.032,0.11538461538461539,0,0.05112693568899202
CHEMBL1201754,RUFINAMIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,4,0.032,0.11538461538461539,0,0.05112693568899202
CHEMBL370805,COCAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,4,0.032,0.11538461538461539,0,0.05112693568899202
CHEMBL1194,PRILOCAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,8,0.064,0.11538461538461539,0,0.05100078738388584
CHEMBL2087361,ICOTINIB,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,12,0.096,0,0,0.05042016806722689
CHEMBL3185958,CLOMIPHENE CITRATE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha modulator,1,TRUE,FALSE,12,0.096,0,0,0.05042016806722689
CHEMBL1889140,ROPIVACAINE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,7,0.056,0.11538461538461539,0,0.050409501585696216
CHEMBL3109738,JNJ-26483327,Small molecule,PHASE_1,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor; Tyrosine-protein kinase FYN inhibitor; Tyrosine-protein kinase LCK inhibitor; Tyrosine-protein kinase Lyn inhibitor; Tyrosine-protein kinase SRC inhibitor; Tyrosine-protein kinase YES inhibitor; Vascular endothelial growth factor receptor 3 inhibitor,9,TRUE,FALSE,1,0.008,0.10256410256410256,0,0.0502667110868714
CHEMBL640,PROCAINAMIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,TRUE,FALSE,6,0.048,0.11538461538461539,0,0.05019292331537827
CHEMBL252164,LUMINESPIB,Small molecule,PHASE_2,1,HSP90AB1,Heat shock protein HSP90 inhibitor,2,TRUE,FALSE,13,0.104,0.01282051282051282,0,0.04931434921841069
CHEMBL81,RALOXIFENE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor beta modulator; Estrogen receptor modulator,2,TRUE,FALSE,13,0.104,0.01282051282051282,0,0.04931434921841069
CHEMBL2093999,ISTAROXIME,Small molecule,PHASE_2_3,2,ATP1A1;ATP1A3,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 activator; Sodium/potassium-transporting ATPase inhibitor,9,TRUE,FALSE,2,0.016,0.10256410256410256,0,0.04760442397464705
CHEMBL1201607,NATALIZUMAB,Antibody,APPROVAL,1,ITGA4,Integrin alpha-4/beta-1 inhibitor; Integrin alpha-4/beta-7 inhibitor,3,TRUE,FALSE,13,0.104,0.02564102564102564,0,0.04629969541506108
CHEMBL180022,NERATINIB,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,3,TRUE,FALSE,13,0.104,0.02564102564102564,0,0.04629969541506108
CHEMBL2110732,DACOMITINIB ANHYDROUS,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,3,TRUE,FALSE,13,0.104,0.02564102564102564,0,0.04629969541506108
CHEMBL3137301,SACUBITRIL,Small molecule,APPROVAL,1,MME,Neprilysin inhibitor,1,TRUE,FALSE,11,0.088,0,0,0.046025104602510455
CHEMBL483465,ELRAGLUSIB,Small molecule,PHASE_2,1,GSK3B,Glycogen synthase kinase-3 beta inhibitor,1,TRUE,FALSE,11,0.088,0,0,0.046025104602510455
CHEMBL1743087,VEDOLIZUMAB,Antibody,APPROVAL,1,ITGA4,Integrin alpha-4/beta-7 inhibitor,2,TRUE,FALSE,12,0.096,0.01282051282051282,0,0.04504146652005763
CHEMBL1614,DESLANOSIDE,Small molecule,APPROVAL,2,ATP1A1;ATP1A3,Sodium/potassium-transporting ATPase inhibitor,8,TRUE,FALSE,1,0.008,0.08974358974358974,0,0.04332573855150221
CHEMBL3545057,ACETYLDIGITOXIN,Small molecule,APPROVAL,2,ATP1A1;ATP1A3,Sodium/potassium-transporting ATPase inhibitor,8,TRUE,FALSE,1,0.008,0.08974358974358974,0,0.04332573855150221
CHEMBL506569,LANATOSIDE C,Small molecule,APPROVAL,2,ATP1A1;ATP1A3,Sodium/potassium-transporting ATPase inhibitor,8,TRUE,FALSE,1,0.008,0.08974358974358974,0,0.04332573855150221
CHEMBL3348923,TOVORAFENIB,Small molecule,APPROVAL,1,RAF1,RAF serine/threonine protein kinase inhibitor,3,TRUE,FALSE,12,0.096,0.02564102564102564,0,0.04230119480427705
CHEMBL1511,ESTRADIOL VALERATE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha agonist,1,TRUE,FALSE,10,0.08,0,0,0.041666666666666664
CHEMBL3353410,OSIMERTINIB,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,10,0.08,0,0,0.041666666666666664
CHEMBL4297858,BUDIGALIMAB,Antibody,PHASE_2_3,1,PDCD1,Programmed cell death protein 1 inhibitor,1,TRUE,FALSE,10,0.08,0,0,0.041666666666666664
CHEMBL2103840,DINACICLIB,Small molecule,PHASE_3,1,CDK2,Cyclin-dependent kinase 1 inhibitor; Cyclin-dependent kinase 2 inhibitor; Cyclin-dependent kinase 5 inhibitor; Cyclin-dependent kinase 9 inhibitor,4,TRUE,FALSE,12,0.096,0.038461538461538464,0,0.04141804437786409
CHEMBL254219,DIGITOXIN,Small molecule,APPROVAL,2,ATP1A1;ATP1A3,Sodium/potassium-transporting ATPase inhibitor,8,TRUE,FALSE,2,0.016,0.08974358974358974,0,0.04089981127688318
CHEMBL1088752,LOSMAPIMOD,Small molecule,PHASE_3,1,MAPK14,MAP kinase p38 alpha inhibitor; MAP kinase p38 beta inhibitor,2,TRUE,FALSE,11,0.088,0.01282051282051282,0,0.0408210239059515
CHEMBL2402737,IDASANUTLIN,Small molecule,PHASE_3,1,MDM2,Tumour suppressor p53/oncoprotein Mdm2 inhibitor,2,TRUE,FALSE,11,0.088,0.01282051282051282,0,0.0408210239059515
CHEMBL2109072,"FIBRINOGEN, HUMAN",Unknown,APPROVAL,1,FGB,Fibrinogen exogenous protein,3,TRUE,FALSE,11,0.088,0.02564102564102564,0,0.03838377003187722
CHEMBL2403108,CERITINIB,Small molecule,APPROVAL,1,NPM1,ALK tyrosine kinase receptor inhibitor; EML4-ALK inhibitor; NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor) inhibitor,3,TRUE,FALSE,11,0.088,0.02564102564102564,0,0.03838377003187722
CHEMBL2108680,PIDILIZUMAB,Antibody,PHASE_2,1,PDCD1,Programmed cell death protein 1 inhibitor,1,TRUE,FALSE,9,0.072,0,0,0.03734439834024896
CHEMBL3545165,AFACIFENACIN,Small molecule,PHASE_2,1,CHRM4,Muscarinic acetylcholine receptor antagonist; Sodium channel protein type X alpha subunit blocker; Sodium channel protein type XI alpha subunit blocker,7,TRUE,FALSE,1,0.008,0.07692307692307693,0,0.03650053384977329
CHEMBL2109503,LMB-9,Unknown,PHASE_1,1,EEF2,Elongation factor 2 inhibitor,1,TRUE,FALSE,8,0.064,0,0,0.03305785123966942
CHEMBL1655,TOREMIFENE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor modulator,2,TRUE,FALSE,9,0.072,0.01282051282051282,0,0.03255389221882779
CHEMBL377559,RETASPIMYCIN HYDROCHLORIDE,Small molecule,PHASE_3,1,HSP90AB1,Heat shock protein HSP90 inhibitor,2,TRUE,FALSE,9,0.072,0.01282051282051282,0,0.03255389221882779
CHEMBL1944698,ZOTIRACICLIB,Small molecule,PHASE_1_2,1,CDK2,Cyclin-dependent kinase 1 inhibitor; Cyclin-dependent kinase 2 inhibitor; Cyclin-dependent kinase 7 inhibitor; Cyclin-dependent kinase 9 inhibitor; Tyrosine-protein kinase JAK2 inhibitor; Tyrosine-protein kinase receptor FLT3 inhibitor,6,TRUE,FALSE,7,0.056,0.0641025641025641,0,0.031100356506182515
CHEMBL4297300,LB-100,Small molecule,PHASE_2,1,PPP2CA,"Serine/threonine protein phosphatase 2A, catalytic subunit, alpha isoform inhibitor; Serine/threonine protein phosphatase 2A, catalytic subunit, beta isoform inhibitor; Serine/threonine-protein phosphatase 5 inhibitor",3,TRUE,FALSE,9,0.072,0.02564102564102564,0,0.030835325333938665
CHEMBL3545083,RGB-286638,Small molecule,PHASE_1,1,CDK2,Cyclin-dependent kinase 1 inhibitor; Cyclin-dependent kinase 2 inhibitor; Cyclin-dependent kinase 4 inhibitor; Cyclin-dependent kinase 5 inhibitor; Cyclin-dependent kinase 7 inhibitor; Cyclin-dependent kinase 9 inhibitor,6,TRUE,FALSE,1,0.008,0.0641025641025641,0,0.029801324254564988
CHEMBL4535757,SOTORASIB,Small molecule,APPROVAL,1,KRAS,GTPase KRas inhibitor,1,TRUE,FALSE,7,0.056,0,0,0.02880658436213992
CHEMBL4594549,PIMURUTAMAB,Antibody,PHASE_2_3,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,7,0.056,0,0,0.02880658436213992
CHEMBL4650472,PUCOTENLIMAB,Antibody,PHASE_3,1,PDCD1,Programmed cell death protein 1 inhibitor,1,TRUE,FALSE,7,0.056,0,0,0.02880658436213992
CHEMBL3545154,POZIOTINIB,Small molecule,PHASE_3,1,EGFR,Epidermal growth factor receptor inhibitor,4,TRUE,FALSE,8,0.064,0.038461538461538464,0,0.027967654044360517
CHEMBL3545396,BMS-690514,Small molecule,PHASE_2,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor; Vascular endothelial growth factor receptor inhibitor,6,TRUE,FALSE,3,0.024,0.0641025641025641,0,0.02731540935089158
CHEMBL4297717,CD24FC,Unknown,PHASE_3,1,HSP90AB1,Heat shock 70 kDa protein 1A/1B inhibitor; Heat shock protein HSP90 inhibitor; High mobility group protein B1 inhibitor; Sialic acid-binding Ig-like lectin 10 modulator,6,TRUE,FALSE,3,0.024,0.0641025641025641,0,0.02731540935089158
CHEMBL2365940,DAROTROPIUM,Small molecule,PHASE_2,1,CHRM4,Muscarinic acetylcholine receptor antagonist,5,TRUE,FALSE,0,0,0.05128205128205128,0,0.026315789473684206
CHEMBL2108583,CINTREDEKIN BESUDOTOX,Protein,PHASE_3,1,EEF2,Elongation factor 2 inhibitor; Interleukin 13 receptor binding agent; Interleukin-13 receptor subunit alpha-2 binding agent,4,TRUE,FALSE,7,0.056,0.038461538461538464,0,0.025041209687320057
CHEMBL4297436,SRT-2104,Small molecule,PHASE_2,1,SIRT1,NAD-dependent deacetylase sirtuin 1 activator,1,TRUE,FALSE,6,0.048,0,0,0.02459016393442623
CHEMBL4298001,CETRELIMAB,Antibody,PHASE_3,1,PDCD1,Programmed cell death protein 1 inhibitor,1,TRUE,FALSE,6,0.048,0,0,0.02459016393442623
CHEMBL4594350,ADAGRASIB,Small molecule,APPROVAL,1,KRAS,GTPase KRas inhibitor,1,TRUE,FALSE,6,0.048,0,0,0.02459016393442623
CHEMBL4594355,APL-501,Unknown,PHASE_2,1,PDCD1,Programmed cell death protein 1 inhibitor,1,TRUE,FALSE,6,0.048,0,0,0.02459016393442623
CHEMBL4761468,AUMOLERTINIB,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,6,0.048,0,0,0.02459016393442623
CHEMBL607707,PELITINIB,Small molecule,PHASE_2,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,6,0.048,0,0,0.02459016393442623
CHEMBL1743043,MOXETUMOMAB PASUDOTOX,Antibody drug conjugate,APPROVAL,1,EEF2,CD22 binding agent; Elongation factor 2 inhibitor,2,TRUE,FALSE,7,0.056,0.01282051282051282,0,0.024567138100405783
CHEMBL2103842,VARLITINIB,Small molecule,PHASE_2_3,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor,2,TRUE,FALSE,7,0.056,0.01282051282051282,0,0.024567138100405783
CHEMBL3647420,PYROTINIB,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor,2,TRUE,FALSE,7,0.056,0.01282051282051282,0,0.024567138100405783
CHEMBL3653256,SIREMADLIN,Small molecule,PHASE_2,1,MDM2,Tumour suppressor p53/oncoprotein Mdm2 inhibitor,2,TRUE,FALSE,7,0.056,0.01282051282051282,0,0.024567138100405783
CHEMBL4091801,ALRIZOMADLIN,Small molecule,PHASE_2,1,MDM2,Tumour suppressor p53/oncoprotein Mdm2 inhibitor,2,TRUE,FALSE,7,0.056,0.01282051282051282,0,0.024567138100405783
CHEMBL4297573,TAGRAXOFUSP,Protein,APPROVAL,1,EEF2,Elongation factor 2 inhibitor; Interleukin-3 receptor subunit alpha binding agent,2,TRUE,FALSE,7,0.056,0.01282051282051282,0,0.024567138100405783
CHEMBL4297774,AMIVANTAMAB,Antibody,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Hepatocyte growth factor receptor inhibitor,2,TRUE,FALSE,7,0.056,0.01282051282051282,0,0.024567138100405783
CHEMBL4594578,TEBOTELIMAB,Antibody,PHASE_2_3,1,PDCD1,Lymphocyte activation gene 3 protein inhibitor; Programmed cell death protein 1 inhibitor,2,TRUE,FALSE,7,0.056,0.01282051282051282,0,0.024567138100405783
CHEMBL6068423,ESTETROL,Small molecule,APPROVAL,1,ESR1,Estrogen receptor agonist,2,TRUE,FALSE,7,0.056,0.01282051282051282,0,0.024567138100405783
CHEMBL3544983,TESEVATINIB,Small molecule,PHASE_3,1,EGFR,Ephrin type-B receptor 4 inhibitor; Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor,3,TRUE,FALSE,7,0.056,0.02564102564102564,0,0.023785163676350394
CHEMBL14762,SELICICLIB,Small molecule,PHASE_2,1,CDK2,Cyclin-dependent kinase 1 inhibitor; Cyclin-dependent kinase 2 inhibitor; Cyclin-dependent kinase 5 inhibitor; Cyclin-dependent kinase 7 inhibitor; Cyclin-dependent kinase 9 inhibitor,5,TRUE,FALSE,5,0.04,0.05128205128205128,0,0.023718655805201473
CHEMBL3707243,GLYCOPYRRONIUM TOSYLATE,Small molecule,APPROVAL,1,CHRM4,Muscarinic acetylcholine receptor inhibitor,5,TRUE,FALSE,5,0.04,0.05128205128205128,0,0.023718655805201473
CHEMBL2308782,DAROTROPIUM BROMIDE,Small molecule,PHASE_2,1,CHRM4,Muscarinic acetylcholine receptor antagonist,5,TRUE,FALSE,1,0.008,0.05128205128205128,0,0.0232488382117485
CHEMBL3707223,SOFPIRONIUM BROMIDE,Small molecule,APPROVAL,1,CHRM4,Muscarinic acetylcholine receptor inhibitor,5,TRUE,FALSE,1,0.008,0.05128205128205128,0,0.0232488382117485
CHEMBL1201335,GLYCOPYRRONIUM,Small molecule,APPROVAL,1,CHRM4,Muscarinic acetylcholine receptor M1 antagonist; Muscarinic acetylcholine receptor M3 antagonist; Muscarinic acetylcholine receptor inhibitor,5,TRUE,FALSE,4,0.032,0.05128205128205128,0,0.022428599175961548
CHEMBL1088750,ARRY-797,Small molecule,PHASE_3,1,MAPK14,MAP kinase p38 alpha inhibitor,1,TRUE,FALSE,5,0.04,0,0,0.020408163265306124
CHEMBL1088751,PH-797804,Small molecule,PHASE_2,1,MAPK14,MAP kinase p38 alpha inhibitor,1,TRUE,FALSE,5,0.04,0,0,0.020408163265306124
CHEMBL119385,NEFLAMAPIMOD,Small molecule,PHASE_2,1,MAPK14,MAP kinase p38 alpha inhibitor,1,TRUE,FALSE,5,0.04,0,0,0.020408163265306124
CHEMBL1200980,ESTROPIPATE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha agonist,1,TRUE,FALSE,5,0.04,0,0,0.020408163265306124
CHEMBL1743047,NECITUMUMAB,Antibody,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,5,0.04,0,0,0.020408163265306124
CHEMBL2103838,DILMAPIMOD,Small molecule,PHASE_2,1,MAPK14,MAP kinase p38 alpha inhibitor,1,TRUE,FALSE,5,0.04,0,0,0.020408163265306124
CHEMBL2105675,TAFAMIDIS MEGLUMINE,Small molecule,APPROVAL,1,TTR,Transthyretin stabiliser,1,TRUE,FALSE,5,0.04,0,0,0.020408163265306124
CHEMBL2364626,RALIMETINIB,Small molecule,PHASE_2,1,MAPK14,MAP kinase p38 alpha inhibitor,1,TRUE,FALSE,5,0.04,0,0,0.020408163265306124
CHEMBL4297581,TOMINERSEN,Oligonucleotide,PHASE_3,1,HTT,Huntingtin mRNA antisense inhibitor,1,TRUE,FALSE,5,0.04,0,0,0.020408163265306124
CHEMBL4298191,SASANLIMAB,Antibody,PHASE_3,1,PDCD1,Programmed cell death protein 1 antagonist,1,TRUE,FALSE,5,0.04,0,0,0.020408163265306124
CHEMBL4650319,MOBOCERTINIB,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,5,0.04,0,0,0.020408163265306124
CHEMBL1201468,"ESTROGENS, ESTERIFIED",Unknown,APPROVAL,1,ESR1,Estrogen receptor agonist,2,TRUE,FALSE,5,0.04,0.01282051282051282,0,0.01698519713107387
CHEMBL1214827,ONALESPIB,Small molecule,PHASE_2,1,HSP90AB1,Heat shock protein HSP90 inhibitor,2,TRUE,FALSE,5,0.04,0.01282051282051282,0,0.01698519713107387
CHEMBL193482,ESTRIOL,Small molecule,APPROVAL,1,ESR1,Estrogen receptor modulator,2,TRUE,FALSE,5,0.04,0.01282051282051282,0,0.01698519713107387
CHEMBL2105395,OSPEMIFENE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor modulator,2,TRUE,FALSE,5,0.04,0.01282051282051282,0,0.01698519713107387
CHEMBL3545027,XL-281,Small molecule,PHASE_1_2,1,RAF1,Serine/threonine-protein kinase B-raf inhibitor; Serine/threonine-protein kinase RAF inhibitor,2,TRUE,FALSE,5,0.04,0.01282051282051282,0,0.01698519713107387
CHEMBL3545311,BRIGATINIB,Small molecule,APPROVAL,1,EGFR,ALK tyrosine kinase receptor inhibitor; Epidermal growth factor receptor erbB1 inhibitor,2,TRUE,FALSE,5,0.04,0.01282051282051282,0,0.01698519713107387
