drug_id,drug_name,drug_type,max_stage,n_interactome_targets_hit,targets_hit,moa,moa_n_targets,hits_first_shell,hits_eef1a_seed,n_indications,inds_score,on_score,se_score_undefined,composite_score_variantA
CHEMBL4297555,RESIMMUNE,Unknown,PHASE_2,1,EEF2,Elongation factor 2 inhibitor; T-cell surface glycoprotein CD3 epsilon chain binding agent,2,TRUE,FALSE,5,0.04,0.01282051282051282,0,0.01698519713107387
CHEMBL467399,BIIB021,Small molecule,PHASE_2,1,HSP90AB1,Heat shock protein HSP90 inhibitor,2,TRUE,FALSE,5,0.04,0.01282051282051282,0,0.01698519713107387
CHEMBL46740,BAZEDOXIFENE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor modulator,2,TRUE,FALSE,5,0.04,0.01282051282051282,0,0.01698519713107387
CHEMBL4650289,KBP5209,Unknown,PHASE_1,1,EGFR,Epidermal growth factor receptor inhibitor,4,TRUE,FALSE,1,0.008,0.038461538461538464,0,0.0168887452224878
CHEMBL587723,AEE-788,Small molecule,PHASE_1_2,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Vascular endothelial growth factor receptor 1 inhibitor; Vascular endothelial growth factor receptor 2 inhibitor,4,TRUE,FALSE,3,0.024,0.038461538461538464,0,0.016727654915159686
CHEMBL2103837,TAFAMIDIS,Small molecule,APPROVAL,1,TTR,Transthyretin stabiliser,1,TRUE,FALSE,4,0.032,0,0,0.016260162601626015
CHEMBL2107861,ZALUTUMUMAB,Antibody,PHASE_3,1,EGFR,Epidermal growth factor receptor erbB1 antagonist,1,TRUE,FALSE,4,0.032,0,0,0.016260162601626015
CHEMBL2109388,FUTUXIMAB,Antibody,PHASE_3,1,EGFR,Epidermal growth factor receptor erbB1 antagonist,1,TRUE,FALSE,4,0.032,0,0,0.016260162601626015
CHEMBL3545157,TIDEGLUSIB,Small molecule,PHASE_2_3,1,GSK3B,Glycogen synthase kinase-3 beta inhibitor,1,TRUE,FALSE,4,0.032,0,0,0.016260162601626015
CHEMBL3787344,NAZARTINIB,Small molecule,PHASE_3,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Epidermal growth factor receptor inhibitor,1,TRUE,FALSE,4,0.032,0,0,0.016260162601626015
CHEMBL3989987,PATISIRAN,Oligonucleotide,APPROVAL,1,TTR,Transthyretin mRNA RNAi inhibitor,1,TRUE,FALSE,4,0.032,0,0,0.016260162601626015
CHEMBL4297258,FIRMONERTINIB,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,4,0.032,0,0,0.016260162601626015
CHEMBL4297509,ELACESTRANT,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha degrader,1,TRUE,FALSE,4,0.032,0,0,0.016260162601626015
CHEMBL4297536,PATISIRAN SODIUM,Oligonucleotide,APPROVAL,1,TTR,Transthyretin mRNA RNAi inhibitor,1,TRUE,FALSE,4,0.032,0,0,0.016260162601626015
CHEMBL4558324,LAZERTINIB,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,4,0.032,0,0,0.016260162601626015
CHEMBL3989927,IBERDOMIDE,Small molecule,PHASE_3,2,CUL4A;DDB1,CRL4(CRBN) E3 ubiquitin ligase modulator,4,TRUE,FALSE,2,0.016,0.038461538461538464,0,0.01618925056373993
CHEMBL4297661,TARLOXOTINIB,Small molecule,PHASE_2,1,EGFR,Epidermal growth factor receptor inhibitor,4,TRUE,FALSE,2,0.016,0.038461538461538464,0,0.01618925056373993
CHEMBL564829,MILCICLIB,Small molecule,PHASE_2,1,CDK2,Cyclin-dependent kinase 1 inhibitor; Cyclin-dependent kinase 2 inhibitor; Cyclin-dependent kinase 4 inhibitor; Nerve growth factor receptor Trk-A inhibitor,4,TRUE,FALSE,2,0.016,0.038461538461538464,0,0.01618925056373993
CHEMBL2408045,SAPITINIB,Small molecule,PHASE_2,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor tyrosine-protein kinase erbB-3 inhibitor,3,TRUE,FALSE,4,0.032,0.02564102564102564,0,0.014801527082301615
CHEMBL296468,BMS-387032,Small molecule,PHASE_1,1,CDK2,Cyclin-dependent kinase 2 inhibitor; Cyclin-dependent kinase 7 inhibitor; Cyclin-dependent kinase 9 inhibitor,3,TRUE,FALSE,4,0.032,0.02564102564102564,0,0.014801527082301615
CHEMBL3577124,LY-3009120,Small molecule,PHASE_1,1,RAF1,Serine/threonine-protein kinase A-Raf inhibitor; Serine/threonine-protein kinase B-raf inhibitor; Serine/threonine-protein kinase RAF inhibitor,3,TRUE,FALSE,4,0.032,0.02564102564102564,0,0.014801527082301615
CHEMBL1195136,SNX 5422,Small molecule,PHASE_2,1,HSP90AB1,Heat shock protein HSP90 inhibitor,2,TRUE,FALSE,4,0.032,0.01282051282051282,0,0.013435045907543183
CHEMBL2106615,BAZEDOXIFENE ACETATE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor modulator,2,TRUE,FALSE,4,0.032,0.01282051282051282,0,0.013435045907543183
CHEMBL2109367,LMB-2,Unknown,PHASE_2,1,EEF2,Elongation factor 2 inhibitor; Interleukin-2 receptor alpha chain binding agent,2,TRUE,FALSE,4,0.032,0.01282051282051282,0,0.013435045907543183
CHEMBL2109389,IMGATUZUMAB,Antibody,PHASE_2,1,EGFR,Epidermal growth factor receptor erbB1 antagonist; Epidermal growth factor receptor erbB1 inhibitor; Low affinity immunoglobulin gamma Fc region receptor III-A cross-linking agent,2,TRUE,FALSE,4,0.032,0.01282051282051282,0,0.013435045907543183
CHEMBL4297777,LMB-100,Unknown,PHASE_2,1,EEF2,Elongation factor 2 disrupting agent; Mesothelin binding agent,2,TRUE,FALSE,4,0.032,0.01282051282051282,0,0.013435045907543183
CHEMBL23293,SALIRASIB,Small molecule,PHASE_2,2,KRAS;NRAS,RAS inhibitor,3,TRUE,FALSE,0,0,0.02564102564102564,0,0.012987012987012986
CHEMBL31965,CANERTINIB,Small molecule,PHASE_2,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,3,TRUE,FALSE,0,0,0.02564102564102564,0,0.012987012987012986
CHEMBL1201505,"FIBRINOLYSIN, HUMAN",Unknown,APPROVAL,1,FGB,Fibrinogen inhibitor,3,TRUE,FALSE,3,0.024,0.02564102564102564,0,0.012580111630573697
CHEMBL2108893,ALFIMEPRASE,Enzyme,PHASE_3,1,FGB,Fibrinogen hydrolytic enzyme,3,TRUE,FALSE,3,0.024,0.02564102564102564,0,0.012580111630573697
CHEMBL3989921,NERATINIB MALEATE,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,3,TRUE,FALSE,3,0.024,0.02564102564102564,0,0.012580111630573697
CHEMBL489,AFIMOXIFENE,Small molecule,PHASE_2,1,ESR1,Estrogen receptor modulator; Estrogen-related receptor gamma antagonist,3,TRUE,FALSE,3,0.024,0.02564102564102564,0,0.012580111630573697
CHEMBL545315,CANERTINIB DIHYDROCHLORIDE,Small molecule,PHASE_2,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,3,TRUE,FALSE,3,0.024,0.02564102564102564,0,0.012580111630573697
CHEMBL1230065,BMS-582949,Small molecule,PHASE_2,1,MAPK14,MAP kinase p38 alpha inhibitor,1,TRUE,FALSE,3,0.024,0,0,0.012145748987854251
CHEMBL2107863,RINDOPEPIMUT,Unknown,PHASE_3,1,EGFR,Epidermal growth factor receptor erbB1 vaccine antigen,1,TRUE,FALSE,3,0.024,0,0,0.012145748987854251
CHEMBL2108038,MATUZUMAB,Antibody,PHASE_2,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,3,0.024,0,0,0.012145748987854251
CHEMBL3940890,ACORAMIDIS,Small molecule,APPROVAL,1,TTR,Transthyretin stabiliser,1,TRUE,FALSE,3,0.024,0,0,0.012145748987854251
CHEMBL4297537,INOTERSEN SODIUM,Oligonucleotide,APPROVAL,1,TTR,Transthyretin mRNA antisense inhibitor,1,TRUE,FALSE,3,0.024,0,0,0.012145748987854251
CHEMBL4297860,TILAVONEMAB,Antibody,PHASE_2,1,MAPT,Microtubule-associated protein tau inhibitor,1,TRUE,FALSE,3,0.024,0,0,0.012145748987854251
CHEMBL4594273,ELACESTRANT HYDROCHLORIDE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha degrader,1,TRUE,FALSE,3,0.024,0,0,0.012145748987854251
CHEMBL4594335,EPLONTERSEN SODIUM,Oligonucleotide,APPROVAL,1,TTR,Transthyretin mRNA antisense inhibitor,1,TRUE,FALSE,3,0.024,0,0,0.012145748987854251
CHEMBL4594511,VUTRISIRAN,Oligonucleotide,APPROVAL,1,TTR,Transthyretin mRNA rnai inhibitor,1,TRUE,FALSE,3,0.024,0,0,0.012145748987854251
CHEMBL4594536,CS-1003,Unknown,PHASE_3,1,PDCD1,Programmed cell death protein 1 inhibitor,1,TRUE,FALSE,3,0.024,0,0,0.012145748987854251
CHEMBL4650316,GIREDESTRANT,Small molecule,PHASE_3,1,ESR1,Estrogen receptor alpha degrader,1,TRUE,FALSE,3,0.024,0,0,0.012145748987854251
CHEMBL4650516,FINOTONLIMAB,Antibody,PHASE_3,1,PDCD1,Programmed cell death protein 1 inhibitor,1,TRUE,FALSE,3,0.024,0,0,0.012145748987854251
CHEMBL9960,AZD-7624,Small molecule,PHASE_2,1,MAPK14,MAP kinase p38 alpha inhibitor,1,TRUE,FALSE,3,0.024,0,0,0.012145748987854251
CHEMBL3786673,EDASALONEXENT,Small molecule,PHASE_3,3,NFKB1;NFKB2;RELA,Nuclear factor NF-kappa-B complex inhibitor,3,TRUE,FALSE,2,0.016,0.02564102564102564,0,0.01108993374851408
CHEMBL1645462,AC-480,Small molecule,PHASE_2,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,3,TRUE,FALSE,2,0.016,0.02564102564102564,0,0.01108993374851408
CHEMBL2104967,FIRATEGRAST,Small molecule,PHASE_2,1,ITGA4,Integrin alpha-4/beta-1 antagonist; Integrin alpha-4/beta-7 antagonist,3,TRUE,FALSE,2,0.016,0.02564102564102564,0,0.01108993374851408
CHEMBL2105712,AFATINIB DIMALEATE,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,3,TRUE,FALSE,2,0.016,0.02564102564102564,0,0.01108993374851408
CHEMBL2105719,DACOMITINIB,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,3,TRUE,FALSE,2,0.016,0.02564102564102564,0,0.01108993374851408
CHEMBL2108131,PLASMINOGEN,Unknown,PHASE_3,1,FGB,Fibrinogen hydrolytic enzyme,3,TRUE,FALSE,2,0.016,0.02564102564102564,0,0.01108993374851408
CHEMBL3678958,RUSERONTINIB,Small molecule,PHASE_3,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Tyrosine-protein kinase ABL inhibitor; Tyrosine-protein kinase receptor FLT3 inhibitor,3,TRUE,FALSE,2,0.016,0.02564102564102564,0,0.01108993374851408
CHEMBL3977543,BELVARAFENIB,Small molecule,PHASE_2,1,RAF1,RAF serine/threonine protein kinase inhibitor,3,TRUE,FALSE,2,0.016,0.02564102564102564,0,0.01108993374851408
CHEMBL2029988,CEP-32496,Small molecule,PHASE_1_2,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Serine/threonine-protein kinase B-raf inhibitor; Tyrosine-protein kinase receptor RET inhibitor,3,TRUE,FALSE,1,0.008,0.02564102564102564,0,0.010839179848456304
CHEMBL2103738,LITHIUM CITRATE,Small molecule,APPROVAL,1,GSK3B,Glycogen synthase kinase-3 inhibitor; Inositol-1(or 4)-monophosphatase 1 inhibitor,3,TRUE,FALSE,1,0.008,0.02564102564102564,0,0.010839179848456304
CHEMBL2108481,ANCROD,Unknown,APPROVAL,1,FGB,Fibrinogen hydrolytic enzyme,3,TRUE,FALSE,1,0.008,0.02564102564102564,0,0.010839179848456304
CHEMBL3545420,AG-24322,Small molecule,PHASE_1,1,CDK2,Cyclin-dependent kinase 1 inhibitor; Cyclin-dependent kinase 2 inhibitor; Cyclin-dependent kinase 4 inhibitor,3,TRUE,FALSE,1,0.008,0.02564102564102564,0,0.010839179848456304
CHEMBL384304,RG-547,Small molecule,PHASE_1,1,CDK2,Cyclin-dependent kinase 1 inhibitor; Cyclin-dependent kinase 2 inhibitor; Cyclin-dependent kinase 4 inhibitor,3,TRUE,FALSE,1,0.008,0.02564102564102564,0,0.010839179848456304
CHEMBL1200675,TOREMIFENE CITRATE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor modulator,2,TRUE,FALSE,3,0.024,0.01282051282051282,0,0.010155814063221713
CHEMBL1230314,ESTETROL ANHYDROUS,Small molecule,UNKNOWN,1,ESR1,Estrogen receptor agonist,2,TRUE,FALSE,3,0.024,0.01282051282051282,0,0.010155814063221713
CHEMBL2107341,FISPEMIFENE,Small molecule,PHASE_2,1,ESR1,Estrogen receptor modulator,2,TRUE,FALSE,3,0.024,0.01282051282051282,0,0.010155814063221713
CHEMBL226267,ARZOXIFENE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor modulator,2,TRUE,FALSE,3,0.024,0.01282051282051282,0,0.010155814063221713
CHEMBL3137345,DULIGOTUZUMAB,Antibody,PHASE_2,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor tyrosine-protein kinase erbB-3 inhibitor,2,TRUE,FALSE,3,0.024,0.01282051282051282,0,0.010155814063221713
CHEMBL328190,LASOFOXIFENE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor modulator,2,TRUE,FALSE,3,0.024,0.01282051282051282,0,0.010155814063221713
CHEMBL362558,LY-2090314,Small molecule,PHASE_2,1,GSK3B,Glycogen synthase kinase-3 alpha inhibitor; Glycogen synthase kinase-3 beta inhibitor,2,TRUE,FALSE,3,0.024,0.01282051282051282,0,0.010155814063221713
CHEMBL4297865,ABIVERTINIB,Small molecule,PHASE_3,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Tyrosine-protein kinase BTK inhibitor,2,TRUE,FALSE,3,0.024,0.01282051282051282,0,0.010155814063221713
CHEMBL4297866,ABIVERTINIB MALEATE,Small molecule,PHASE_3,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Tyrosine-protein kinase BTK inhibitor,2,TRUE,FALSE,3,0.024,0.01282051282051282,0,0.010155814063221713
CHEMBL4583691,NAPORAFENIB,Small molecule,PHASE_3,1,RAF1,B-raf/RAF proto-oncogene serine/threonine-protein kinase inhibitor,2,TRUE,FALSE,3,0.024,0.01282051282051282,0,0.010155814063221713
CHEMBL103667,DORAMAPIMOD,Small molecule,PHASE_2,1,MAPK14,MAP kinase p38 alpha inhibitor,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL1200430,ESTRADIOL ACETATE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha agonist,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL1405,ESTRONE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha agonist,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL1938400,PF-03715455,Small molecule,PHASE_2,1,MAPK14,MAP kinase p38 alpha inhibitor,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL2103772,RACECADOTRIL,Small molecule,APPROVAL,1,MME,Neprilysin inhibitor,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL2355051,CLOMIPHENE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha modulator,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL3402567,ITX-5061,Small molecule,PHASE_2,1,MAPK14,MAP kinase p38 alpha inhibitor,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL3545063,OSIMERTINIB MESYLATE,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL3545308,ROCILETINIB,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL3663929,NAQUOTINIB,Small molecule,PHASE_3,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL3707294,DEPATUXIZUMAB,Antibody,PHASE_2,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL3786343,OLMUTINIB,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL3990042,GOSURANEMAB,Antibody,PHASE_2,1,MAPT,Microtubule-associated protein tau inhibitor,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL411,DIETHYLSTILBESTROL,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha agonist,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL4297528,RISDIPLAM,Small molecule,APPROVAL,1,SMN2,SMN2 pre-mRNA positive modulator,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL4297770,INOTERSEN,Oligonucleotide,APPROVAL,1,TTR,Transthyretin mRNA antisense inhibitor,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL4298021,ZAGOTENEMAB,Antibody,PHASE_2,1,MAPT,Microtubule-associated protein tau inhibitor,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL4466233,PEMRAMETOSTAT,Small molecule,PHASE_2,1,PRMT5,Protein arginine N-methyltransferase 5 inhibitor,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL4475463,AMCENESTRANT,Small molecule,PHASE_3,1,ESR1,Estrogen receptor alpha degrader,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL4594334,EPLONTERSEN,Oligonucleotide,APPROVAL,1,TTR,Transthyretin mRNA antisense inhibitor,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL4594612,BEPRANEMAB,Antibody,PHASE_2,1,MAPT,Microtubule-associated protein tau inhibitor,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL4650226,ACORAMIDIS HYDROCHLORIDE,Small molecule,APPROVAL,1,TTR,Transthyretin stabiliser,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL4650290,GC1118,Unknown,PHASE_2,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL4650365,CAMIZESTRANT,Small molecule,PREAPPROVAL,1,ESR1,Estrogen receptor alpha degrader,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL4650482,PIMIVALIMAB,Antibody,PHASE_2,1,PDCD1,Programmed cell death protein 1 inhibitor,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL5095303,VUTRISIRAN SODIUM,Oligonucleotide,APPROVAL,1,TTR,Transthyretin mRNA rnai inhibitor,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL514201,TALMAPIMOD,Small molecule,PHASE_2,1,MAPK14,MAP kinase p38 alpha inhibitor,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL5314411,EPITINIB,Small molecule,PHASE_1,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL6068478,LAZERTINIB MESYLATE,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL954,ENCLOMIPHENE,Small molecule,PHASE_2,1,ESR1,Estrogen receptor alpha modulator,1,TRUE,FALSE,2,0.016,0,0,0.008064516129032258
CHEMBL4297240,ONASEMNOGENE ABEPARVOVEC,Gene,APPROVAL,2,SMN1;SMN2,Survival motor neuron protein exogenous gene,2,TRUE,FALSE,2,0.016,0.01282051282051282,0,0.007346394611749267
CHEMBL1097999,E-6201,Small molecule,PHASE_2,1,MAP3K1,Dual specificity mitogen-activated protein kinase kinase 1 inhibitor; Mitogen-activated protein kinase kinase kinase 1 inhibitor,2,TRUE,FALSE,2,0.016,0.01282051282051282,0,0.007346394611749267
CHEMBL1201466,"ESTROGENS, CONJUGATED SYNTHETIC A",Unknown,APPROVAL,1,ESR1,Estrogen receptor agonist,2,TRUE,FALSE,2,0.016,0.01282051282051282,0,0.007346394611749267
CHEMBL1201467,"SYNTHETIC CONJUGATED ESTROGENS, B",Unknown,APPROVAL,1,ESR1,Estrogen receptor agonist,2,TRUE,FALSE,2,0.016,0.01282051282051282,0,0.007346394611749267
CHEMBL1743052,OPORTUZUMAB MONATOX,Antibody drug conjugate,APPROVAL,1,EEF2,Elongation factor 2 inhibitor; Epithelial cell adhesion molecule binding agent,2,TRUE,FALSE,2,0.016,0.01282051282051282,0,0.007346394611749267
CHEMBL3137351,ABRILUMAB,Antibody,PHASE_2,1,ITGA4,Integrin alpha-4/beta-7 inhibitor,2,TRUE,FALSE,2,0.016,0.01282051282051282,0,0.007346394611749267
CHEMBL4594602,LOMVASTOMIG,Antibody,PHASE_2,1,PDCD1,Hepatitis A virus cellular receptor 2 inhibitor; Programmed cell death protein 1 inhibitor,2,TRUE,FALSE,2,0.016,0.01282051282051282,0,0.007346394611749267
CHEMBL573352,TAS-106,Small molecule,PHASE_2,1,POLR1A,DNA-directed RNA polymerase I subunit RPA1 inhibitor; DNA-directed RNA polymerase II subunit RPB1 inhibitor; DNA-directed RNA polymerase III subunit RPC1 inhibitor,2,TRUE,FALSE,2,0.016,0.01282051282051282,0,0.007346394611749267
CHEMBL6067998,LASOFOXIFENE TARTRATE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor modulator,2,TRUE,FALSE,2,0.016,0.01282051282051282,0,0.007346394611749267
CHEMBL1184904,RETASPIMYCIN,Small molecule,PHASE_2,1,HSP90AB1,Heat shock protein HSP90 inhibitor,2,TRUE,FALSE,0,0,0.01282051282051282,0,0.006451612903225806
CHEMBL1201165,QUINESTROL,Small molecule,APPROVAL,1,ESR1,Estrogen receptor agonist,2,TRUE,FALSE,0,0,0.01282051282051282,0,0.006451612903225806
CHEMBL141305,CYCLOFENIL,Small molecule,APPROVAL,1,ESR1,Estrogen receptor modulator,2,TRUE,FALSE,0,0,0.01282051282051282,0,0.006451612903225806
CHEMBL190333,RWJ-67657,Small molecule,PHASE_1,1,MAPK14,MAP kinase p38 alpha inhibitor; MAP kinase p38 beta inhibitor,2,TRUE,FALSE,0,0,0.01282051282051282,0,0.006451612903225806
CHEMBL1969664,AZD-1080,Small molecule,PHASE_1,1,GSK3B,Glycogen synthase kinase-3 inhibitor,2,TRUE,FALSE,0,0,0.01282051282051282,0,0.006451612903225806
CHEMBL3545200,S-222611,Unknown,PHASE_1,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor,2,TRUE,FALSE,0,0,0.01282051282051282,0,0.006451612903225806
CHEMBL3545274,MK-6913,Small molecule,PHASE_2,1,ESR1,Estrogen receptor agonist,2,TRUE,FALSE,0,0,0.01282051282051282,0,0.006451612903225806
CHEMBL3545355,CHF4227,Small molecule,PHASE_1,1,ESR1,Estrogen receptor modulator,2,TRUE,FALSE,0,0,0.01282051282051282,0,0.006451612903225806
CHEMBL487,DROLOXIFENE,Small molecule,PHASE_2,1,ESR1,Estrogen receptor modulator,2,TRUE,FALSE,0,0,0.01282051282051282,0,0.006451612903225806
CHEMBL6318,IDOXIFENE,Small molecule,PHASE_3,1,ESR1,Estrogen receptor modulator,2,TRUE,FALSE,0,0,0.01282051282051282,0,0.006451612903225806
CHEMBL68055,ACOLBIFENE,Small molecule,PHASE_3,1,ESR1,Estrogen receptor modulator,2,TRUE,FALSE,0,0,0.01282051282051282,0,0.006451612903225806
CHEMBL1200598,DIETHYLSTILBESTROL DIPHOSPHATE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor agonist,2,TRUE,FALSE,1,0.008,0.01282051282051282,0,0.005514389765674632
CHEMBL1257015,PICOTAMIDE,Small molecule,APPROVAL,1,TBXAS1,Thromboxane A2 receptor inhibitor; Thromboxane-A synthase inhibitor,2,TRUE,FALSE,1,0.008,0.01282051282051282,0,0.005514389765674632
CHEMBL1614725,TAK-285,Small molecule,PHASE_1,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor,2,TRUE,FALSE,1,0.008,0.01282051282051282,0,0.005514389765674632
CHEMBL1947204,ALLITINIB,Small molecule,PHASE_1,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor,2,TRUE,FALSE,1,0.008,0.01282051282051282,0,0.005514389765674632
CHEMBL2109391,MDX-447,Unknown,PHASE_1,1,EGFR,Epidermal growth factor receptor erbB1 cross-linking agent; High affinity immunoglobulin gamma Fc receptor I cross-linking agent,2,TRUE,FALSE,1,0.008,0.01282051282051282,0,0.005514389765674632
CHEMBL21536,XANOMELINE,Small molecule,APPROVAL,1,CHRM4,Muscarinic acetylcholine receptor M1 agonist; Muscarinic acetylcholine receptor M4 agonist,2,TRUE,FALSE,1,0.008,0.01282051282051282,0,0.005514389765674632
CHEMBL2336050,XANOMELINE TARTRATE,Small molecule,PHASE_3,1,CHRM4,Muscarinic acetylcholine receptor M1 agonist; Muscarinic acetylcholine receptor M4 agonist,2,TRUE,FALSE,1,0.008,0.01282051282051282,0,0.005514389765674632
CHEMBL281398,TERBOGREL,Small molecule,PHASE_2,1,TBXAS1,Thromboxane A2 receptor antagonist; Thromboxane-A synthase inhibitor,2,TRUE,FALSE,1,0.008,0.01282051282051282,0,0.005514389765674632
CHEMBL3187812,ILEPATRIL,Small molecule,PHASE_2_3,1,MME,Angiotensin-converting enzyme inhibitor; Neprilysin inhibitor,2,TRUE,FALSE,1,0.008,0.01282051282051282,0,0.005514389765674632
CHEMBL383824,ALVESPIMYCIN,Small molecule,PHASE_2,1,HSP90AB1,Heat shock protein HSP90 inhibitor,2,TRUE,FALSE,1,0.008,0.01282051282051282,0,0.005514389765674632
CHEMBL3989794,DAGLUTRIL,Small molecule,PHASE_2,1,MME,Endothelin-converting enzyme 1 inhibitor; Neprilysin inhibitor,2,TRUE,FALSE,1,0.008,0.01282051282051282,0,0.005514389765674632
CHEMBL3991932,PEXMETINIB,Small molecule,PHASE_1_2,1,MAPK14,MAP kinase p38 alpha inhibitor; Tyrosine-protein kinase TIE-2 inhibitor,2,TRUE,FALSE,1,0.008,0.01282051282051282,0,0.005514389765674632
