drug_id,drug_name,drug_type,max_stage,n_interactome_targets_hit,targets_hit,moa,moa_n_targets,hits_first_shell,hits_eef1a_seed,n_indications,inds_score,on_score,se_score_undefined,composite_score_variantA,pathway_score_raw,pathway_score,composite_score_variantB,rank_variantA,rank_variantB,rank_shift_B_vs_A
CHEMBL2403108,CERITINIB,Small molecule,APPROVAL,1,NPM1,ALK tyrosine kinase receptor inhibitor; EML4-ALK inhibitor; NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor) inhibitor,3,True,False,11.0,0.088,0.0256410256410256,0.0,0.0383837700318772,4.22829436111989,0.4283922097780159,0.2151234620849871,177,82,95
CHEMBL4297717,CD24FC,Unknown,PHASE_3,1,HSP90AB1,Heat shock 70 kDa protein 1A/1B inhibitor; Heat shock protein HSP90 inhibitor; High mobility group protein B1 inhibitor; Sialic acid-binding Ig-like lectin 10 modulator,6,True,False,3.0,0.024,0.0641025641025641,0.0,0.0273154093508915,4.171294361119891,0.4169264815018534,0.21467602302076205,191,83,108
CHEMBL252164,LUMINESPIB,Small molecule,PHASE_2,1,HSP90AB1,Heat shock protein HSP90 inhibitor,2,True,False,13.0,0.104,0.0128205128205128,0.0,0.0493143492184106,4.171294361119891,0.4169264815018534,0.20937011659741864,157,84,73
CHEMBL4297843,TORIPALIMAB,Antibody,APPROVAL,1,PDCD1,Programmed cell death protein 1 antagonist,1,True,False,43.0,0.344,0.0,0.0,0.2077294685990338,2.09861228866811,0.0,0.2077294685990338,33,85,-52
CHEMBL2103879,GANETESPIB,Small molecule,PHASE_3,1,HSP90AB1,Heat shock protein HSP90 inhibitor,2,True,False,25.0,0.2,0.0128205128205128,0.0,0.1041940270505364,4.171294361119891,0.4169264815018534,0.20467877672204607,70,86,-16
CHEMBL1637,GEMCITABINE HYDROCHLORIDE,Small molecule,APPROVAL,1,POLE2,DNA polymerase (alpha/delta/epsilon) inhibitor; Ribonucleoside-diphosphate reductase RR1 inhibitor,14,True,False,51.0,0.408,0.1666666666666666,0.0,0.2033750342026546,2.09861228866811,0.0,0.20337503420265468,34,87,-53
CHEMBL4297829,SINTILIMAB,Antibody,APPROVAL,1,PDCD1,Programmed cell death protein 1 antagonist,1,True,False,42.0,0.336,0.0,0.0,0.2019230769230769,2.09861228866811,0.0,0.20192307692307693,35,88,-53
CHEMBL4650402,POSDINEMAB,Antibody,PHASE_2,1,MAPT,Microtubule-associated protein tau inhibitor,1,True,False,1.0,0.008,0.0,0.0,0.0040160642570281,3.7672245773362194,0.3356465807041106,0.1961858821765097,368,89,279
CHEMBL4298093,SEMORINEMAB,Antibody,PHASE_2,1,MAPT,Microtubule-associated protein tau inhibitor,1,True,False,1.0,0.008,0.0,0.0,0.0040160642570281,3.7672245773362194,0.3356465807041106,0.1961858821765097,368,90,278
CHEMBL601719,CRIZOTINIB,Small molecule,APPROVAL,1,NPM1,ALK tyrosine kinase receptor inhibitor; EML4-ALK inhibitor; Hepatocyte growth factor receptor inhibitor; Macrophage-stimulating protein receptor inhibitor; NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor) inhibitor; Proto-oncogene tyrosine-protein kinase ROS inhibitor,6,True,False,24.0,0.192,0.0641025641025641,0.0,0.0869489755347131,4.22829436111989,0.4283922097780159,0.19615002709610044,77,91,-14
CHEMBL24828,VANDETANIB,Small molecule,APPROVAL,1,EGFR,Ephrin receptor inhibitor; Epidermal growth factor receptor inhibitor; Tyrosine-protein kinase BRK inhibitor; Tyrosine-protein kinase SRC inhibitor; Tyrosine-protein kinase TIE-2 inhibitor; Tyrosine-protein kinase receptor RET inhibitor; Vascular endothelial growth factor receptor inhibitor,24,True,False,43.0,0.344,0.2948717948717949,0.0,0.1914157331888685,2.09861228866811,0.0,0.19141573318886854,36,92,-56
CHEMBL3990042,GOSURANEMAB,Antibody,PHASE_2,1,MAPT,Microtubule-associated protein tau inhibitor,1,True,False,2.0,0.016,0.0,0.0,0.0080645161290322,3.7672245773362194,0.3356465807041106,0.1912580159744563,302,93,209
CHEMBL4594612,BEPRANEMAB,Antibody,PHASE_2,1,MAPT,Microtubule-associated protein tau inhibitor,1,True,False,2.0,0.016,0.0,0.0,0.0080645161290322,3.7672245773362194,0.3356465807041106,0.1912580159744563,302,94,208
CHEMBL4298021,ZAGOTENEMAB,Antibody,PHASE_2,1,MAPT,Microtubule-associated protein tau inhibitor,1,True,False,2.0,0.016,0.0,0.0,0.0080645161290322,3.7672245773362194,0.3356465807041106,0.1912580159744563,302,95,207
CHEMBL939,GEFITINIB,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,True,False,40.0,0.32,0.0,0.0,0.1904761904761905,2.09861228866811,0.0,0.1904761904761905,37,96,-59
CHEMBL4297860,TILAVONEMAB,Antibody,PHASE_2,1,MAPT,Microtubule-associated protein tau inhibitor,1,True,False,3.0,0.024,0.0,0.0,0.0121457489878542,3.7672245773362194,0.3356465807041106,0.18683777347476627,266,97,169
CHEMBL1237023,DENOSUMAB,Antibody,APPROVAL,1,TNFSF11,Tumor necrosis factor ligand superfamily member 11 inhibitor,1,True,False,39.0,0.312,0.0,0.0,0.1848341232227488,2.09861228866811,0.0,0.1848341232227488,38,98,-60
CHEMBL856,PRIMIDONE,Small molecule,APPROVAL,1,SCN1A,GABA-A receptor; anion channel positive allosteric modulator; Sodium channel alpha subunit blocker,26,True,False,3.0,0.024,0.3205128205128205,0.0,0.1763714082579457,2.09861228866811,0.0,0.17637140825794567,39,99,-60
CHEMBL83,TAMOXIFEN,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha modulator,1,True,False,37.0,0.296,0.0,0.0,0.1737089201877934,2.09861228866811,0.0,0.1737089201877934,40,100,-60
CHEMBL3989949,CENOBAMATE,Small molecule,APPROVAL,1,SCN1A,GABA-A receptor; anion channel positive allosteric modulator; Sodium channel alpha subunit inhibitor,26,True,False,4.0,0.032,0.3205128205128205,0.0,0.1725546270599571,2.09861228866811,0.0,0.1725546270599571,41,101,-60
CHEMBL1201649,"ESTROGENS, CONJUGATED",Unknown,APPROVAL,1,ESR1,Estrogen receptor agonist,2,True,False,38.0,0.304,0.0128205128205128,0.0,0.171109031533047,2.09861228866811,0.0,0.1711090315330471,42,102,-60
CHEMBL1200826,LITHIUM CARBONATE,Small molecule,APPROVAL,1,GSK3B,Glycogen synthase kinase-3 inhibitor; Inositol-1(or 4)-monophosphatase 1 inhibitor,3,True,False,39.0,0.312,0.0256410256410256,0.0,0.1697640004682409,2.09861228866811,0.0,0.16976400046824092,43,103,-60
CHEMBL574737,UCN-01,Small molecule,PHASE_2,2,CDK2;PRKCD,3-phosphoinositide dependent protein kinase-1 inhibitor; Cyclin-dependent kinase 2 inhibitor; Cyclin-dependent kinase 4 inhibitor; Cyclin-dependent kinase 6 inhibitor; Protein kinase C (PKC) inhibitor; Serine/threonine-protein kinase Chk1 inhibitor,16,True,False,43.0,0.344,0.1923076923076923,0.0,0.1693216324450397,2.09861228866811,0.0,0.1693216324450397,44,104,-60
CHEMBL4297723,CEMIPLIMAB,Antibody,APPROVAL,1,PDCD1,Programmed cell death protein 1 inhibitor,1,True,False,33.0,0.264,0.0,0.0,0.152073732718894,2.09861228866811,0.0,0.15207373271889402,46,105,-59
CHEMBL691,ETHINYL ESTRADIOL,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha agonist,1,True,False,32.0,0.256,0.0,0.0,0.146788990825688,2.09861228866811,0.0,0.14678899082568805,47,106,-59
CHEMBL1751,DIGOXIN,Small molecule,APPROVAL,2,ATP1A1;ATP1A3,Sodium/potassium-transporting ATPase inhibitor,8,True,False,38.0,0.304,0.0897435897435897,0.0,0.1462407375187642,2.09861228866811,0.0,0.1462407375187643,48,107,-59
CHEMBL1946170,REGORAFENIB,Small molecule,APPROVAL,1,RAF1,Discoidin domain-containing receptor 2 inhibitor; Ephrin type-A receptor 2 inhibitor; Fibroblast growth factor receptor 1 inhibitor; Fibroblast growth factor receptor 2 inhibitor; MAP kinase p38 beta inhibitor; Nerve growth factor receptor Trk-A inhibitor; Platelet-derived growth factor receptor inhibitor; Serine/threonine-protein kinase B-raf inhibitor; Serine/threonine-protein kinase RAF inhibitor; Stem cell growth factor receptor inhibitor; Tyrosine-protein kinase ABL inhibitor; Tyrosine-protein kinase FRK inhibitor; Tyrosine-protein kinase TIE-2 inhibitor; Tyrosine-protein kinase receptor RET inhibitor; Vascular endothelial growth factor receptor inhibitor,18,True,False,32.0,0.256,0.2179487179487179,0.0,0.1353971585479481,2.09861228866811,0.0,0.1353971585479481,49,108,-59
CHEMBL1230607,PHA-793887,Small molecule,PHASE_1,1,CDK2,Cyclin-dependent kinase inhibitor,20,True,False,1.0,0.008,0.2435897435897435,0.0,0.1338501665130206,2.09861228866811,0.0,0.13385016651302056,50,109,-59
CHEMBL488436,AZD-5438,Small molecule,PHASE_1,1,CDK2,Cyclin-dependent kinase inhibitor,20,True,False,1.0,0.008,0.2435897435897435,0.0,0.1338501665130206,2.09861228866811,0.0,0.13385016651302056,50,110,-60
CHEMBL43452,POMALIDOMIDE,Small molecule,APPROVAL,2,CUL4A;DDB1,CRL4(CRBN) E3 ubiquitin ligase inhibitor,4,True,False,33.0,0.264,0.0384615384615384,0.0,0.1333500422423214,2.09861228866811,0.0,0.13335004224232144,52,111,-59
CHEMBL1358,FULVESTRANT,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha antagonist; Estrogen receptor degrader,1,True,False,28.0,0.224,0.0,0.0,0.1261261261261261,2.09861228866811,0.0,0.12612612612612614,53,112,-59
CHEMBL4442620,RONICICLIB,Small molecule,PHASE_2,1,CDK2,Cyclin-dependent kinase inhibitor,20,True,False,3.0,0.024,0.2435897435897435,0.0,0.1260594510607641,2.09861228866811,0.0,0.12605945106076408,54,113,-59
CHEMBL1201023,ORPHENADRINE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Glutamate [NMDA] receptor antagonist; Histamine H1 receptor antagonist; Norepinephrine transporter inhibitor; Sodium channel alpha subunit blocker,19,True,False,1.0,0.008,0.2307692307692307,0.0,0.1256858113596963,2.09861228866811,0.0,0.12568581135969628,55,114,-59
CHEMBL1200395,ORPHENADRINE CITRATE,Small molecule,APPROVAL,1,SCN1A,Glutamate [NMDA] receptor antagonist; Histamine H1 receptor antagonist; Norepinephrine transporter inhibitor; Sodium channel alpha subunit blocker,19,True,False,1.0,0.008,0.2307692307692307,0.0,0.1256858113596963,2.09861228866811,0.0,0.12568581135969628,55,115,-60
CHEMBL900,ORPHENADRINE,Small molecule,APPROVAL,1,SCN1A,Glutamate [NMDA] receptor antagonist; Histamine H1 receptor antagonist; Norepinephrine transporter inhibitor; Sodium channel alpha subunit blocker,19,True,False,1.0,0.008,0.2307692307692307,0.0,0.1256858113596963,2.09861228866811,0.0,0.12568581135969628,55,116,-61
CHEMBL2107771,RALFINAMIDE,Small molecule,PHASE_3,1,SCN1A,Glutamate [NMDA] receptor antagonist; Monoamine oxidase B inhibitor; Sodium channel alpha subunit blocker; Voltage-gated N-type calcium channel alpha-1B subunit blocker,19,True,False,2.0,0.016,0.2307692307692307,0.0,0.1216068863607611,2.09861228866811,0.0,0.12160688636076106,58,117,-59
CHEMBL1201827,PANITUMUMAB,Antibody,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,True,False,27.0,0.216,0.0,0.0,0.1210762331838564,2.09861228866811,0.0,0.12107623318385649,59,118,-59
CHEMBL445813,AT-7519,Small molecule,PHASE_2,1,CDK2,Cyclin-dependent kinase inhibitor,20,True,False,5.0,0.04,0.2435897435897435,0.0,0.1203688744518805,2.09861228866811,0.0,0.12036887445188052,60,119,-59
CHEMBL554,LAPATINIB,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor,2,True,False,28.0,0.224,0.0128205128205128,0.0,0.1189234279437095,2.09861228866811,0.0,0.11892342794370947,61,120,-59
CHEMBL2108359,NIMOTUZUMAB,Antibody,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,True,False,26.0,0.208,0.0,0.0,0.1160714285714285,2.09861228866811,0.0,0.11607142857142858,62,121,-59
CHEMBL6069183,CEP-2563,Small molecule,PHASE_1,1,PRKCD,Neurotrophic tyrosine kinase receptor inhibitor; Platelet-derived growth factor receptor beta inhibitor; Protein kinase C (PKC) inhibitor; Tyrosine-protein kinase receptor FLT3 inhibitor; Tyrosine-protein kinase receptor RET inhibitor,17,True,False,0.0,0.0,0.2051282051282051,0.0,0.1142857142857142,2.09861228866811,0.0,0.11428571428571427,63,122,-59
CHEMBL4594456,CADONILIMAB,Antibody,PHASE_3,1,PDCD1,Cytotoxic T-lymphocyte protein 4 inhibitor; Programmed cell death protein 1 inhibitor,2,True,False,27.0,0.216,0.0128205128205128,0.0,0.1139678942594824,2.09861228866811,0.0,0.11396789425948245,64,123,-59
CHEMBL4298124,DOSTARLIMAB,Antibody,APPROVAL,1,PDCD1,Programmed cell death protein 1 antagonist,1,True,False,25.0,0.2,0.0,0.0,0.1111111111111111,2.09861228866811,0.0,0.11111111111111113,65,124,-59
CHEMBL494089,GSK-690693,Small molecule,PHASE_1,1,PRKCD,Protein kinase C (PKC) inhibitor; Serine/threonine-protein kinase AKT inhibitor; cAMP-dependent protein kinase (PKA) inhibitor,17,True,False,1.0,0.008,0.2051282051282051,0.0,0.1097108918448559,2.09861228866811,0.0,0.10971089184485593,66,125,-59
CHEMBL1077896,ROPIVACAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,29.0,0.232,0.1153846153846153,0.0,0.1069697688720734,2.09861228866811,0.0,0.10696976887207346,67,126,-59
CHEMBL741,LAMOTRIGINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,29.0,0.232,0.1153846153846153,0.0,0.1069697688720734,2.09861228866811,0.0,0.10696976887207346,67,127,-60
CHEMBL4594515,LOSATUXIZUMAB VEDOTIN,Antibody drug conjugate,PHASE_1,1,EGFR,Epidermal growth factor receptor binding agent; Tubulin inhibitor,16,True,False,0.0,0.0,0.1923076923076923,0.0,0.1063829787234042,2.09861228866811,0.0,0.10638297872340426,69,128,-59
CHEMBL23293,SALIRASIB,Small molecule,PHASE_2,2,KRAS;NRAS,RAS inhibitor,3,True,False,0.0,0.0,0.0256410256410256,0.0,0.0129870129870129,3.129025100551105,0.20727075988293073,0.10331151028283256,259,129,130
CHEMBL1201729,DRONEDARONE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Inward rectifier potassium channel 2 blocker; Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4 blocker; Sodium channel alpha subunit blocker; Voltage-gated L-type calcium channel blocker,16,True,False,1.0,0.008,0.1923076923076923,0.0,0.1018960215343007,2.09861228866811,0.0,0.10189602153430069,71,130,-59
CHEMBL4297571,PENPULIMAB,Antibody,APPROVAL,1,PDCD1,Programmed cell death protein 1 inhibitor,1,True,False,23.0,0.184,0.0,0.0,0.1013215859030837,2.09861228866811,0.0,0.1013215859030837,72,131,-59
CHEMBL1173655,AFATINIB,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,3,True,False,25.0,0.2,0.0256410256410256,0.0,0.0990137056487767,2.09861228866811,0.0,0.09901370564877678,73,132,-59
CHEMBL184412,DRONEDARONE,Small molecule,APPROVAL,1,SCN1A,Inward rectifier potassium channel 2 blocker; Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4 blocker; Sodium channel alpha subunit blocker; Voltage-gated L-type calcium channel blocker,16,True,False,4.0,0.032,0.1923076923076923,0.0,0.0925606499704062,2.09861228866811,0.0,0.0925606499704062,74,133,-59
CHEMBL3707277,DEPATUXIZUMAB MAFODOTIN,Antibody drug conjugate,PHASE_3,1,EGFR,Epidermal growth factor receptor erbB1 binding agent; Tubulin inhibitor,16,True,False,4.0,0.032,0.1923076923076923,0.0,0.0925606499704062,2.09861228866811,0.0,0.0925606499704062,74,134,-60
CHEMBL744,RILUZOLE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,24.0,0.192,0.1153846153846153,0.0,0.0888741659887928,2.09861228866811,0.0,0.08887416598879282,76,135,-59
CHEMBL1750,CLOFARABINE,Small molecule,APPROVAL,1,POLE2,DNA polymerase (alpha/delta/epsilon) inhibitor; Ribonucleoside-diphosphate reductase RR1 inhibitor,14,True,False,19.0,0.152,0.1666666666666666,0.0,0.0867621158060986,2.09861228866811,0.0,0.08676211580609859,78,136,-58
CHEMBL608533,MIDOSTAURIN,Small molecule,APPROVAL,1,PRKCD,Platelet-derived growth factor receptor inhibitor; Protein kinase C (PKC) inhibitor; Stem cell growth factor receptor inhibitor; Tyrosine-protein kinase receptor FLT3 inhibitor; Vascular endothelial growth factor receptor 2 inhibitor,16,True,False,10.0,0.08,0.1923076923076923,0.0,0.0865510386219076,2.09861228866811,0.0,0.08655103862190762,79,137,-58
CHEMBL4298037,RETIFANLIMAB,Antibody,APPROVAL,1,PDCD1,Programmed cell death protein 1 antagonist,1,True,False,19.0,0.152,0.0,0.0,0.0822510822510822,2.09861228866811,0.0,0.08225108225108226,80,138,-58
CHEMBL786,TAMOXIFEN CITRATE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha modulator,1,True,False,19.0,0.152,0.0,0.0,0.0822510822510822,2.09861228866811,0.0,0.08225108225108226,80,139,-59
CHEMBL58323,LACOSAMIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,21.0,0.168,0.1153846153846153,0.0,0.0790843654167385,2.09861228866811,0.0,0.07908436541673855,82,140,-58
CHEMBL4297581,TOMINERSEN,Oligonucleotide,PHASE_3,1,HTT,Huntingtin mRNA antisense inhibitor,1,True,False,5.0,0.04,0.0,0.0,0.0204081632653061,2.9462943611198904,0.1705139001281838,0.07858273167685934,216,141,75
CHEMBL4594550,SERPLULIMAB,Antibody,APPROVAL,1,PDCD1,Programmed cell death protein 1 antagonist,1,True,False,18.0,0.144,0.0,0.0,0.0775862068965517,2.09861228866811,0.0,0.07758620689655171,83,142,-59
CHEMBL4297831,SPARTALIZUMAB,Antibody,PHASE_3,1,PDCD1,Programmed cell death protein 1 antagonist,1,True,False,18.0,0.144,0.0,0.0,0.0775862068965517,2.09861228866811,0.0,0.07758620689655171,83,143,-60
CHEMBL1200409,LIDOCAINE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,20.0,0.16,0.1153846153846153,0.0,0.0760245816359087,2.09861228866811,0.0,0.07602458163590879,85,144,-59
CHEMBL1201179,LAPATINIB DITOSYLATE,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor,2,True,False,19.0,0.152,0.0128205128205128,0.0,0.0759479176176827,2.09861228866811,0.0,0.07594791761768277,86,145,-59
CHEMBL4297877,BALSTILIMAB,Antibody,PHASE_3,1,PDCD1,Programmed cell death protein 1 antagonist,1,True,False,17.0,0.136,0.0,0.0,0.0729613733905579,2.09861228866811,0.0,0.07296137339055794,88,146,-58
CHEMBL4297856,ZIMBERELIMAB,Antibody,PHASE_3,1,PDCD1,Programmed cell death protein 1 inhibitor,1,True,False,17.0,0.136,0.0,0.0,0.0729613733905579,2.09861228866811,0.0,0.07296137339055794,88,147,-59
CHEMBL108,CARBAMAZEPINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,18.0,0.144,0.1153846153846153,0.0,0.0702459895805561,2.09861228866811,0.0,0.07024598958055614,90,148,-58
CHEMBL16,PHENYTOIN,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,18.0,0.144,0.1153846153846153,0.0,0.0702459895805561,2.09861228866811,0.0,0.07024598958055614,90,149,-59
CHEMBL750,ZONISAMIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,18.0,0.144,0.1153846153846153,0.0,0.0702459895805561,2.09861228866811,0.0,0.07024598958055614,90,150,-60
CHEMBL598797,CUDC-101,Small molecule,PHASE_1,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Histone deacetylase inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor,13,True,False,6.0,0.048,0.1538461538461538,0.0,0.0687616801815892,2.09861228866811,0.0,0.06876168018158921,93,151,-58
CHEMBL428690,ALVOCIDIB,Small molecule,PHASE_3,1,CDK2,Cyclin-dependent kinase 1 inhibitor; Cyclin-dependent kinase 2 inhibitor; Cyclin-dependent kinase 4 inhibitor; Cyclin-dependent kinase 6 inhibitor; Cyclin-dependent kinase 7 inhibitor; Cyclin-dependent kinase 9 inhibitor,6,True,False,19.0,0.152,0.0641025641025641,0.0,0.0671942641616781,2.09861228866811,0.0,0.06719426416167815,94,152,-58
CHEMBL4297300,LB-100,Small molecule,PHASE_2,1,PPP2CA,"Serine/threonine protein phosphatase 2A, catalytic subunit, alpha isoform inhibitor; Serine/threonine protein phosphatase 2A, catalytic subunit, beta isoform inhibitor; Serine/threonine-protein phosphatase 5 inhibitor",3,True,False,9.0,0.072,0.0256410256410256,0.0,0.0308353253339386,2.9162943611198906,0.1644793062986246,0.06694858714364325,185,153,32
CHEMBL1201063,PROPAFENONE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Beta-1 adrenergic receptor antagonist; Beta-2 adrenergic receptor antagonist; Sodium channel alpha subunit blocker,12,True,False,3.0,0.024,0.141025641025641,0.0,0.0661017034963399,2.09861228866811,0.0,0.06610170349633991,95,154,-59
CHEMBL359164,TROXACITABINE,Small molecule,PHASE_2,1,POLE2,DNA polymerase (alpha/delta/epsilon) inhibitor,11,True,False,1.0,0.008,0.1282051282051282,0.0,0.0644780358094752,2.09861228866811,0.0,0.0644780358094752,96,155,-59
CHEMBL1294,QUINIDINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,15.0,0.12,0.1153846153846153,0.0,0.0625510841867397,2.09861228866811,0.0,0.06255108418673973,97,156,-59
CHEMBL631,PROPAFENONE,Small molecule,APPROVAL,1,SCN1A,Beta-1 adrenergic receptor antagonist; Beta-2 adrenergic receptor antagonist; Sodium channel alpha subunit blocker,12,True,False,6.0,0.048,0.141025641025641,0.0,0.0623624195808483,2.09861228866811,0.0,0.062362419580848295,99,157,-58
CHEMBL197672,EMRICASAN,Small molecule,PHASE_2,1,CASP2,Caspase inhibitor,12,True,False,8.0,0.064,0.141025641025641,0.0,0.0621245231570284,2.09861228866811,0.0,0.062124523157028454,100,158,-58
CHEMBL2106155,ENCAINIDE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,0.0,0.0,0.1153846153846153,0.0,0.0612244897959183,2.09861228866811,0.0,0.06122448979591832,101,159,-58
CHEMBL919,FOSPHENYTOIN SODIUM,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,0.0,0.0,0.1153846153846153,0.0,0.0612244897959183,2.09861228866811,0.0,0.06122448979591832,101,160,-59
CHEMBL3545209,NKTR-171,Unknown,IND,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,0.0,0.0,0.1153846153846153,0.0,0.0612244897959183,2.09861228866811,0.0,0.06122448979591832,101,161,-60
CHEMBL1195,PROPOXYCAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,0.0,0.0,0.1153846153846153,0.0,0.0612244897959183,2.09861228866811,0.0,0.06122448979591832,101,162,-61
CHEMBL1201242,INDECAINIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,0.0,0.0,0.1153846153846153,0.0,0.0612244897959183,2.09861228866811,0.0,0.06122448979591832,101,163,-62
CHEMBL1200819,ARTICAINE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,0.0,0.0,0.1153846153846153,0.0,0.0612244897959183,2.09861228866811,0.0,0.06122448979591832,101,164,-63
CHEMBL1197,HEXYLCAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,0.0,0.0,0.1153846153846153,0.0,0.0612244897959183,2.09861228866811,0.0,0.06122448979591832,101,165,-64
CHEMBL1200334,MORICIZINE HYDROCHLORIDE,Small molecule,PHASE_2,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,0.0,0.0,0.1153846153846153,0.0,0.0612244897959183,2.09861228866811,0.0,0.06122448979591832,101,166,-65
CHEMBL492,ETIDOCAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,0.0,0.0,0.1153846153846153,0.0,0.0612244897959183,2.09861228866811,0.0,0.06122448979591832,101,167,-66
CHEMBL1200586,PRILOCAINE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,0.0,0.0,0.1153846153846153,0.0,0.0612244897959183,2.09861228866811,0.0,0.06122448979591832,101,168,-67
CHEMBL1201217,DYCLONINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,0.0,0.0,0.1153846153846153,0.0,0.0612244897959183,2.09861228866811,0.0,0.06122448979591832,101,169,-68
CHEMBL1200464,PROPARACAINE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,0.0,0.0,0.1153846153846153,0.0,0.0612244897959183,2.09861228866811,0.0,0.06122448979591832,101,170,-69
CHEMBL1200478,DYCLONINE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,0.0,0.0,0.1153846153846153,0.0,0.0612244897959183,2.09861228866811,0.0,0.06122448979591832,101,171,-70
CHEMBL4297599,ASPACYTARABINE,Small molecule,PHASE_2,1,POLE2,DNA polymerase (alpha/delta/epsilon) inhibitor,11,True,False,3.0,0.024,0.1282051282051282,0.0,0.0591951668666124,2.09861228866811,0.0,0.05919516686661241,114,172,-58
CHEMBL11662,OZAGREL,Small molecule,APPROVAL,1,TBXAS1,Thromboxane-A synthase inhibitor,1,True,False,1.0,0.008,0.0,0.0,0.0040160642570281,2.68861228866811,0.11868034531466529,0.05914855485482367,368,173,195
CHEMBL1231160,PEVONEDISTAT,Small molecule,PHASE_3,1,NAE1,NEDD8 activating enzyme inhibitor,2,True,False,15.0,0.12,0.0128205128205128,0.0,0.0580076441340331,2.09861228866811,0.0,0.058007644134033164,115,174,-59
CHEMBL1200654,BENOXINATE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,1.0,0.008,0.1153846153846153,0.0,0.0573182935738656,2.09861228866811,0.0,0.05731829357386559,116,175,-59
CHEMBL1200440,MEPIVACAINE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,1.0,0.008,0.1153846153846153,0.0,0.0573182935738656,2.09861228866811,0.0,0.05731829357386559,116,176,-60
CHEMBL1255654,TETRACAINE HYDROCHLORIDE,Small molecule,PHASE_3,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,1.0,0.008,0.1153846153846153,0.0,0.0573182935738656,2.09861228866811,0.0,0.05731829357386559,116,177,-61
