drug_id,drug_name,drug_type,max_stage,n_interactome_targets_hit,targets_hit,moa,moa_n_targets,hits_first_shell,hits_eef1a_seed,n_indications,inds_score,on_score,se_score_undefined,composite_score_variantA,pathway_score_raw,pathway_score,composite_score_variantB,rank_variantA,rank_variantB,rank_shift_B_vs_A
CHEMBL1762,TOCAINIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,1.0,0.008,0.1153846153846153,0.0,0.0573182935738656,2.09861228866811,0.0,0.05731829357386559,116,178,-62
CHEMBL918,PHENACEMIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,1.0,0.008,0.1153846153846153,0.0,0.0573182935738656,2.09861228866811,0.0,0.05731829357386559,116,179,-63
CHEMBL1200,BENOXINATE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,1.0,0.008,0.1153846153846153,0.0,0.0573182935738656,2.09861228866811,0.0,0.05731829357386559,116,180,-64
CHEMBL1200841,PROCAINE HYDROCHLORIDE,Small molecule,PHASE_3,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,1.0,0.008,0.1153846153846153,0.0,0.0573182935738656,2.09861228866811,0.0,0.05731829357386559,116,181,-65
CHEMBL1196,PROPARACAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,1.0,0.008,0.1153846153846153,0.0,0.0573182935738656,2.09861228866811,0.0,0.05731829357386559,116,182,-66
CHEMBL861,MEPHENYTOIN,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,1.0,0.008,0.1153846153846153,0.0,0.0573182935738656,2.09861228866811,0.0,0.05731829357386559,116,183,-67
CHEMBL3678076,EVENAMIDE,Small molecule,PHASE_3,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,1.0,0.008,0.1153846153846153,0.0,0.0573182935738656,2.09861228866811,0.0,0.05731829357386559,116,184,-68
CHEMBL315838,ENCAINIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,1.0,0.008,0.1153846153846153,0.0,0.0573182935738656,2.09861228866811,0.0,0.05731829357386559,116,185,-69
CHEMBL315985,ESLICARBAZEPINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,1.0,0.008,0.1153846153846153,0.0,0.0573182935738656,2.09861228866811,0.0,0.05731829357386559,116,186,-70
CHEMBL698,TETRACAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,12.0,0.096,0.1153846153846153,0.0,0.0562903027795656,2.09861228866811,0.0,0.056290302779565635,128,187,-59
CHEMBL1068,OXCARBAZEPINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,12.0,0.096,0.1153846153846153,0.0,0.0562903027795656,2.09861228866811,0.0,0.056290302779565635,128,188,-60
CHEMBL565612,SOTRASTAURIN,Small molecule,PHASE_2,1,PRKCD,Protein kinase C (PKC) inhibitor,11,True,False,7.0,0.056,0.1282051282051282,0.0,0.0561079115395183,2.09861228866811,0.0,0.056107911539518364,130,189,-59
CHEMBL529437,COCAINE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,2.0,0.016,0.1153846153846153,0.0,0.0544527692159817,2.09861228866811,0.0,0.05445276921598174,131,190,-59
CHEMBL569,PROCAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,2.0,0.016,0.1153846153846153,0.0,0.0544527692159817,2.09861228866811,0.0,0.05445276921598174,131,191,-60
CHEMBL1200437,QUINIDINE GLUCONATE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,2.0,0.016,0.1153846153846153,0.0,0.0544527692159817,2.09861228866811,0.0,0.05445276921598174,131,192,-61
CHEMBL1201336,FOSPHENYTOIN,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,2.0,0.016,0.1153846153846153,0.0,0.0544527692159817,2.09861228866811,0.0,0.05445276921598174,131,193,-62
CHEMBL3707183,QUINIDINE SULFATE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,2.0,0.016,0.1153846153846153,0.0,0.0544527692159817,2.09861228866811,0.0,0.05445276921598174,131,194,-63
CHEMBL1095,ETHOTOIN,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,2.0,0.016,0.1153846153846153,0.0,0.0544527692159817,2.09861228866811,0.0,0.05445276921598174,131,195,-64
CHEMBL1075,MORICIZINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,2.0,0.016,0.1153846153846153,0.0,0.0544527692159817,2.09861228866811,0.0,0.05445276921598174,131,196,-65
CHEMBL1611,PHENYTOIN SODIUM,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,2.0,0.016,0.1153846153846153,0.0,0.0544527692159817,2.09861228866811,0.0,0.05445276921598174,131,197,-66
CHEMBL281398,TERBOGREL,Small molecule,PHASE_2,1,TBXAS1,Thromboxane A2 receptor antagonist; Thromboxane-A synthase inhibitor,2,True,False,1.0,0.008,0.0128205128205128,0.0,0.0055143897656746,2.68861228866811,0.11868034531466529,0.05407639282763081,352,198,154
CHEMBL1257015,PICOTAMIDE,Small molecule,APPROVAL,1,TBXAS1,Thromboxane A2 receptor inhibitor; Thromboxane-A synthase inhibitor,2,True,False,1.0,0.008,0.0128205128205128,0.0,0.0055143897656746,2.68861228866811,0.11868034531466529,0.05407639282763081,352,199,153
CHEMBL87992,ESLICARBAZEPINE ACETATE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,10.0,0.08,0.1153846153846153,0.0,0.0531284485013172,2.09861228866811,0.0,0.05312844850131718,139,200,-61
CHEMBL558,MEXILETINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,10.0,0.08,0.1153846153846153,0.0,0.0531284485013172,2.09861228866811,0.0,0.05312844850131718,139,201,-62
CHEMBL1201020,DISOPYRAMIDE PHOSPHATE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,3.0,0.024,0.1153846153846153,0.0,0.0524374408238499,2.09861228866811,0.0,0.052437440823849914,141,202,-61
CHEMBL1200606,MEXILETINE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,3.0,0.024,0.1153846153846153,0.0,0.0524374408238499,2.09861228866811,0.0,0.052437440823849914,141,203,-62
CHEMBL1242,PHENAZOPYRIDINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,3.0,0.024,0.1153846153846153,0.0,0.0524374408238499,2.09861228866811,0.0,0.052437440823849914,141,204,-63
CHEMBL605,PROCAINAMIDE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,3.0,0.024,0.1153846153846153,0.0,0.0524374408238499,2.09861228866811,0.0,0.052437440823849914,141,205,-64
CHEMBL1179047,CHLOROPROCAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,3.0,0.024,0.1153846153846153,0.0,0.0524374408238499,2.09861228866811,0.0,0.052437440823849914,141,206,-65
CHEMBL517,DISOPYRAMIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,3.0,0.024,0.1153846153846153,0.0,0.0524374408238499,2.09861228866811,0.0,0.052437440823849914,141,207,-66
CHEMBL370805,COCAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,4.0,0.032,0.1153846153846153,0.0,0.051126935688992,2.09861228866811,0.0,0.05112693568899198,147,208,-61
CHEMBL1093,ARTICAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,4.0,0.032,0.1153846153846153,0.0,0.051126935688992,2.09861228866811,0.0,0.05112693568899198,147,209,-62
CHEMBL1201754,RUFINAMIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,4.0,0.032,0.1153846153846153,0.0,0.051126935688992,2.09861228866811,0.0,0.05112693568899198,147,210,-63
CHEMBL1087,MEPIVACAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,4.0,0.032,0.1153846153846153,0.0,0.051126935688992,2.09861228866811,0.0,0.05112693568899198,147,211,-64
CHEMBL1194,PRILOCAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,8.0,0.064,0.1153846153846153,0.0,0.0510007873838858,2.09861228866811,0.0,0.051000787383885804,151,212,-61
CHEMBL3185958,CLOMIPHENE CITRATE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha modulator,1,True,False,12.0,0.096,0.0,0.0,0.0504201680672268,2.09861228866811,0.0,0.05042016806722689,152,213,-61
CHEMBL2087361,ICOTINIB,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,True,False,12.0,0.096,0.0,0.0,0.0504201680672268,2.09861228866811,0.0,0.05042016806722689,152,214,-62
CHEMBL1889140,ROPIVACAINE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,7.0,0.056,0.1153846153846153,0.0,0.0504095015856962,2.09861228866811,0.0,0.050409501585696175,154,215,-61
CHEMBL3109738,JNJ-26483327,Small molecule,PHASE_1,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor; Tyrosine-protein kinase FYN inhibitor; Tyrosine-protein kinase LCK inhibitor; Tyrosine-protein kinase Lyn inhibitor; Tyrosine-protein kinase SRC inhibitor; Tyrosine-protein kinase YES inhibitor; Vascular endothelial growth factor receptor 3 inhibitor,9,True,False,1.0,0.008,0.1025641025641025,0.0,0.0502667110868714,2.09861228866811,0.0,0.05026671108687138,155,216,-61
CHEMBL640,PROCAINAMIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False,6.0,0.048,0.1153846153846153,0.0,0.0501929233153782,2.09861228866811,0.0,0.05019292331537824,156,217,-61
CHEMBL81,RALOXIFENE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor beta modulator; Estrogen receptor modulator,2,True,False,13.0,0.104,0.0128205128205128,0.0,0.0493143492184106,2.09861228866811,0.0,0.0493143492184107,157,218,-61
CHEMBL2093999,ISTAROXIME,Small molecule,PHASE_2_3,2,ATP1A1;ATP1A3,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 activator; Sodium/potassium-transporting ATPase inhibitor,9,True,False,2.0,0.016,0.1025641025641025,0.0,0.047604423974647,2.09861228866811,0.0,0.04760442397464703,159,219,-60
CHEMBL2109072,"FIBRINOGEN, HUMAN",Unknown,APPROVAL,1,FGB,Fibrinogen exogenous protein,3,True,False,11.0,0.088,0.0256410256410256,0.0,0.0383837700318772,2.62861228866811,0.10661115765554677,0.04698280102614928,177,220,-43
CHEMBL1201607,NATALIZUMAB,Antibody,APPROVAL,1,ITGA4,Integrin alpha-4/beta-1 inhibitor; Integrin alpha-4/beta-7 inhibitor,3,True,False,13.0,0.104,0.0256410256410256,0.0,0.046299695415061,2.09861228866811,0.0,0.04629969541506109,160,221,-61
CHEMBL2110732,DACOMITINIB ANHYDROUS,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,3,True,False,13.0,0.104,0.0256410256410256,0.0,0.046299695415061,2.09861228866811,0.0,0.04629969541506109,160,222,-62
CHEMBL180022,NERATINIB,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,3,True,False,13.0,0.104,0.0256410256410256,0.0,0.046299695415061,2.09861228866811,0.0,0.04629969541506109,160,223,-63
CHEMBL3137301,SACUBITRIL,Small molecule,APPROVAL,1,MME,Neprilysin inhibitor,1,True,False,11.0,0.088,0.0,0.0,0.0460251046025104,2.09861228866811,0.0,0.046025104602510455,163,224,-61
CHEMBL483465,ELRAGLUSIB,Small molecule,PHASE_2,1,GSK3B,Glycogen synthase kinase-3 beta inhibitor,1,True,False,11.0,0.088,0.0,0.0,0.0460251046025104,2.09861228866811,0.0,0.046025104602510455,163,225,-62
CHEMBL1743087,VEDOLIZUMAB,Antibody,APPROVAL,1,ITGA4,Integrin alpha-4/beta-7 inhibitor,2,True,False,12.0,0.096,0.0128205128205128,0.0,0.0450414665200576,2.09861228866811,0.0,0.04504146652005764,165,226,-61
CHEMBL2108481,ANCROD,Unknown,APPROVAL,1,FGB,Fibrinogen hydrolytic enzyme,3,True,False,1.0,0.008,0.0256410256410256,0.0,0.0108391798484563,2.62861228866811,0.10661115765554677,0.04503218010768927,287,227,60
CHEMBL3545057,ACETYLDIGITOXIN,Small molecule,APPROVAL,2,ATP1A1;ATP1A3,Sodium/potassium-transporting ATPase inhibitor,8,True,False,1.0,0.008,0.0897435897435897,0.0,0.0433257385515022,2.09861228866811,0.0,0.04332573855150219,166,228,-62
CHEMBL1614,DESLANOSIDE,Small molecule,APPROVAL,2,ATP1A1;ATP1A3,Sodium/potassium-transporting ATPase inhibitor,8,True,False,1.0,0.008,0.0897435897435897,0.0,0.0433257385515022,2.09861228866811,0.0,0.04332573855150219,166,229,-63
CHEMBL506569,LANATOSIDE C,Small molecule,APPROVAL,2,ATP1A1;ATP1A3,Sodium/potassium-transporting ATPase inhibitor,8,True,False,1.0,0.008,0.0897435897435897,0.0,0.0433257385515022,2.09861228866811,0.0,0.04332573855150219,166,230,-64
CHEMBL2108131,PLASMINOGEN,Unknown,PHASE_3,1,FGB,Fibrinogen hydrolytic enzyme,3,True,False,2.0,0.016,0.0256410256410256,0.0,0.011089933748514,2.62861228866811,0.10661115765554677,0.043203105373525987,279,231,48
CHEMBL3348923,TOVORAFENIB,Small molecule,APPROVAL,1,RAF1,RAF serine/threonine protein kinase inhibitor,3,True,False,12.0,0.096,0.0256410256410256,0.0,0.042301194804277,2.09861228866811,0.0,0.04230119480427704,169,232,-63
CHEMBL1201505,"FIBRINOLYSIN, HUMAN",Unknown,APPROVAL,1,FGB,Fibrinogen inhibitor,3,True,False,3.0,0.024,0.0256410256410256,0.0,0.0125801116305736,2.62861228866811,0.10661115765554677,0.04201131219428338,261,233,28
CHEMBL2108893,ALFIMEPRASE,Enzyme,PHASE_3,1,FGB,Fibrinogen hydrolytic enzyme,3,True,False,3.0,0.024,0.0256410256410256,0.0,0.0125801116305736,2.62861228866811,0.10661115765554677,0.04201131219428338,261,234,27
CHEMBL3353410,OSIMERTINIB,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,True,False,10.0,0.08,0.0,0.0,0.0416666666666666,2.09861228866811,0.0,0.041666666666666664,170,235,-65
CHEMBL4297858,BUDIGALIMAB,Antibody,PHASE_2_3,1,PDCD1,Programmed cell death protein 1 inhibitor,1,True,False,10.0,0.08,0.0,0.0,0.0416666666666666,2.09861228866811,0.0,0.041666666666666664,170,236,-66
CHEMBL1511,ESTRADIOL VALERATE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha agonist,1,True,False,10.0,0.08,0.0,0.0,0.0416666666666666,2.09861228866811,0.0,0.041666666666666664,170,237,-67
CHEMBL2103840,DINACICLIB,Small molecule,PHASE_3,1,CDK2,Cyclin-dependent kinase 1 inhibitor; Cyclin-dependent kinase 2 inhibitor; Cyclin-dependent kinase 5 inhibitor; Cyclin-dependent kinase 9 inhibitor,4,True,False,12.0,0.096,0.0384615384615384,0.0,0.041418044377864,2.09861228866811,0.0,0.04141804437786408,173,238,-65
CHEMBL254219,DIGITOXIN,Small molecule,APPROVAL,2,ATP1A1;ATP1A3,Sodium/potassium-transporting ATPase inhibitor,8,True,False,2.0,0.016,0.0897435897435897,0.0,0.0408998112768831,2.09861228866811,0.0,0.04089981127688316,174,239,-65
CHEMBL2108680,PIDILIZUMAB,Antibody,PHASE_2,1,PDCD1,Programmed cell death protein 1 inhibitor,1,True,False,9.0,0.072,0.0,0.0,0.0373443983402489,2.09861228866811,0.0,0.03734439834024896,179,240,-61
CHEMBL3545165,AFACIFENACIN,Small molecule,PHASE_2,1,CHRM4,Muscarinic acetylcholine receptor antagonist; Sodium channel protein type X alpha subunit blocker; Sodium channel protein type XI alpha subunit blocker,7,True,False,1.0,0.008,0.0769230769230769,0.0,0.0365005338497732,2.09861228866811,0.0,0.03650053384977327,180,241,-61
CHEMBL1655,TOREMIFENE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor modulator,2,True,False,9.0,0.072,0.0128205128205128,0.0,0.0325538922188277,2.09861228866811,0.0,0.0325538922188278,182,242,-60
CHEMBL1944698,ZOTIRACICLIB,Small molecule,PHASE_1_2,1,CDK2,Cyclin-dependent kinase 1 inhibitor; Cyclin-dependent kinase 2 inhibitor; Cyclin-dependent kinase 7 inhibitor; Cyclin-dependent kinase 9 inhibitor; Tyrosine-protein kinase JAK2 inhibitor; Tyrosine-protein kinase receptor FLT3 inhibitor,6,True,False,7.0,0.056,0.0641025641025641,0.0,0.0311003565061825,2.09861228866811,0.0,0.031100356506182515,184,243,-59
CHEMBL3545083,RGB-286638,Small molecule,PHASE_1,1,CDK2,Cyclin-dependent kinase 1 inhibitor; Cyclin-dependent kinase 2 inhibitor; Cyclin-dependent kinase 4 inhibitor; Cyclin-dependent kinase 5 inhibitor; Cyclin-dependent kinase 7 inhibitor; Cyclin-dependent kinase 9 inhibitor,6,True,False,1.0,0.008,0.0641025641025641,0.0,0.0298013242545649,2.09861228866811,0.0,0.029801324254564988,186,244,-58
CHEMBL4594549,PIMURUTAMAB,Antibody,PHASE_2_3,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,True,False,7.0,0.056,0.0,0.0,0.0288065843621399,2.09861228866811,0.0,0.02880658436213992,187,245,-58
CHEMBL4650472,PUCOTENLIMAB,Antibody,PHASE_3,1,PDCD1,Programmed cell death protein 1 inhibitor,1,True,False,7.0,0.056,0.0,0.0,0.0288065843621399,2.09861228866811,0.0,0.02880658436213992,187,246,-59
CHEMBL4535757,SOTORASIB,Small molecule,APPROVAL,1,KRAS,GTPase KRas inhibitor,1,True,False,7.0,0.056,0.0,0.0,0.0288065843621399,2.09861228866811,0.0,0.02880658436213992,187,247,-60
CHEMBL3545154,POZIOTINIB,Small molecule,PHASE_3,1,EGFR,Epidermal growth factor receptor inhibitor,4,True,False,8.0,0.064,0.0384615384615384,0.0,0.0279676540443605,2.09861228866811,0.0,0.02796765404436051,190,248,-58
CHEMBL3545396,BMS-690514,Small molecule,PHASE_2,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor; Vascular endothelial growth factor receptor inhibitor,6,True,False,3.0,0.024,0.0641025641025641,0.0,0.0273154093508915,2.09861228866811,0.0,0.02731540935089158,191,249,-58
CHEMBL2365940,DAROTROPIUM,Small molecule,PHASE_2,1,CHRM4,Muscarinic acetylcholine receptor antagonist,5,True,False,0.0,0.0,0.0512820512820512,0.0,0.0263157894736842,2.09861228866811,0.0,0.026315789473684167,193,250,-57
CHEMBL4594350,ADAGRASIB,Small molecule,APPROVAL,1,KRAS,GTPase KRas inhibitor,1,True,False,6.0,0.048,0.0,0.0,0.0245901639344262,2.09861228866811,0.0,0.02459016393442623,195,251,-56
CHEMBL4297436,SRT-2104,Small molecule,PHASE_2,1,SIRT1,NAD-dependent deacetylase sirtuin 1 activator,1,True,False,6.0,0.048,0.0,0.0,0.0245901639344262,2.09861228866811,0.0,0.02459016393442623,195,252,-57
CHEMBL4594355,APL-501,Unknown,PHASE_2,1,PDCD1,Programmed cell death protein 1 inhibitor,1,True,False,6.0,0.048,0.0,0.0,0.0245901639344262,2.09861228866811,0.0,0.02459016393442623,195,253,-58
CHEMBL607707,PELITINIB,Small molecule,PHASE_2,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,True,False,6.0,0.048,0.0,0.0,0.0245901639344262,2.09861228866811,0.0,0.02459016393442623,195,254,-59
CHEMBL4298001,CETRELIMAB,Antibody,PHASE_3,1,PDCD1,Programmed cell death protein 1 inhibitor,1,True,False,6.0,0.048,0.0,0.0,0.0245901639344262,2.09861228866811,0.0,0.02459016393442623,195,255,-60
CHEMBL4761468,AUMOLERTINIB,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,True,False,6.0,0.048,0.0,0.0,0.0245901639344262,2.09861228866811,0.0,0.02459016393442623,195,256,-61
CHEMBL3647420,PYROTINIB,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor,2,True,False,7.0,0.056,0.0128205128205128,0.0,0.0245671381004057,2.09861228866811,0.0,0.024567138100405787,201,257,-56
CHEMBL2103842,VARLITINIB,Small molecule,PHASE_2_3,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor,2,True,False,7.0,0.056,0.0128205128205128,0.0,0.0245671381004057,2.09861228866811,0.0,0.024567138100405787,201,258,-57
CHEMBL4594578,TEBOTELIMAB,Antibody,PHASE_2_3,1,PDCD1,Lymphocyte activation gene 3 protein inhibitor; Programmed cell death protein 1 inhibitor,2,True,False,7.0,0.056,0.0128205128205128,0.0,0.0245671381004057,2.09861228866811,0.0,0.024567138100405787,201,259,-58
CHEMBL6068423,ESTETROL,Small molecule,APPROVAL,1,ESR1,Estrogen receptor agonist,2,True,False,7.0,0.056,0.0128205128205128,0.0,0.0245671381004057,2.09861228866811,0.0,0.024567138100405787,201,260,-59
CHEMBL4297774,AMIVANTAMAB,Antibody,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Hepatocyte growth factor receptor inhibitor,2,True,False,7.0,0.056,0.0128205128205128,0.0,0.0245671381004057,2.09861228866811,0.0,0.024567138100405787,201,261,-60
CHEMBL3544983,TESEVATINIB,Small molecule,PHASE_3,1,EGFR,Ephrin type-B receptor 4 inhibitor; Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor,3,True,False,7.0,0.056,0.0256410256410256,0.0,0.0237851636763503,2.09861228866811,0.0,0.02378516367635039,210,262,-52
CHEMBL14762,SELICICLIB,Small molecule,PHASE_2,1,CDK2,Cyclin-dependent kinase 1 inhibitor; Cyclin-dependent kinase 2 inhibitor; Cyclin-dependent kinase 5 inhibitor; Cyclin-dependent kinase 7 inhibitor; Cyclin-dependent kinase 9 inhibitor,5,True,False,5.0,0.04,0.0512820512820512,0.0,0.0237186558052014,2.09861228866811,0.0,0.023718655805201442,211,263,-52
CHEMBL3707243,GLYCOPYRRONIUM TOSYLATE,Small molecule,APPROVAL,1,CHRM4,Muscarinic acetylcholine receptor inhibitor,5,True,False,5.0,0.04,0.0512820512820512,0.0,0.0237186558052014,2.09861228866811,0.0,0.023718655805201442,211,264,-53
CHEMBL2308782,DAROTROPIUM BROMIDE,Small molecule,PHASE_2,1,CHRM4,Muscarinic acetylcholine receptor antagonist,5,True,False,1.0,0.008,0.0512820512820512,0.0,0.0232488382117485,2.09861228866811,0.0,0.023248838211748463,213,265,-52
CHEMBL3707223,SOFPIRONIUM BROMIDE,Small molecule,APPROVAL,1,CHRM4,Muscarinic acetylcholine receptor inhibitor,5,True,False,1.0,0.008,0.0512820512820512,0.0,0.0232488382117485,2.09861228866811,0.0,0.023248838211748463,213,266,-53
CHEMBL1201335,GLYCOPYRRONIUM,Small molecule,APPROVAL,1,CHRM4,Muscarinic acetylcholine receptor M1 antagonist; Muscarinic acetylcholine receptor M3 antagonist; Muscarinic acetylcholine receptor inhibitor,5,True,False,4.0,0.032,0.0512820512820512,0.0,0.0224285991759615,2.09861228866811,0.0,0.02242859917596152,215,267,-52
CHEMBL4650319,MOBOCERTINIB,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,True,False,5.0,0.04,0.0,0.0,0.0204081632653061,2.09861228866811,0.0,0.020408163265306124,216,268,-52
CHEMBL1743047,NECITUMUMAB,Antibody,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,True,False,5.0,0.04,0.0,0.0,0.0204081632653061,2.09861228866811,0.0,0.020408163265306124,216,269,-53
CHEMBL2105675,TAFAMIDIS MEGLUMINE,Small molecule,APPROVAL,1,TTR,Transthyretin stabiliser,1,True,False,5.0,0.04,0.0,0.0,0.0204081632653061,2.09861228866811,0.0,0.020408163265306124,216,270,-54
CHEMBL1200980,ESTROPIPATE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha agonist,1,True,False,5.0,0.04,0.0,0.0,0.0204081632653061,2.09861228866811,0.0,0.020408163265306124,216,271,-55
CHEMBL4298191,SASANLIMAB,Antibody,PHASE_3,1,PDCD1,Programmed cell death protein 1 antagonist,1,True,False,5.0,0.04,0.0,0.0,0.0204081632653061,2.09861228866811,0.0,0.020408163265306124,216,272,-56
CHEMBL3545311,BRIGATINIB,Small molecule,APPROVAL,1,EGFR,ALK tyrosine kinase receptor inhibitor; Epidermal growth factor receptor erbB1 inhibitor,2,True,False,5.0,0.04,0.0128205128205128,0.0,0.0169851971310738,2.09861228866811,0.0,0.016985197131073874,227,273,-46
CHEMBL1201468,"ESTROGENS, ESTERIFIED",Unknown,APPROVAL,1,ESR1,Estrogen receptor agonist,2,True,False,5.0,0.04,0.0128205128205128,0.0,0.0169851971310738,2.09861228866811,0.0,0.016985197131073874,227,274,-47
CHEMBL3545027,XL-281,Small molecule,PHASE_1_2,1,RAF1,Serine/threonine-protein kinase B-raf inhibitor; Serine/threonine-protein kinase RAF inhibitor,2,True,False,5.0,0.04,0.0128205128205128,0.0,0.0169851971310738,2.09861228866811,0.0,0.016985197131073874,227,275,-48
CHEMBL193482,ESTRIOL,Small molecule,APPROVAL,1,ESR1,Estrogen receptor modulator,2,True,False,5.0,0.04,0.0128205128205128,0.0,0.0169851971310738,2.09861228866811,0.0,0.016985197131073874,227,276,-49
CHEMBL2105395,OSPEMIFENE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor modulator,2,True,False,5.0,0.04,0.0128205128205128,0.0,0.0169851971310738,2.09861228866811,0.0,0.016985197131073874,227,277,-50
CHEMBL46740,BAZEDOXIFENE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor modulator,2,True,False,5.0,0.04,0.0128205128205128,0.0,0.0169851971310738,2.09861228866811,0.0,0.016985197131073874,227,278,-51
CHEMBL4650289,KBP5209,Unknown,PHASE_1,1,EGFR,Epidermal growth factor receptor inhibitor,4,True,False,1.0,0.008,0.0384615384615384,0.0,0.0168887452224878,2.09861228866811,0.0,0.01688874522248777,236,279,-43
CHEMBL587723,AEE-788,Small molecule,PHASE_1_2,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Vascular endothelial growth factor receptor 1 inhibitor; Vascular endothelial growth factor receptor 2 inhibitor,4,True,False,3.0,0.024,0.0384615384615384,0.0,0.0167276549151596,2.09861228866811,0.0,0.01672765491515966,237,280,-43
